N	2gram	Propp_Isto_2	Problema
1	то что	12	42
2	и в	15	32
3	и не	11	31
4	не просто	2	23
5	в этом	11	19
6	не только	18	17
7	потому что	9	16
8	а не	5	15
9	в себе	4	15
10	как бы	6	14
11	может быть	17	14
12	но в	6	14
13	в нем	7	13
14	сказать что	2	13
15	что мы	3	13
16	при помощи	2	13
17	что в	12	12
18	а именно	3	12
19	том что	7	12
20	так и	5	12
21	и т	19	11
22	о том	3	11
23	так как	14	11
24	то же	10	10
25	прежде всего	5	10
26	в этой	4	10
27	т д	18	10
28	об этом	11	10
29	нет ничего	2	10
30	ничего не	7	10
31	но не	2	9
32	в том	6	9
33	но и	14	9
34	и что	6	9
35	так же	13	9
36	еще не	9	9
37	того чтобы	2	9
38	и это	3	9
39	на то	3	8
40	не может	5	8
41	все эти	4	8
42	и на	4	8
43	он и	3	8
44	когда мы	2	8
45	было бы	5	8
46	но это	4	8
47	и ее	2	8
48	никогда не	15	7
49	ни в	2	7
50	все это	3	7
51	того что	3	7
52	всех этих	3	7
53	что он	24	7
54	во всех	2	7
55	тем что	4	7
56	только в	6	7
57	здесь не	2	7
58	и есть	5	6
59	так что	6	6
60	при этом	4	6
61	и если	2	6
62	в виду	2	6
63	таким образом	7	6
64	это не	2	6
65	и здесь	9	6
66	и то	2	6
67	его в	10	6
68	как это	3	6
69	в его	6	6
70	на самом	2	6
71	самом деле	2	6
72	перед нами	2	5
73	не знал	2	5
74	для нас	4	5
75	мы уже	6	5
76	в котором	5	5
77	что она	5	5
78	мы должны	4	5
79	с тем	9	5
80	связи с	8	5
81	в других	3	5
82	именно в	2	4
83	точно так	6	4
84	не в	7	4
85	и пр	7	4
86	один из	8	4
87	после этого	4	4
88	в их	3	4
89	и только	2	4
90	не было	2	4
91	или в	2	4
92	а в	12	4
93	их в	2	4
94	как он	3	4
95	иметь в	2	4
96	а также	2	4
97	как в	5	4
98	тем самым	2	4
99	и для	2	4
100	д и	2	4
101	мы можем	8	4
102	в связи	5	4
103	уже в	2	3
104	что это	6	3
105	в этих	11	3
106	с другой	2	3
107	но все	5	3
108	что они	10	3
109	оно и	2	3
110	хотя бы	2	3
111	другими словами	4	3
112	из них	2	3
113	другой стороны	2	3
114	и его	3	3
115	этих случаях	10	3
116	и вполне	2	3
117	в которых	2	3
118	же и	3	3
119	с этим	5	3
120	но он	4	3
121	что здесь	4	3
122	нисколько не	2	3
123	в жизни	2	3
124	как и	2	3
125	чтобы понять	2	3
126	есть и	2	3
127	здесь в	2	3
128	до сих	6	3
129	мы увидим	8	3
130	мы в	2	3
131	к тому	5	3
132	он не	8	3
133	о нем	4	3
134	сих пор	7	3
135	да и	2	3
136	того как	4	3
137	хотя в	3	3
138	к нему	5	3
139	можно было	5	3
140	очень много	8	3
141	как будто	3	3
142	или на	4	3
143	же как	5	2
144	иное как	2	2
145	уже с	2	2
146	этом случае	5	2
147	является не	2	2
148	это только	2	2
149	оказывается что	2	2
150	кроме того	2	2
151	и часто	2	2
152	например в	2	2
153	на его	2	2
154	но если	3	2
155	в него	2	2
156	здесь нет	2	2
157	на этой	2	2
158	уже на	3	2
159	только после	4	2
160	ясно и	2	2
161	и с	4	2
162	знаем что	12	2
163	одно из	2	2
164	и ничего	2	2
165	из этих	3	2
166	мы имеем	15	2
167	же мы	2	2
168	тот кто	2	2
169	становится ясным	2	2
170	могут быть	2	2
171	а потом	4	2
172	он должен	2	2
173	и так	2	2
174	таких случаях	2	2
175	не что	2	2
176	говорят о	2	2
177	о его	2	2
178	увидим ниже	4	2
179	по существу	2	2
180	мы видим	8	2
181	в качестве	3	2
182	она не	5	2
183	и может	2	2
184	но есть	2	2
185	на один	2	2
186	в сущности	2	2
187	между прочим	3	2
188	или его	2	2
189	не будем	4	2
190	вместе с	7	2
191	ее в	2	2
192	самый факт	2	2
193	мы здесь	6	2
194	мы не	3	2
195	с другими	2	2
196	тому как	3	2
197	что этот	3	2
198	говорили что	2	2
199	он в	3	2
200	подобно тому	3	2
201	что иное	2	2
202	в таких	2	2
203	пор мы	2	2
204	в которой	2	2
205	в эту	2	2
206	других случаях	2	2
