N	2gram	Tiupa_Hudo_1	Problemy
1	и в	14	34
2	и не	2	29
3	как бы	7	27
4	что он	9	23
5	в его	8	22
6	к другому	4	20
7	может быть	5	19
8	в нем	3	19
9	не может	7	19
10	и все	4	19
11	как и	9	18
12	себе самому	3	18
13	к себе	5	17
14	но в	5	16
15	все это	2	16
16	и его	5	16
17	в этом	11	16
18	и с	4	15
19	прежде всего	11	15
20	что я	2	15
21	он не	4	15
22	то же	9	14
23	самом деле	5	13
24	для него	10	13
25	т е	4	12
26	но и	5	12
27	же время	8	12
28	и к	4	12
29	потому что	5	12
30	в то	8	12
31	то что	8	11
32	на самом	2	11
33	с другим	2	11
34	не только	12	10
35	не в	7	9
36	а не	12	9
37	героя и	5	9
38	никогда не	6	8
39	себя и	2	8
40	в самом	4	8
41	и т	11	8
42	точки зрения	5	8
43	с ним	4	8
44	рассказа в	6	8
45	что же	2	8
46	и для	3	8
47	в другом	2	8
48	слова в	2	7
49	что в	6	7
50	и даже	3	7
51	все же	3	7
52	на него	2	7
53	как мы	3	7
54	что не	2	7
55	как будто	4	7
56	в пределах	3	6
57	от себя	2	6
58	что у	3	6
59	не знает	2	6
60	и на	3	6
61	с ними	2	6
62	с его	5	6
63	от него	3	6
64	мы уже	4	6
65	для себя	3	6
66	отношению к	8	6
67	так и	13	6
68	т п	8	6
69	в себе	11	6
70	только в	5	6
71	это не	7	5
72	и от	4	5
73	в конце	4	5
74	к тому	7	5
75	так что	2	5
76	и что	2	5
77	того что	4	5
78	себе и	2	5
79	в целом	2	5
80	из них	4	5
81	по отношению	8	5
82	лишь в	3	5
83	а в	7	5
84	и так	2	5
85	даже в	3	5
86	к своему	2	5
87	героя в	2	5
88	на вопрос	2	4
89	ни в	5	4
90	да и	2	4
91	на этом	3	4
92	у него	9	4
93	при этом	12	4
94	на его	2	4
95	не о	2	4
96	как к	3	4
97	все эти	3	4
98	но как	2	4
99	в начале	2	4
100	его в	3	4
101	если бы	3	4
102	как раз	4	4
103	он говорил	2	4
104	но не	3	4
105	еще не	7	4
106	как в	8	4
107	только на	2	4
108	все равно	2	4
109	в мире	3	4
110	с точки	3	4
111	тем что	3	4
112	и это	4	4
113	ничего не	8	4
114	не менее	5	3
115	в такой	2	3
116	в том	12	3
117	такой же	3	3
118	до конца	2	3
119	хотя и	2	3
120	в него	2	3
121	с ее	2	3
122	жизни и	5	3
123	в одной	2	3
124	должно быть	2	3
125	для других	2	3
126	характер и	2	3
127	в ней	4	3
128	но он	3	3
129	говорить о	3	3
130	как он	2	3
131	установкой на	2	3
132	по себе	2	3
133	в ее	3	3
134	том что	16	3
135	по своему	3	3
136	между тем	8	3
137	он уже	4	3
138	еще в	3	3
139	в своей	10	3
140	только что	4	3
141	а с	2	3
142	про себя	2	3
143	эти слова	2	3
144	в творчестве	3	3
145	в человеке	2	2
146	не было	4	2
147	человек в	2	2
148	тому что	4	2
149	столь же	4	2
150	с этой	2	2
151	та же	4	2
152	это в	3	2
153	вопрос о	2	2
154	она в	3	2
155	тем не	4	2
156	мы знаем	2	2
157	о своей	2	2
158	например в	2	2
159	при всей	2	2
160	один из	4	2
161	в форме	2	2
162	друг друга	5	2
163	в своем	4	2
164	ни единого	2	2
165	т д	3	2
166	в произведениях	2	2
167	того или	2	2
168	особенно в	2	2
169	когда все	2	2
170	с этим	3	2
171	и ему	2	2
172	о том	12	2
173	как она	2	2
174	я и	2	2
175	отнюдь не	3	2
176	однако в	2	2
177	мысли о	2	2
178	слово не	2	2
179	как его	3	2
180	не слышит	2	2
181	то в	4	2
182	было бы	6	2
183	раз в	2	2
184	не бывает	2	2
185	и потому	2	2
186	о нем	3	2
187	своего рода	7	2
188	так в	2	2
189	слова как	2	2
190	но с	2	2
191	уже не	7	2
192	и он	5	2
193	той же	2	2
194	пока еще	2	2
195	и об	2	2
196	героя на	2	2
197	внутренней жизни	2	2
198	за ним	2	2
199	будто бы	3	2
200	так сказать	2	2
