N	2gram	Potebnia_M_4	Formalny
1	и в	23	38
2	в этом	23	27
3	может быть	26	23
4	и его	2	21
5	таким образом	24	20
6	и не	18	20
7	в самом	3	16
8	не в	11	15
9	и т	7	14
10	не может	11	14
11	в нем	7	13
12	но и	11	13
13	связи с	3	13
14	языка и	3	12
15	в поэзии	3	12
16	с тем	7	11
17	в том	23	11
18	вовсе не	7	11
19	в его	5	10
20	с другими	4	10
21	и с	4	9
22	как и	14	9
23	при этом	15	9
24	в процессе	3	9
25	не только	10	9
26	т п	4	9
27	языка в	2	9
28	что и	7	8
29	так и	6	8
30	поэтического произведения	5	8
31	самом деле	3	8
32	тем что	10	8
33	точки зрения	4	8
34	что в	17	7
35	не могут	2	7
36	по себе	11	7
37	для него	5	7
38	слова и	5	7
39	в других	2	7
40	как мы	2	7
41	лишь в	3	7
42	уже не	3	7
43	с точки	3	7
44	в первом	3	7
45	не было	12	6
46	то что	29	6
47	в истории	4	6
48	для понимания	2	6
49	в ней	2	6
50	было бы	8	6
51	вместе с	6	6
52	то же	14	6
53	все эти	3	6
54	а не	12	6
55	в языке	16	6
56	могут быть	7	6
57	он не	2	6
58	только в	15	6
59	а в	5	6
60	хотя бы	4	6
61	в первый	2	5
62	если бы	13	5
63	что он	4	5
64	именно в	3	5
65	же время	3	5
66	в слове	22	5
67	если мы	2	5
68	что же	5	5
69	с этим	7	5
70	и только	3	5
71	т д	3	5
72	и для	2	5
73	еще более	2	5
74	говорить о	5	5
75	в то	4	5
76	бы в	2	5
77	во всяком	5	5
78	всяком случае	3	5
79	независимо от	6	4
80	оно не	2	4
81	не как	2	4
82	к тому	3	4
83	в большинстве	2	4
84	в сущности	2	4
85	известной степени	3	4
86	как бы	5	4
87	и к	6	4
88	как в	7	4
89	мы говорим	7	4
90	что не	6	4
91	и даже	2	4
92	о языке	2	4
93	даже и	3	4
94	не следует	2	4
95	там где	3	4
96	так как	14	4
97	но в	8	4
98	и др	2	3
99	и может	4	3
100	с другой	2	3
101	из этих	2	3
102	а как	2	3
103	и здесь	2	3
104	и как	2	3
105	например в	3	3
106	значительной степени	2	3
107	то это	8	3
108	не есть	9	3
109	и их	3	3
110	быть и	2	3
111	и до	3	3
112	значение и	2	3
113	только на	4	3
114	все это	5	3
115	и прежде	2	3
116	так в	3	3
117	то и	4	3
118	и значением	4	3
119	на самом	3	3
120	большинстве случаев	2	3
121	до известной	2	3
122	к нему	5	3
123	именно на	2	3
124	того что	14	3
125	того чтобы	4	3
126	для того	6	3
127	мы не	8	3
128	и на	3	3
129	сам по	4	3
130	хотя и	5	3
131	слова в	3	3
132	и все	4	3
133	его в	4	3
134	том смысле	2	3
135	что это	7	3
136	так сказать	5	3
137	в области	2	3
138	не то	5	3
139	это было	2	3
140	значение слова	5	2
141	уже в	5	2
142	для создания	3	2
143	самого начала	2	2
144	и более	4	2
145	явления и	2	2
146	все более	3	2
147	никогда не	3	2
148	состоит в	2	2
149	в этих	3	2
150	тому что	2	2
151	и многие	2	2
152	столь же	2	2
153	от его	2	2
154	это не	7	2
155	с нею	3	2
156	между ними	4	2
157	тем и	6	2
158	на котором	4	2
159	в ее	2	2
160	было и	2	2
161	том что	12	2
162	том случае	3	2
163	но это	3	2
164	то в	3	2
165	от него	2	2
166	очевидно что	7	2
167	и другое	2	2
168	кроме того	3	2
169	она не	2	2
170	было в	3	2
171	мы в	3	2
172	что на	2	2
173	языка то	2	2
174	и о	4	2
175	к другим	2	2
176	языком и	3	2
177	в котором	4	2
178	даже в	2	2
179	сами по	2	2
180	не так	2	2
181	один из	2	2
182	и тем	4	2
183	есть только	5	2
184	не будет	3	2
185	отношение к	2	2
186	было говорить	2	2
187	со стороны	3	2
188	художественное произведение	2	2
189	а именно	4	2
190	даже не	2	2
191	как она	2	2
192	слово и	3	2
193	равно как	2	2
194	и других	3	2
195	находится в	5	2
196	превращается в	2	2
197	в той	4	2
198	тем самым	4	2
199	не имеет	5	2
200	и по	3	2
201	должно быть	5	2
202	все содержание	2	2
203	есть лишь	2	2
204	в таком	4	2
205	с ними	3	2
206	этот вопрос	3	2
207	и то	5	2
208	от одного	3	2
209	их в	3	2
210	сказать что	8	2
211	между тем	9	2
212	к его	2	2
213	своем развитии	2	2
214	в искусстве	3	2
215	слово есть	5	2
216	если же	4	2
217	при помощи	3	2
218	и это	2	2
219	из этого	2	2
220	потому что	33	2
221	в которой	6	2
222	с ним	5	2
223	слово в	4	2
224	в виду	3	2
225	из него	2	2
