N	2gram	Potebnia_M_3	FransuaR
1	и в	30	40
2	то есть	34	18
3	и его	4	17
4	прежде всего	3	16
5	в этом	10	15
6	мы уже	2	13
7	не только	21	13
8	и не	15	13
9	в его	4	13
10	что в	17	12
11	вовсе не	7	12
12	как и	10	11
13	но и	19	11
14	таким образом	14	10
15	как мы	7	10
16	в них	5	9
17	и все	3	9
18	может быть	28	9
19	он не	4	9
20	во время	2	8
21	отношение к	2	8
22	в том	32	8
23	и до	2	8
24	у него	2	8
25	и с	2	8
26	той же	2	8
27	и на	3	8
28	в своем	5	7
29	в одном	2	7
30	этот образ	4	7
31	то же	23	7
32	к этому	3	6
33	же время	5	6
34	в самом	8	6
35	в своей	2	6
36	связь с	3	6
37	связи с	2	6
38	в то	10	6
39	он говорит	2	6
40	мы видим	2	5
41	в нем	9	5
42	то что	18	5
43	не было	4	5
44	те же	6	5
45	а не	15	5
46	так сказать	2	5
47	для него	9	5
48	том что	18	4
49	до сих	3	4
50	было бы	9	4
51	в ней	8	4
52	из них	6	4
53	и потому	4	4
54	даже в	2	4
55	ни в	2	4
56	один из	4	4
57	жизни и	2	4
58	сих пор	3	4
59	в их	2	4
60	все это	4	4
61	так в	2	4
62	только на	3	4
63	о том	2	4
64	и о	2	4
65	того чтобы	3	4
66	и даже	2	4
67	так как	13	4
68	в области	2	4
69	если бы	12	3
70	в приведенном	2	3
71	не подлежит	2	3
72	и от	4	3
73	для понимания	4	3
74	об этом	2	3
75	в ее	2	3
76	мы видели	4	3
77	но это	6	3
78	в начале	3	3
79	в этой	2	3
80	еще не	5	3
81	и есть	3	3
82	никак не	3	3
83	и следовательно	3	3
84	как бы	3	3
85	и наконец	2	3
86	что и	13	3
87	вместе с	12	3
88	так и	11	3
89	как в	10	3
90	по отношению	5	3
91	не может	6	3
92	а в	12	3
93	там где	3	3
94	самом деле	2	3
95	слово в	4	3
96	для того	4	3
97	ко всем	2	3
98	и как	5	3
99	но все	2	3
100	связь между	2	3
101	сказать что	5	3
102	между тем	9	3
103	тем что	7	3
104	при этом	3	3
105	же и	3	3
106	одно из	5	3
107	в себе	16	3
108	только в	21	3
109	и самое	2	3
110	их в	2	3
111	в других	2	3
112	слова в	7	2
113	не менее	5	2
114	уже в	5	2
115	до того	4	2
116	ему не	2	2
117	с в	2	2
118	с другой	7	2
119	из этих	9	2
120	с нею	2	2
121	это в	2	2
122	образом в	3	2
123	что он	6	2
124	можно сказать	3	2
125	все же	2	2
126	это и	2	2
127	но не	7	2
128	не были	2	2
129	все что	4	2
130	в последнем	3	2
131	в большей	2	2
132	и если	2	2
133	тут же	2	2
134	например в	6	2
135	на его	2	2
136	к нему	3	2
137	и той	2	2
138	том же	2	2
139	думать что	5	2
140	в котором	4	2
141	слова и	5	2
142	отношению к	5	2
143	в целом	3	2
144	не к	4	2
145	образов и	2	2
146	здесь только	3	2
147	в форме	2	2
148	в языке	7	2
149	или же	4	2
150	в разных	2	2
151	этом отношении	2	2
152	именно в	3	2
153	одной и	4	2
154	к тем	2	2
155	в системе	2	2
156	тем же	4	2
157	что для	4	2
158	образ и	6	2
159	потому что	46	2
160	одной из	2	2
161	с этим	6	2
162	точки зрения	2	2
163	но как	2	2
164	в один	4	2
165	его к	2	2
166	далеко не	4	2
167	этого слова	11	2
168	и это	4	2
169	в которой	3	2
170	мы не	9	2
171	как о	2	2
