N	2gram	Tiupa_Narr_1	Hudozhes
1	анна сергеевна	4	17
2	том что	7	16
3	и в	11	14
4	так и	5	13
5	анны сергеевны	3	13
6	у чехова	6	13
7	а не	13	12
8	в том	8	12
9	не только	31	12
10	при этом	19	12
11	о том	4	12
12	прежде всего	4	11
13	в этом	12	11
14	в себе	6	11
15	в рассказе	8	11
16	для него	4	10
17	в своей	5	10
18	у него	7	9
19	что он	3	9
20	как и	13	9
21	в качестве	14	9
22	то же	8	9
23	как в	4	8
24	то что	9	8
25	же время	4	8
26	отношению к	3	8
27	по отношению	3	8
28	между тем	3	8
29	в этой	6	8
30	в то	4	8
31	в его	6	8
32	с собачкой	9	8
33	ничего не	2	8
34	казалось бы	2	7
35	это не	3	7
36	к тому	6	7
37	уже не	8	7
38	не в	6	7
39	анне сергеевне	2	7
40	еще не	4	7
41	своего рода	10	7
42	как бы	6	7
43	не может	8	7
44	именно в	3	7
45	а в	13	7
46	тогда как	10	7
47	никогда не	4	6
48	в ялте	3	6
49	что в	3	6
50	рассказа в	5	6
51	в первой	2	6
52	жизни в	2	6
53	человека в	2	6
54	в глазах	3	6
55	как правило	5	6
56	не менее	3	5
57	перед нами	5	5
58	с его	4	5
59	к жизни	2	5
60	в частности	14	5
61	в этих	2	5
62	к себе	4	5
63	об этом	6	5
64	может быть	15	5
65	только в	12	5
66	и он	6	5
67	но и	27	5
68	жизни и	6	5
69	самом деле	3	5
70	друг друга	2	5
71	и его	10	5
72	потому что	5	5
73	точки зрения	5	5
74	к анне	3	5
75	героя и	2	5
76	но в	7	5
77	связи с	2	4
78	в своем	3	4
79	столь же	5	4
80	та же	2	4
81	и от	2	4
82	и все	3	4
83	на то	2	4
84	можно сказать	5	4
85	тем не	3	4
86	то в	4	4
87	она не	2	4
88	картины мира	3	4
89	в самом	6	4
90	и о	3	4
91	он уже	2	4
92	в ней	4	4
93	один из	6	4
94	себя в	2	4
95	из них	4	4
96	как раз	6	4
97	в центре	3	4
98	не было	3	4
99	человеческой жизни	2	4
100	того что	4	4
101	только что	2	4
102	дамы с	2	4
103	он не	3	4
104	как будто	3	4
105	в русской	3	4
106	в конце	2	4
107	всего лишь	3	4
108	на святках	2	4
109	с ним	2	4
110	и с	3	4
111	но не	4	3
112	если бы	7	3
113	отнюдь не	2	3
114	в следующей	3	3
115	что у	4	3
116	же в	2	3
117	в литературе	4	3
118	идет о	3	3
119	в мире	4	3
120	как мы	2	3
121	в ходе	3	3
122	по своему	2	3
123	в пределах	2	3
124	такого рода	10	3
125	в театре	2	3
126	о нем	3	3
127	еще в	3	3
128	речь идет	3	3
129	в нем	4	3
130	все же	4	3
131	рассказа о	2	3
132	со стороны	8	3
133	в тексте	13	3
134	в связи	2	3
135	и для	2	3
136	этом отношении	3	3
137	она в	2	3
138	лишь в	3	3
139	того чтобы	4	3
140	укрупнение плана	3	3
141	и даже	2	3
142	друг для	2	3
143	в таком	2	3
144	для друга	2	3
145	или не	4	3
146	из нас	2	3
147	однако и	4	3
148	и на	5	3
149	в финале	3	3
150	в равной	2	3
151	а также	6	3
152	едва ли	3	3
153	глядя на	2	2
154	если в	2	2
155	однако в	3	2
156	так в	4	2
157	матери и	4	2
158	или напротив	3	2
159	с анной	5	2
160	установкой на	2	2
161	в зеркале	2	2
162	срывало шляпы	2	2
163	по себе	4	2
164	художественного письма	3	2
165	в конечном	3	2
166	что на	4	2
167	порой и	2	2
168	состоит в	10	2
169	да и	2	2
170	не слышит	2	2
171	в противовес	3	2
172	рассказа на	2	2
173	одна из	4	2
174	о своей	2	2
175	анной сергеевной	5	2
176	в целом	3	2
177	в берете	2	2
178	из хора	2	2
179	до конца	2	2
180	у нее	4	2
181	центральное событие	2	2
182	раз в	2	2
183	только на	2	2
184	в начале	3	2
185	гурова не	2	2
186	а его	2	2
187	никак не	2	2
188	хотя и	4	2
189	сознания героя	2	2
190	новое лицо	2	2
191	письма не	2	2
192	его жизни	3	2
193	в е	2	2
194	сих пор	2	2
195	в форме	2	2
196	заключает в	2	2
197	внимание на	4	2
198	у себя	2	2
199	особенно в	2	2
200	иначе говоря	8	2
201	все равно	2	2
202	и не	23	2
203	при всей	3	2
204	ключ к	2	2
205	царица небесная	2	2
206	героя в	3	2
207	что не	2	2
208	в речи	4	2
209	не имеет	2	2
210	жизни как	2	2
211	вдруг забилось	2	2
212	с ними	2	2
213	из деревни	2	2
214	в результате	2	2
215	действующих лиц	5	2
216	не о	2	2
217	чеховских рассказов	3	2
218	с ее	2	2
219	еще раз	3	2
220	слова в	4	2
221	с позиции	4	2
222	представляют собой	3	2
223	но как	3	2
224	здесь не	2	2
225	так сказать	2	2
226	как она	2	2
227	мы не	3	2
228	до сих	2	2
