N	2gram	Propp_Isto_7	formyVre
1	и в	24	46
2	в этом	12	22
3	прежде всего	2	14
4	и т	17	14
5	вовсе не	4	13
6	и его	3	12
7	только в	6	11
8	не только	21	11
9	во всех	7	11
10	во время	6	10
11	в том	7	10
12	как бы	4	10
13	точки зрения	4	10
14	но в	5	10
15	у него	10	9
16	не в	9	9
17	мы уже	4	9
18	вместе с	7	9
19	но и	11	9
20	и не	4	9
21	в ряд	2	9
22	в связи	2	8
23	связи с	3	8
24	как и	6	8
25	то же	8	8
26	потому что	9	8
27	из них	2	8
28	в основном	2	8
29	всех этих	6	7
30	в них	3	7
31	может быть	14	7
32	то что	7	7
33	так и	5	7
34	и на	2	7
35	никогда не	4	6
36	и все	6	6
37	при этом	4	6
38	как мы	3	6
39	еще не	8	6
40	его в	3	6
41	все же	9	6
42	все это	8	6
43	в особенности	2	6
44	и наконец	3	6
45	в основе	2	6
46	так как	8	6
47	с этим	2	5
48	связанные с	2	5
49	по существу	4	5
50	в дальнейшем	3	5
51	в то	2	5
52	но не	6	5
53	он не	6	5
54	и др	2	5
55	в нем	6	5
56	что в	13	5
57	все эти	2	5
58	и у	2	5
59	уже в	3	4
60	с этой	6	4
61	из этих	3	4
62	в образе	3	4
63	с ним	5	4
64	том что	10	4
65	так что	3	4
66	что они	3	4
67	есть и	4	4
68	на острове	2	4
69	в котором	2	4
70	конечно не	2	4
71	как в	12	4
72	а не	8	4
73	и он	3	4
74	к себе	3	4
75	о том	9	4
76	все его	2	4
77	того же	2	3
78	та же	2	3
79	к этому	2	3
80	на первый	4	3
81	что он	21	3
82	это значит	2	3
83	тем более	2	3
84	в качестве	3	3
85	кроме того	3	3
86	тот же	2	3
87	хотя и	3	3
88	что и	8	3
89	ее в	3	3
90	отношение к	5	3
91	в форме	2	3
92	т д	16	3
93	и другие	9	3
94	таким образом	7	3
95	в их	4	3
96	уже не	2	3
97	здесь мы	5	3
98	того что	6	3
99	и даже	3	3
100	и по	3	3
101	а в	10	3
102	тем что	6	3
103	имеем в	5	3
104	в этих	13	3
105	из самых	2	2
106	на небе	2	2
107	а потом	2	2
108	характерно что	2	2
109	лежит в	2	2
110	с другой	9	2
111	это не	10	2
112	и так	2	2
113	в одной	2	2
114	но здесь	2	2
115	представление о	3	2
116	их не	2	2
117	но эта	2	2
118	все в	2	2
119	без всякого	2	2
120	мы видим	10	2
121	много в	2	2
122	она не	2	2
123	было бы	2	2
124	и о	2	2
125	вплоть до	2	2
126	к ним	2	2
127	если в	2	2
128	один из	7	2
129	сих пор	3	2
130	мы видели	7	2
131	после этого	3	2
132	не может	14	2
133	здесь не	2	2
134	на земле	2	2
135	если не	4	2
136	с одной	5	2
137	в царстве	2	2
138	него есть	2	2
139	сюда же	2	2
140	так же	6	2
141	в иной	2	2
142	почти всегда	2	2
143	в данном	4	2
144	но это	3	2
145	и от	2	2
146	мы имеем	12	2
147	но он	2	2
148	в литературе	2	2
149	если кто	2	2
150	что здесь	7	2
151	него и	3	2
152	которой он	3	2
153	под землей	2	2
154	в конце	3	2
155	как он	6	2
156	и это	2	2
157	и становится	3	2
158	там где	5	2
159	как это	2	2
160	до сих	2	2
