N	3gram	Losev_Prob_1	Psycholo
1	в том что	5	17
2	для того чтобы	8	13
3	в самом деле	2	11
4	с точки зрения	3	10
5	не может быть	2	8
6	то же самое	9	6
7	на то что	8	6
8	до сих пор	3	5
9	на самом деле	4	5
10	в данном случае	8	4
11	так же как	2	4
12	и в самом	2	4
13	о том что	5	4
14	сам по себе	7	4
15	можно было бы	2	4
16	тем не менее	18	4
17	сами по себе	3	3
18	в конце концов	4	3
19	никогда не может	2	3
20	точно так же	4	3
21	с тем что	2	3
22	только потому что	2	2
23	во всяком случае	3	2
24	ни в каком	3	2
25	подобно тому как	2	2
26	в то же	4	2
27	и то что	2	2
28	в этой области	2	2
29	и что в	2	2
30	в сознании и	2	2
31	и т д	10	2
32	указывает на то	3	2
33	того или иного	2	2
34	с другой стороны	3	2
