N	2gram	Voloshinov_1	Problemy
1	и не	14	31
2	и в	38	29
3	в его	6	24
4	может быть	13	24
5	а не	6	22
6	в этом	10	22
7	как бы	28	19
8	в нем	4	19
9	точки зрения	10	19
10	для него	3	18
11	не только	27	15
12	то что	8	15
13	но и	13	14
14	и его	7	14
15	то же	14	14
16	уже не	4	13
17	с точки	5	13
18	как и	10	12
19	не может	12	12
20	таким образом	7	12
21	в одном	3	10
22	в самом	4	10
23	в то	9	10
24	только в	6	10
25	с его	7	9
26	это не	3	9
27	все же	7	9
28	но не	2	9
29	же время	7	9
30	все эти	2	9
31	если бы	4	9
32	что он	2	8
33	как не	2	8
34	в своей	2	8
35	потому что	5	8
36	в том	2	8
37	прежде всего	21	7
38	вовсе не	2	7
39	том что	3	7
40	не в	6	7
41	зрения на	2	7
42	так и	6	7
43	в форме	6	7
44	и как	9	7
45	а в	5	7
46	с другими	2	7
47	и на	6	7
48	в себе	9	7
49	но в	5	7
50	все это	4	6
51	точку зрения	3	6
52	в конце	6	6
53	в кругозор	2	6
54	выражение в	3	6
55	в целом	4	6
56	несмотря на	2	6
57	к нему	2	6
58	как в	2	6
59	самом деле	4	6
60	в мире	2	6
61	так же	4	6
62	его в	4	6
63	и потому	2	6
64	так как	7	6
65	перед нами	3	5
66	было бы	7	5
67	но все	4	5
68	зависимости от	5	5
69	еще не	3	5
70	он не	2	5
71	в зависимости	5	5
72	не становится	3	5
73	той же	5	5
74	на самом	3	5
75	конце концов	3	5
76	между тем	3	5
77	и это	7	5
78	с ним	2	5
79	ничего не	8	5
80	или как	6	5
81	все то	2	4
82	были бы	4	4
83	что было	3	4
84	бы и	2	4
85	что и	3	4
86	должна была	2	4
87	но это	2	4
88	и с	5	4
89	и следовательно	5	4
90	сознания не	3	4
91	в процессе	6	4
92	от того	3	4
93	и для	3	4
94	не было	2	4
95	тем что	2	4
96	но эта	2	4
97	как мы	9	4
98	другого человека	2	4
99	и наконец	5	4
100	должно быть	2	4
101	их в	3	4
102	в основе	2	4
103	в этой	6	4
104	человека в	2	4
105	так сказать	4	4
106	что же	8	4
107	уже в	5	3
108	никогда не	7	3
109	точек зрения	4	3
110	и слово	3	3
111	художественного творчества	5	3
112	ни один	2	3
113	кроме того	2	3
114	и пр	4	3
115	о своем	3	3
116	себе и	2	3
117	на него	4	3
118	тому что	5	3
119	этом отношении	2	3
120	друг друга	2	3
121	и здесь	3	3
122	в своих	2	3
123	сказать что	3	3
124	но как	2	3
125	не знает	3	3
126	мы должны	10	3
127	бы в	5	3
128	отношения к	3	3
129	и уже	3	2
130	самого начала	4	2
131	все время	5	2
132	да ведь	2	2
133	связи с	3	2
134	находит свое	2	2
135	однако в	2	2
136	друг другу	2	2
137	его и	3	2
138	только он	3	2
139	хотя бы	18	2
140	и от	7	2
141	те же	4	2
142	в жизни	2	2
143	вследствие этого	2	2
144	вопрос о	2	2
145	и нет	2	2
146	и к	4	2
147	жизни и	3	2
148	мы видим	3	2
149	при этом	9	2
150	социальной жизни	2	2
151	тот же	2	2
152	и сам	2	2
153	если б	4	2
154	конечно не	3	2
155	как таковой	3	2
156	в котором	3	2
157	один из	4	2
158	на его	5	2
159	войти в	2	2
160	отношение к	2	2
161	в первой	2	2
162	сих пор	2	2
163	мы уже	10	2
164	в отношении	2	2
165	и даже	3	2
166	что оно	3	2
167	слово в	2	2
168	в той	5	2
169	здесь мы	3	2
170	из которых	3	2
171	между ними	3	2
172	слова но	3	2
173	или даже	2	2
174	можно было	4	2
175	этот вопрос	2	2
176	то он	3	2
177	в которых	2	2
178	в ней	8	2
179	как например	2	2
180	заметить что	2	2
181	в которой	7	2
182	в сознании	3	2
183	с этим	2	2
