N	2gram	Ircho_Kome_3	StatiiOP
1	и в	22	29
2	том что	13	27
3	в том	12	27
4	в этом	8	21
5	но и	4	19
6	что в	5	19
7	не только	5	19
8	о том	8	17
9	что он	8	13
10	в его	8	13
11	в и	2	13
12	то что	4	11
13	все это	5	11
14	в которой	3	11
15	к тому	6	10
16	таким образом	12	10
17	т е	16	10
18	в своем	8	9
19	и т	4	9
20	так и	4	9
21	этом отношении	2	9
22	и не	21	9
23	потому что	10	9
24	он не	5	9
25	как раз	6	8
26	но в	5	8
27	в г	2	7
28	но все	4	7
29	с тем	4	7
30	в самом	9	7
31	в ней	4	7
32	в виду	2	7
33	в котором	2	7
34	в своей	5	7
35	вместе с	9	7
36	тому что	2	7
37	для того	6	7
38	об этом	7	6
39	в одном	2	6
40	вовсе не	4	6
41	до сих	9	6
42	одним из	2	6
43	все же	4	6
44	в течение	3	6
45	и что	6	6
46	того чтобы	6	6
47	и его	6	6
48	и на	2	6
49	о чем	7	5
50	прежде всего	5	5
51	в качестве	2	5
52	было бы	3	5
53	как бы	3	5
54	сих пор	9	5
55	а не	4	5
56	между тем	2	5
57	точки зрения	4	5
58	г в	2	5
59	а как	2	4
60	речь идет	5	4
61	до того	2	4
62	должен был	4	4
63	в частности	3	4
64	с другой	4	4
65	к этому	6	4
66	разумеется что	2	4
67	не в	4	4
68	и к	3	4
69	и о	2	4
70	хотя и	5	4
71	в нем	3	4
72	то обстоятельство	2	4
73	не приходится	2	4
74	ничего не	3	4
75	обстоятельство что	2	4
76	в другом	2	4
77	связи с	5	4
78	и с	4	4
79	не менее	5	3
80	на вопрос	2	3
81	самого начала	4	3
82	не является	4	3
83	с этим	3	3
84	на себя	4	3
85	могло быть	2	3
86	в образе	2	3
87	идет о	3	3
88	ни в	10	3
89	не мог	2	3
90	тому же	6	3
91	меньше всего	4	3
92	так что	6	3
93	в начале	3	3
94	что ему	2	3
95	до конца	4	3
96	одной из	3	3
97	должно было	3	3
98	никогда не	3	3
99	и даже	3	3
100	всяком случае	3	3
101	из них	5	3
102	другой стороны	2	3
103	самом деле	6	3
104	как в	2	3
105	в их	2	3
106	т п	4	3
107	не было	2	3
108	тем что	5	3
109	с самого	4	3
110	за то	2	3
111	и он	2	3
112	хотя бы	4	3
113	так же	4	3
114	его не	2	3
115	во всяком	3	3
116	и здесь	4	3
117	что эта	2	3
118	в отношении	4	2
119	во время	6	2
120	отрывок из	2	2
121	с его	3	2
122	ни было	2	2
123	в рукописи	2	2
124	ему не	3	2
125	если бы	8	2
126	в них	3	2
127	что с	2	2
128	в какой	3	2
129	с этой	3	2
130	если не	3	2
131	в конце	7	2
132	и я	2	2
133	что и	8	2
134	к своему	2	2
135	тем не	3	2
136	он был	4	2
137	в ее	3	2
138	а затем	2	2
139	по существу	2	2
140	как и	3	2
141	то ни	3	2
142	такое же	2	2
143	из его	2	2
144	в этой	3	2
145	что они	2	2
146	в то	6	2
147	по своему	3	2
148	пребывания в	2	2
149	лет до	2	2
150	не дает	4	2
151	и сам	5	2
152	раз в	2	2
153	несмотря на	4	2
154	на его	2	2
155	может быть	6	2
156	не по	7	2
157	тем же	3	2
158	а также	2	2
159	на то	3	2
160	нет и	4	2
161	бы то	2	2
162	дело не	2	2
163	со стороны	11	2
164	и речи	4	2
165	только что	7	2
166	совершенно не	2	2
167	не может	3	2
168	то же	7	2
169	при этом	7	2
170	из этой	2	2
171	на этот	3	2
172	не имеет	3	2
173	с точки	3	2
174	в результате	2	2
175	которую он	2	2
176	в себе	4	2
177	на это	3	2
178	его в	8	2
179	как он	3	2
180	и это	2	2
181	так как	11	2
182	как это	5	2
183	того же	6	2
184	отличие от	2	2
185	в области	2	2
