N	2gram	Vygotskiy__7	EvropaiC
1	таким образом	23	32
2	в том	18	31
3	и в	26	24
4	том что	17	20
5	все эти	6	19
6	не может	11	18
7	то что	24	17
8	может быть	7	15
9	все же	6	15
10	точки зрения	28	13
11	до сих	3	12
12	сих пор	3	12
13	самом деле	6	12
14	в этом	29	12
15	все это	3	11
16	с этим	2	11
17	отношению к	5	10
18	мы знаем	2	10
19	как бы	6	10
20	по отношению	6	10
21	все что	6	10
22	во всех	6	10
23	так и	3	10
24	на то	4	9
25	друг с	2	9
26	как и	15	9
27	с другом	2	9
28	что в	12	9
29	не в	4	8
30	в самом	9	8
31	так же	14	8
32	чем у	3	8
33	если бы	5	8
34	мы говорили	2	8
35	с точки	21	8
36	не менее	4	7
37	для этого	3	7
38	к тому	7	7
39	но и	11	7
40	и не	18	7
41	и что	6	7
42	из этих	3	7
43	по своей	10	7
44	о том	4	7
45	что он	8	7
46	о которых	2	7
47	в силу	5	7
48	на самом	3	7
49	того чтобы	19	7
50	для того	18	7
51	из этого	2	7
52	с другой	4	6
53	так что	4	6
54	в этой	3	6
55	несмотря на	2	6
56	друг от	2	6
57	от друга	2	6
58	отличается от	3	6
59	того что	14	6
60	как на	6	6
61	так как	14	6
62	с ним	3	6
63	в сознании	6	6
64	говорили выше	2	6
65	и при	2	6
66	еще не	4	6
67	что и	3	6
68	мы можем	3	6
69	только в	8	6
70	вместе с	12	6
71	именно в	6	5
72	что это	6	5
73	столь же	2	5
74	и от	4	5
75	что все	2	5
76	в пользу	4	5
77	что с	5	5
78	в целом	5	5
79	и их	5	5
80	как к	3	5
81	и с	5	5
82	потому что	16	5
83	его в	2	5
84	но в	4	5
85	сравнению с	8	5
86	к этому	2	5
87	и к	7	5
88	из всех	5	5
89	в то	3	5
90	по своему	9	5
91	что при	2	5
92	в его	4	5
93	не только	24	5
94	по сравнению	9	5
95	и для	5	5
96	между двумя	3	5
97	лишь в	2	5
98	в себе	9	5
99	в которой	11	5
100	на вопрос	5	4
101	не могут	4	4
102	никогда не	4	4
103	в конце	4	4
104	в такой	4	4
105	этом случае	14	4
106	из того	3	4
107	тем не	3	4
108	что его	2	4
109	это есть	4	4
110	одним из	2	4
111	отношение к	2	4
112	в их	2	4
113	которых мы	2	4
114	должно быть	2	4
115	и то	7	4
116	признать что	2	4
117	между собой	6	4
118	в одну	2	4
119	связи с	4	4
120	мы должны	6	4
121	мы уже	3	4
122	том же	2	4
123	он не	3	4
124	не есть	4	4
125	оказывается что	2	4
126	что эта	6	4
127	совершенно не	2	4
128	то же	8	4
129	если мы	5	4
130	из которых	2	4
131	в области	4	4
132	у взрослого	2	3
133	же как	8	3
134	с одной	5	3
135	в нашем	4	3
136	в этих	2	3
137	представление о	7	3
138	вопрос о	6	3
139	для нас	2	3
140	очевидно что	3	3
141	в нем	2	3
142	данном случае	5	3
143	целый ряд	4	3
144	что оно	4	3
145	и других	2	3
146	образом в	2	3
147	заключается в	6	3
148	и наконец	4	3
149	и по	3	3
150	а в	2	3
151	это не	3	3
152	в начале	5	3
153	что мы	9	3
154	и потому	3	3
155	всякой другой	2	3
156	бы в	5	3
157	с тем	5	3
158	прежде всего	7	3
159	у нас	2	3
160	во всем	3	3
161	чем в	4	3
162	как известно	2	3
163	что если	2	3
164	как для	2	3
165	гораздо больше	2	3
166	даже в	2	3
167	только что	5	3
168	даже если	2	3
169	должны быть	4	3
170	ко всем	2	3
171	что по	2	3
172	в данном	5	3
173	в психологии	2	3
174	отличие от	2	3
175	свою очередь	2	2
176	и весь	2	2
177	можно ли	2	2
178	себя и	2	2
179	тому что	9	2
180	точку зрения	2	2
181	что у	4	2
182	с этой	5	2
183	что эти	3	2
184	по тем	2	2
185	исторического развития	3	2
186	что на	2	2
187	как мы	14	2
188	для него	3	2
189	мы и	2	2
190	такой же	3	2
191	что они	10	2
192	в свою	2	2
193	одной стороны	5	2
194	к нему	3	2
195	но для	2	2
196	в ней	3	2
197	но если	2	2
198	в виду	5	2
199	в котором	4	2
200	с ее	2	2
201	мы видели	3	2
202	и до	2	2
203	что она	8	2
204	то и	4	2
205	показывают что	2	2
206	имеет место	4	2
207	что для	2	2
208	и состоит	3	2
209	в самой	3	2
210	во втором	3	2
211	в которых	2	2
212	одно из	5	2
213	также и	2	2
214	во всяком	2	2
215	том и	3	2
216	в основе	3	2
217	только не	11	2
218	от нее	2	2
219	гораздо более	4	2
220	тогда когда	5	2
221	этих двух	2	2
222	представить себе	3	2
223	вовсе не	2	2
224	а затем	2	2
225	то в	2	2
226	к двум	2	2
227	но не	3	2
228	она не	5	2
229	было бы	6	2
230	никто не	2	2
231	психологии в	3	2
232	в сущности	9	2
233	только одно	2	2
234	к другу	2	2
235	в процессе	5	2
236	что же	2	2
237	но с	2	2
238	одной и	2	2
239	ко всему	2	2
240	тем самым	8	2
241	между ними	3	2
242	которой мы	2	2
243	и ее	2	2
244	ту же	2	2
245	этого слова	3	2
246	если же	2	2
247	есть в	3	2
248	и только	4	2
