N	3gram	Vygotskiy__1	Myshleni
1	для того чтобы	5	14
2	в том что	9	11
3	с точки зрения	2	9
4	так же как	4	7
5	в этом отношении	2	5
6	заключается в том	6	5
7	потому что он	2	5
8	то же самое	2	4
9	не в состоянии	3	4
10	в то время	5	4
11	в сущности говоря	3	4
12	о том что	7	4
13	с этой точки	4	4
14	сама по себе	2	4
15	этой точки зрения	5	4
16	подобно тому как	5	4
17	к тому чтобы	3	4
18	то время как	5	4
19	состоит в том	2	3
20	с одной стороны	5	3
21	до сих пор	3	3
22	не только не	3	3
23	не может быть	8	3
24	в отличие от	3	2
25	в одинаковой мере	2	2
26	мы видим что	2	2
27	в самом деле	7	2
28	само по себе	5	2
29	с другой стороны	5	2
30	в зависимости от	5	2
31	тем или иным	2	2
32	вместе с тем	2	2
33	от того что	2	2
