N	2gram	Losev_Prob_4	Narrotol
1	не только	24	32
2	может быть	9	25
3	но и	14	23
4	в качестве	10	21
5	и не	28	20
6	и в	20	19
7	то есть	27	19
8	в том	20	18
9	в этом	9	17
10	в частности	2	14
11	том что	12	14
12	не в	13	14
13	а не	7	12
14	то что	15	11
15	а в	4	11
16	не может	5	10
17	точки зрения	14	10
18	при этом	6	9
19	так и	10	9
20	в его	3	9
21	с другой	7	8
22	не является	10	8
23	в себе	12	8
24	времени и	4	7
25	как и	6	7
26	еще не	7	7
27	к тому	3	7
28	такого рода	7	7
29	а также	6	7
30	все же	2	7
31	как в	5	7
32	с его	2	6
33	что он	8	6
34	то в	2	6
35	но не	5	6
36	именно в	7	6
37	в той	8	6
38	тем самым	4	6
39	как это	3	6
40	о том	5	6
41	но в	8	6
42	и как	3	5
43	отнюдь не	10	5
44	по себе	11	5
45	или иной	13	5
46	можно сказать	5	5
47	тому же	2	5
48	себя в	2	5
49	уже не	5	5
50	к нему	3	5
51	и его	10	5
52	в данном	6	5
53	в этой	4	5
54	далеко не	2	5
55	за собой	2	4
56	перед нами	13	4
57	прежде всего	11	4
58	в нем	5	4
59	что не	4	4
60	то же	7	4
61	же в	4	4
62	да и	5	4
63	но все	3	4
64	если не	3	4
65	было бы	14	4
66	связи с	3	4
67	одной из	4	4
68	той или	14	4
69	как бы	4	4
70	и тем	7	4
71	хотя бы	7	4
72	данном случае	5	4
73	другой стороны	6	4
74	отличается от	4	4
75	из которых	3	4
76	сказать что	7	4
77	только в	23	4
78	здесь не	7	4
79	и с	7	4
80	не существует	5	3
81	не менее	10	3
82	жизни в	2	3
83	ни было	2	3
84	что в	3	3
85	уже в	4	3
86	тем не	10	3
87	ни в	17	3
88	это и	4	3
89	что они	2	3
90	хотя и	5	3
91	в ней	7	3
92	он не	2	3
93	и даже	9	3
94	не есть	12	3
95	с ее	2	3
96	не будет	2	3
97	из них	3	3
98	жизни и	5	3
99	в ее	5	3
100	не обязательно	2	3
101	а именно	2	3
102	как мы	3	3
103	столь же	2	3
104	и он	2	3
105	и на	3	3
106	будто бы	2	3
107	тем что	3	3
108	в то	4	3
109	как будто	11	3
110	бы быть	2	3
111	что это	2	3
112	дело с	2	2
113	в известном	2	2
114	не являются	2	2
115	этого понятия	2	2
116	независимо от	3	2
117	между собой	2	2
118	в своем	3	2
119	в какой	4	2
120	или даже	4	2
121	точно так	3	2
122	или иного	3	2
123	в литературе	2	2
124	что именно	2	2
125	ему в	2	2
126	что иное	2	2
127	говорит о	2	2
128	есть в	7	2
129	том или	3	2
130	более или	2	2
131	в значительной	2	2
132	имеем дело	3	2
133	не что	2	2
134	для него	3	2
135	в пределах	2	2
136	несмотря на	4	2
137	некоторого рода	2	2
138	вплоть до	3	2
139	в обоих	2	2
140	и когда	2	2
141	и потому	7	2
142	нет и	2	2
143	не имеет	4	2
144	сами по	2	2
145	или менее	2	2
146	так же	5	2
147	как раз	4	2
148	в связи	3	2
149	и только	4	2
150	не было	3	2
151	все эти	16	2
152	человека в	3	2
153	совершенно не	3	2
154	самом деле	3	2
155	к другой	2	2
156	что мы	3	2
157	того или	3	2
158	и для	4	2
159	с точки	11	2
160	это не	7	2
161	в таком	6	2
162	или в	5	2
163	можно было	4	2
164	в результате	8	2
165	и возможность	2	2
166	тем более	4	2
167	однако в	2	2
168	не то	2	2
169	и ее	4	2
170	приходит к	2	2
171	но как	3	2
172	говорить о	2	2
173	и все	8	2
174	его в	2	2
175	это все	2	2
176	когда мы	5	2
177	а если	3	2
178	мы имеем	6	2
179	иное как	2	2
