N	2gram	Bakhtin_Pr_2	Vladivir
1	и в	45	31
2	не только	16	24
3	но и	15	19
4	то что	5	18
5	и не	42	17
6	у него	6	15
7	и даже	3	15
8	том что	7	14
9	что в	6	14
10	в этом	20	14
11	и с	7	14
12	что он	7	12
13	в его	22	12
14	но в	6	12
15	с его	8	11
16	в том	8	11
17	потому что	8	11
18	о том	3	11
19	так что	2	10
20	он не	9	10
21	никогда не	17	9
22	как мы	8	9
23	а в	3	9
24	даже и	2	9
25	только в	9	9
26	в конце	4	9
27	в дальнейшем	2	8
28	и по	2	8
29	в то	5	8
30	так как	5	8
31	уже в	4	7
32	для него	9	7
33	об этом	3	7
34	о нем	6	7
35	как раз	6	7
36	и его	8	7
37	как это	2	7
38	сказать что	5	7
39	мы уже	3	7
40	он и	4	6
41	к этому	4	6
42	и к	2	6
43	можно сказать	2	6
44	у нас	2	6
45	и потому	6	6
46	и сам	3	6
47	может быть	18	6
48	свое время	2	6
49	в котором	7	6
50	его жизни	2	6
51	так и	3	6
52	не может	24	6
53	то же	5	6
54	и что	2	6
55	это было	2	6
56	а с	3	5
57	не был	2	5
58	все это	5	5
59	вовсе не	7	5
60	на то	2	5
61	не в	8	5
62	но как	2	5
63	и от	3	5
64	в свое	2	5
65	что и	5	5
66	жизни и	15	5
67	что же	4	5
68	не было	2	5
69	в своих	4	5
70	с ним	8	5
71	я не	6	4
72	же время	3	4
73	в своем	5	4
74	что у	4	4
75	этом смысле	5	4
76	в нем	20	4
77	в себе	5	4
78	как и	14	4
79	и как	2	4
80	мы и	3	4
81	он уже	2	4
82	хотя и	2	4
83	и особенно	2	4
84	один из	2	4
85	в нашем	2	4
86	себя в	2	4
87	в своей	6	4
88	ни с	2	4
89	в истории	2	4
90	мысли и	3	4
91	в особенности	2	4
92	не раз	2	4
93	и у	2	4
94	что для	2	4
95	как он	4	4
96	к нему	11	4
97	в которой	2	4
98	для меня	2	4
99	но только	2	3
100	и через	2	3
101	но на	2	3
102	он как	3	3
103	в жизни	3	3
104	со своими	6	3
105	как в	4	3
106	но не	6	3
107	но это	2	3
108	что они	3	3
109	него не	3	3
110	ничего не	3	3
111	тот же	2	3
112	за пределы	5	3
113	конце концов	3	3
114	все же	4	3
115	на его	5	3
116	в целом	5	3
117	отношение к	8	3
118	на него	2	3
119	по своим	2	3
120	таким образом	11	3
121	человека как	2	3
122	все эти	4	3
123	и вот	2	3
124	если не	2	3
125	уже не	6	3
126	в науке	2	3
127	и он	3	3
128	и всегда	2	3
129	жизнь и	3	3
130	и на	7	3
131	об этих	2	3
132	и здесь	2	3
133	в начале	2	3
134	здесь не	2	3
135	то есть	50	3
136	и действительно	2	3
137	в момент	3	2
138	это делает	2	2
139	тем что	2	2
140	он сам	6	2
141	не менее	2	2
142	нет и	3	2
143	в них	4	2
144	хотя бы	5	2
145	и затем	2	2
146	что все	3	2
147	образом в	2	2
148	одной из	2	2
149	ни в	2	2
150	была для	2	2
151	от него	3	2
152	все что	3	2
153	еще не	9	2
154	при этом	2	2
155	того что	3	2
156	было бы	4	2
157	кажется что	2	2
158	нее в	2	2
159	в самом	13	2
160	конечно не	6	2
161	и о	2	2
162	одним из	3	2
163	которую он	3	2
164	даже в	6	2
165	для себя	3	2
166	и до	4	2
167	из них	9	2
168	не по	3	2
169	со стороны	4	2
170	что она	4	2
171	а именно	3	2
172	только что	2	2
173	как к	2	2
174	и для	2	2
175	отрывки из	2	2
176	и других	3	2
177	этой области	2	2
178	лишь в	2	2
179	он говорит	2	2
180	тем самым	2	2
181	как на	2	2
182	своей жизни	3	2
183	с ними	4	2
184	значение для	3	2
185	в результате	3	2
186	к этой	2	2
187	точки зрения	19	2
188	как вы	2	2
189	у меня	3	2
190	мы должны	4	2
191	в чем	2	2
