N	2gram	Voloshinov_2	FransuaR
1	и в	19	49
2	то есть	2	32
3	прежде всего	7	19
4	в его	5	18
5	не только	13	17
6	и его	16	17
7	и на	5	17
8	и не	19	15
9	в этом	15	15
10	только в	8	13
11	но и	10	13
12	как и	9	11
13	как бы	19	11
14	и т.п	10	11
15	вовсе не	11	10
16	в этой	3	10
17	для него	9	9
18	в нем	11	9
19	в сущности	14	8
20	все же	5	7
21	жизни и	2	7
22	не может	18	7
23	таким образом	14	7
24	то же	16	7
25	все эти	3	7
26	как мы	15	7
27	на протяжении	2	7
28	именно в	2	6
29	то что	4	6
30	в истории	3	6
31	же время	8	6
32	здесь в	2	6
33	мы уже	6	6
34	во всех	6	6
35	так и	10	6
36	рядом с	2	6
37	сказать что	4	6
38	и с	2	6
39	точки зрения	17	6
40	в то	8	6
41	так как	3	6
42	с его	8	5
43	никогда не	7	5
44	в своем	2	5
45	уже в	2	5
46	выражение в	5	5
47	в начале	2	5
48	но не	2	5
49	при этом	9	5
50	может быть	28	5
51	в основном	4	5
52	и потому	2	5
53	относится к	3	5
54	в своей	3	5
55	в особенности	2	5
56	с точки	13	5
57	и более	7	4
58	с другой	3	4
59	в жизни	2	4
60	в себе	4	4
61	том что	10	4
62	одна из	7	4
63	и о	2	4
64	в этих	3	4
65	значение в	4	4
66	и до	3	4
67	сих пор	3	4
68	до сих	3	4
69	в форме	5	4
70	отношения к	2	4
71	не было	3	4
72	а в	3	4
73	лишь в	14	4
74	как на	2	4
75	тем что	2	4
76	там где	2	4
77	но в	7	4
78	место в	2	3
79	связана с	2	3
80	но они	2	3
81	с одной	3	3
82	о чем	2	3
83	другими словами	2	3
84	на все	2	3
85	в собственном	2	3
86	что он	4	3
87	в ее	3	3
88	в том	7	3
89	да и	3	3
90	в значительной	2	3
91	одной стороны	3	3
92	было бы	4	3
93	в самом	6	3
94	и особенно	2	3
95	мы видели	4	3
96	ни в	6	3
97	связь с	4	3
98	и все	6	3
99	только с	2	3
100	менее всего	3	3
101	к нему	5	3
102	далеко не	2	3
103	о том	3	3
104	и это	3	3
105	учение о	3	2
106	диалога в	2	2
107	связи с	13	2
108	сознания и	3	2
109	что в	2	2
110	могут быть	3	2
111	за пределы	3	2
112	в нашем	2	2
113	в качестве	3	2
114	характерно что	3	2
115	точку зрения	2	2
116	даже и	2	2
117	в смысле	6	2
118	для понимания	3	2
119	на то	4	2
120	xix века	2	2
121	в тех	2	2
122	в отношении	4	2
123	он был	2	2
124	лишь как	2	2
125	мы сказали	3	2
126	что они	2	2
127	громадное значение	3	2
128	связано с	3	2
129	ничего не	4	2
130	до конца	2	2
131	мы здесь	2	2
132	в пределах	10	2
133	еще не	3	2
134	в формах	4	2
135	совершенно не	5	2
136	значительной степени	2	2
137	одним из	2	2
138	у него	2	2
139	в ней	3	2
140	речь и	4	2
141	на этой	5	2
142	вполне понятно	4	2
143	вместе с	2	2
144	собственном смысле	2	2
145	в их	5	2
146	в связи	7	2
147	на языке	2	2
148	на материале	3	2
149	на самом	7	2
150	и xviii	2	2
151	того чтобы	6	2
152	и эта	2	2
153	и даже	2	2
154	и прежде	2	2
155	так же	5	2
156	на основе	3	2
157	и значение	6	2
158	во всяком	3	2
159	одной из	3	2
160	и следовательно	6	2
161	в другом	3	2
162	они являются	3	2
163	и т.д	4	2
164	в устах	3	2
165	всяком случае	2	2
166	мы можем	6	2
