N	2gram	Bakhtin_fo_1	Marksizm
1	точки зрения	5	34
2	может быть	11	26
3	и не	14	26
4	не может	6	24
5	с точки	2	20
6	и в	50	19
7	и его	16	19
8	таким образом	11	17
9	в этом	25	16
10	как бы	2	15
11	в процессе	4	14
12	прежде всего	15	13
13	как мы	14	13
14	как и	8	12
15	так и	12	11
16	если мы	2	11
17	и для	4	11
18	связи с	6	11
19	в самом	8	10
20	в нем	24	10
21	и т.п	4	10
22	для него	2	9
23	лишь в	6	9
24	в результате	6	9
25	только в	4	9
26	на материале	2	8
27	при этом	3	8
28	но и	8	8
29	друг друга	3	8
30	до сих	3	8
31	не только	9	8
32	все же	6	8
33	то что	6	8
34	сих пор	3	8
35	в связи	5	7
36	все эти	9	7
37	так же	6	7
38	и те	3	7
39	но в	10	7
40	в ее	6	7
41	во всех	6	7
42	то же	11	7
43	а не	3	7
44	с помощью	2	6
45	в том	9	6
46	кроме того	4	6
47	в пределах	5	6
48	отнюдь не	5	6
49	того же	8	6
50	в основном	5	6
51	в его	13	6
52	на почве	2	6
53	и того	6	6
54	мы не	3	6
55	так сказать	7	6
56	ничего не	9	6
57	с другой	2	5
58	одного и	5	5
59	в конце	9	5
60	именно в	3	5
61	не в	5	5
62	до конца	4	5
63	конечно не	4	5
64	те же	2	5
65	рядом с	2	5
66	в начале	3	5
67	и потому	3	5
68	и все	6	5
69	к этому	3	5
70	вовсе не	13	5
71	необходимо чтобы	2	5
72	по преимуществу	3	5
73	в отличие	2	5
74	входит в	3	5
75	того чтобы	5	5
76	хотя бы	2	5
77	во всяком	3	5
78	ясно что	2	5
79	отличие от	2	5
80	самого начала	2	4
81	что в	5	4
82	в отношении	3	4
83	вопрос о	2	4
84	с самого	2	4
85	в ней	4	4
86	не является	2	4
87	этой проблемы	2	4
88	а в	3	4
89	и на	8	4
90	сказать что	3	4
91	вне его	2	4
92	жизни в	8	4
93	с этим	6	4
94	по себе	2	4
95	в условиях	7	4
96	еще не	5	4
97	было бы	2	4
98	нет и	2	4
99	как в	6	4
100	только на	3	4
101	для того	5	4
102	и эта	2	4
103	между ними	3	4
104	в данном	2	4
105	выражение в	2	4
106	далеко не	2	4
107	место в	2	3
108	этом отношении	3	3
109	понятно что	4	3
110	формы и	3	3
111	а как	3	3
112	здесь в	2	3
113	или иной	2	3
114	и как	10	3
115	в дальнейшем	6	3
116	же время	9	3
117	момент в	2	3
118	не имеют	3	3
119	в котором	4	3
120	места в	2	3
121	этот процесс	5	3
122	все это	4	3
123	по отношению	3	3
124	не было	7	3
125	того что	2	3
126	не имеет	4	3
127	с другими	3	3
128	в то	9	3
129	его в	3	3
130	нет ничего	4	3
131	ее целом	2	3
132	к другому	2	3
133	не могут	3	3
134	в каком	2	3
135	и к	2	3
136	том что	4	3
137	более того	3	3
138	мы должны	2	3
139	одной из	3	3
140	совершенно не	2	3
141	в сущности	3	3
142	мы говорили	3	3
143	он не	5	3
144	в своей	2	3
145	быть и	2	3
146	в истории	2	3
147	и следовательно	4	3
148	речи в	2	3
149	но все	5	3
150	между двумя	6	3
151	и ее	3	3
152	вполне понятно	4	3
153	слова и	2	3
154	и это	4	3
155	в которой	2	3
156	том числе	4	2
157	же как	2	2
158	в частности	6	2
159	никогда не	2	2
160	в своем	4	2
161	точку зрения	2	2
162	что все	2	2
163	ни в	8	2
164	как если	2	2
165	как она	2	2
166	связаны с	3	2
167	числе и	2	2
168	в свою	2	2
169	и иные	2	2
170	иногда очень	3	2
171	в новое	3	2
172	но для	2	2
173	для всех	2	2
174	и является	2	2
175	в виду	3	2
176	себе и	3	2
177	и др	9	2
178	в нашем	2	2
179	с ее	6	2
180	на этой	4	2
181	жизни и	8	2
182	и их	8	2
183	имеет место	3	2
184	и других	3	2
185	во втором	2	2
186	между этими	4	2
187	и даже	2	2
188	для других	4	2
189	же и	2	2
190	как он	2	2
191	так как	6	2
192	и с	4	2
193	исторического времени	4	2
194	от этого	2	2
195	в основе	5	2
196	ни к	3	2
197	для них	3	2
198	если бы	5	2
199	в какой-то	3	2
200	между собой	4	2
201	не как	2	2
202	и во	7	2
203	в литературе	16	2
204	в себе	3	2
205	в романе	32	2
206	одна из	2	2
207	во все	2	2
208	в качестве	3	2
209	в данной	2	2
210	мы уже	11	2
211	к тому	3	2
212	не могло	5	2
213	что и	3	2
214	отношению к	5	2
215	нем нет	2	2
216	и речи	5	2
217	и прежде	2	2
218	как раз	13	2
219	человека в	17	2
220	к своему	2	2
221	что не	3	2
222	той же	2	2
223	в таком	3	2
224	или в	3	2
225	тем что	2	2
226	могут быть	5	2
227	и вообще	2	2
228	ту же	2	2
229	не знает	3	2
230	и вне	3	2
231	жизни но	5	2
232	как оно	2	2
233	этими двумя	3	2
234	там где	2	2
235	в чем	2	2
