N	2gram	Potebnia_M_1	FransuaR
1	и в	39	45
2	то есть	42	25
3	и не	18	15
4	не только	21	14
5	в этом	15	14
6	но в	9	14
7	в его	5	13
8	во всех	5	13
9	и его	5	13
10	как бы	6	12
11	что в	22	12
12	в своем	3	11
13	то же	6	11
14	в то	4	11
15	прежде всего	4	10
16	в том	26	10
17	в нем	20	10
18	но и	20	10
19	как и	9	10
20	и с	3	10
21	же время	4	9
22	вовсе не	5	8
23	как мы	2	8
24	в ней	7	8
25	жизни и	2	8
26	таким образом	13	8
27	в самой	3	8
28	так же	5	8
29	том что	16	7
30	не в	15	7
31	что и	6	7
32	мы видели	4	7
33	потому что	52	7
34	и все	3	7
35	в этой	3	6
36	он не	3	6
37	так и	13	6
38	мысли и	9	6
39	того чтобы	2	6
40	для того	3	6
41	связи с	3	6
42	так как	21	6
43	в них	3	6
44	с ним	3	5
45	мы видим	4	5
46	но это	5	5
47	одним из	2	5
48	хотя и	3	5
49	с ее	2	5
50	и их	3	5
51	не может	22	5
52	и как	6	5
53	все они	2	4
54	и во	3	4
55	и от	3	4
56	мы не	10	4
57	но не	8	4
58	по поводу	3	4
59	в самом	3	4
60	в сущности	2	4
61	и о	2	4
62	между собою	6	4
63	в их	2	4
64	не мог	3	4
65	а не	21	4
66	и даже	4	4
67	как на	3	4
68	а в	5	4
69	той же	3	4
70	сказать что	3	4
71	с этим	7	4
72	точки зрения	8	4
73	только в	25	4
74	о том	2	4
75	и это	3	4
76	бы в	4	4
77	не менее	6	3
78	нисколько не	2	3
79	как в	10	3
80	это не	7	3
81	из этих	4	3
82	в одном	8	3
83	что на	6	3
84	словом и	2	3
85	но на	2	3
86	есть в	2	3
87	необходимости и	2	3
88	того же	3	3
89	для него	4	3
90	в своей	3	3
91	от того	4	3
92	для всех	5	3
93	не могло	3	3
94	вместе с	8	3
95	выйти из	2	3
96	связь с	2	3
97	не было	4	3
98	в течение	2	3
99	того что	8	3
100	на этот	2	3
101	не имеет	5	3
102	и миром	2	3
103	и для	5	3
104	нуждается в	2	3
105	но он	2	3
106	дело в	2	3
107	там где	4	3
108	народа и	2	2
109	только для	3	2
110	не могут	4	2
111	если мы	3	2
112	с тем	5	2
113	независимо от	6	2
114	и есть	2	2
115	и без	3	2
116	хотя бы	2	2
117	относится к	3	2
118	он должен	2	2
119	что все	3	2
120	на все	2	2
121	значение и	2	2
122	не нуждается	2	2
123	к тому	4	2
124	слова но	2	2
125	в г	2	2
126	когда в	3	2
127	в начале	2	2
128	то что	10	2
129	и слова	2	2
130	со словом	3	2
131	так например	3	2
132	для них	2	2
133	вся природа	2	2
134	было бы	12	2
135	что это	3	2
136	несмотря на	5	2
137	и если	2	2
138	к ней	2	2
139	может быть	27	2
140	том же	2	2
141	между человеком	2	2
142	в каждом	4	2
143	человеком и	3	2
144	слова и	4	2
145	все же	6	2
146	божественный разум	2	2
147	в целом	2	2
148	на него	3	2
149	и языка	4	2
150	и только	2	2
151	при этом	6	2
152	в истории	7	2
153	чтобы не	2	2
154	свободы и	3	2
155	в одно	2	2
156	и что	10	2
157	но дело	2	2
158	с точки	3	2
159	и притом	4	2
160	языка но	3	2
161	между тем	5	2
162	мы можем	2	2
163	одно из	3	2
164	и вообще	3	2
165	заметить что	2	2
166	том как	3	2
