N	2gram	Losev_Prob_1	Myshleni
1	в том	9	33
2	том что	12	27
3	точки зрения	3	26
4	то что	42	20
5	в этом	19	19
6	с точки	3	18
7	того что	7	17
8	мышления и	4	16
9	и в	32	15
10	не только	17	15
11	что в	12	14
12	таким образом	6	14
13	что он	7	12
14	того чтобы	9	12
15	в самом	6	11
16	но и	9	10
17	было бы	8	10
18	для того	8	10
19	мы не	2	10
20	мы можем	4	10
21	в своем	5	9
22	может быть	14	9
23	не является	5	9
24	не может	8	9
25	что мы	13	9
26	о том	11	9
27	в сущности	2	9
28	связи с	5	9
29	так и	12	8
30	казалось бы	4	8
31	никогда не	7	8
32	не в	4	8
33	и что	9	8
34	если бы	4	8
35	к тому	3	7
36	и не	31	7
37	потому что	16	7
38	как бы	14	7
39	по себе	15	7
40	он не	3	7
41	во всяком	7	7
42	едва ли	2	7
43	что это	3	6
44	в отношении	3	6
45	в теории	3	6
46	как мы	7	6
47	в этой	10	6
48	мы уже	5	6
49	в виду	6	6
50	на то	8	6
51	в связи	4	6
52	мы находим	2	6
53	с другой	3	6
54	сказать что	13	6
55	в истории	4	6
56	мы должны	5	6
57	как он	4	6
58	как это	6	6
59	но в	14	6
60	по этому	3	6
61	вовсе не	35	6
62	как и	3	6
63	вместе с	2	6
64	если мы	11	6
65	самом деле	6	6
66	на этот	3	6
67	всяком случае	3	6
68	это не	6	5
69	уже в	3	5
70	смысле слова	7	5
71	и даже	11	5
72	по существу	2	5
73	то же	10	5
74	во всей	3	5
75	можно было	3	5
76	прежде всего	10	4
77	из этих	2	4
78	что все	3	4
79	для нас	5	4
80	по поводу	4	4
81	несмотря на	3	4
82	все это	7	4
83	в них	7	4
84	что оно	3	4
85	не имеет	2	4
86	так же	9	4
87	а в	4	4
88	их в	4	4
89	и с	2	4
90	при помощи	13	4
91	так как	11	4
92	с его	2	4
93	мы видим	2	4
94	в качестве	2	4
95	в своей	8	4
96	как в	4	4
97	что его	3	4
98	как раз	13	4
99	того как	3	4
100	хотя бы	3	4
101	и его	3	4
102	только в	7	4
103	указание на	4	4
104	в которой	2	4
105	в эту	2	4
106	только для	3	3
107	он сам	2	3
108	все время	2	3
109	мы будем	2	3
110	для этого	3	3
111	об этом	10	3
112	что они	3	3
113	философии и	4	3
114	не можем	2	3
115	для него	2	3
116	при этом	6	3
117	из них	3	3
118	и до	2	3
119	данном случае	8	3
120	и только	4	3
121	что для	2	3
122	все эти	8	3
123	в самой	3	3
124	с собой	2	3
125	с другими	2	3
126	в которых	3	3
127	в результате	2	3
128	с ним	3	3
129	мы имеем	2	3
130	и все	7	3
131	не существует	6	3
132	и особенно	2	3
133	с этим	3	3
134	о которых	3	3
135	тем более	5	3
136	но не	9	3
137	того же	3	3
138	действительности и	5	3
139	для которого	3	3
140	для себя	3	3
141	что она	5	3
142	только что	2	3
143	этому поводу	3	3
144	на самом	6	3
145	тем самым	4	3
146	а не	15	3
147	или в	4	3
148	в данном	9	3
149	он в	2	3
150	и ее	8	3
151	и это	9	3
152	ничего не	10	3
153	не могут	2	2
154	сама по	4	2
155	же как	2	2
156	что если	2	2
157	и есть	6	2
158	в этих	3	2
159	объективной действительности	3	2
160	перед нами	5	2
161	или иной	5	2
162	можно сказать	5	2
163	ни в	7	2
164	и как	6	2
165	но все	3	2
166	это есть	9	2
167	но что	2	2
168	и другое	2	2
169	с целью	4	2
170	случае не	3	2
171	той или	5	2
172	в котором	5	2
173	и тем	13	2
174	на этой	2	2
175	после этого	4	2
176	могут быть	2	2
177	на том	4	2
178	и всю	2	2
179	в их	4	2
180	есть нечто	11	2
181	для обозначения	4	2
182	является то	2	2
183	должно быть	2	2
184	в других	5	2
185	то он	2	2
186	но для	3	2
187	но если	2	2
188	говорить о	6	2
189	что здесь	3	2
190	же самое	9	2
191	также и	11	2
192	но ведь	3	2
193	однако и	3	2
194	а также	4	2
195	больше чем	2	2
196	которые не	3	2
197	или как	3	2
198	говорили выше	2	2
199	есть функция	2	2
200	нисколько не	3	2
201	уже и	3	2
202	отнюдь не	10	2
203	бы мы	3	2
204	он должен	2	2
205	этом смысле	6	2
206	к его	2	2
207	увидим ниже	2	2
208	для всего	2	2
209	именно в	4	2
210	указывает на	14	2
211	мы увидим	3	2
212	общего с	8	2
213	за пределы	6	2
214	на одном	2	2
215	в его	6	2
216	нет и	2	2
217	ее в	2	2
218	во всех	7	2
219	или менее	3	2
220	без всякого	2	2
221	как нечто	8	2
222	что же	9	2
223	и для	4	2
224	все равно	5	2
225	тому как	2	2
226	нас в	2	2
227	тем что	7	2
228	подобно тому	2	2
229	в себе	15	2
230	и вообще	4	2
231	не потому	2	2
232	более или	3	2
233	учения о	2	2
234	не то	2	2
