N	2gram	Bakhtin_Fr_2	Vladivir
1	и в	49	40
2	то что	6	28
3	и не	15	25
4	не только	17	25
5	учение о	2	24
6	то есть	32	24
7	у него	2	24
8	но и	13	18
9	в том	3	18
10	том что	4	18
11	что в	2	17
12	также и	3	17
13	в этом	15	16
14	в его	18	14
15	не может	7	14
16	точки зрения	6	13
17	вовсе не	10	13
18	только в	13	13
19	сказать что	6	12
20	даже и	2	12
21	в конце	2	12
22	никогда не	5	11
23	таким образом	7	11
24	о том	3	11
25	прежде всего	19	10
26	ни в	3	10
27	и потому	5	10
28	в году	13	10
29	и его	17	10
30	и с	6	9
31	в своей	5	9
32	под названием	2	9
33	в себе	4	9
34	не был	3	8
35	в своем	5	8
36	в этой	10	8
37	для него	9	8
38	может быть	5	8
39	так же	2	8
40	как мы	7	8
41	несмотря на	3	7
42	хотя и	2	7
43	там же	2	7
44	а в	4	7
45	в своих	4	7
46	так как	6	7
47	в то	6	7
48	вместе с	2	7
49	как и	11	7
50	же с	2	7
51	да и	3	6
52	и даже	2	6
53	и на	17	6
54	xix века	2	6
55	во всем	3	6
56	в смысле	2	6
57	так и	6	6
58	с точки	5	6
59	но это	2	6
60	и это	3	6
61	содержит в	2	5
62	с другой	4	5
63	отношения к	4	5
64	в отношении	2	5
65	не было	4	5
66	все эти	7	5
67	в ней	2	5
68	в истории	6	5
69	в одном	3	5
70	что он	3	5
71	мы уже	6	5
72	еще в	2	5
73	можно было	3	5
74	тем что	4	5
75	ничего не	2	5
76	но даже	2	4
77	на то	2	4
78	в дальнейшем	2	4
79	до конца	2	4
80	такого рода	2	4
81	в самом	3	4
82	она была	4	4
83	мы должны	2	4
84	и все	3	4
85	по существу	2	4
86	но не	5	4
87	здесь в	6	4
88	еще не	2	4
89	было бы	3	4
90	и о	4	4
91	в основном	5	4
92	даже в	3	4
93	то же	7	4
94	в течение	3	4
95	все же	7	4
96	но в	4	4
97	уже в	5	3
98	в качестве	2	3
99	из этих	5	3
100	человека и	3	3
101	но все	4	3
102	одной стороны	3	3
103	при этом	5	3
104	как бы	11	3
105	в виду	3	3
106	всяком случае	2	3
107	в нем	9	3
108	к нему	3	3
109	мы видели	3	3
110	в связи	2	3
111	с одной	3	3
112	именно в	6	3
113	на первом	3	3
114	году в	4	3
115	как на	4	3
116	как именно	2	3
117	в духе	4	3
118	нельзя сказать	2	3
119	же в	3	3
120	и чисто	4	3
121	с их	6	3
122	за пределы	2	3
123	вполне понятно	2	3
124	ее в	2	3
125	на самом	2	3
126	того чтобы	2	3
127	и эта	2	3
128	жизнь и	2	3
129	во всяком	2	3
130	и вообще	3	3
131	и вовсе	2	3
132	далеко не	3	3
133	первом плане	3	3
134	здесь не	2	3
135	он понимает	2	2
136	в нашем	2	2
137	в этих	4	2
138	были в	2	2
139	в предисловии	2	2
140	для понимания	2	2
141	здесь же	2	2
142	он был	2	2
143	же время	6	2
144	должен был	2	2
145	себе и	2	2
146	только то	2	2
147	и за	2	2
148	в их	2	2
149	другой стороны	3	2
150	мы находим	4	2
151	его творчества	3	2
152	этом отношении	3	2
153	можно найти	2	2
154	что касается	2	2
155	был и	3	2
156	себе в	2	2
157	и еще	2	2
158	в начале	5	2
159	только с	3	2
160	в книге	3	2
161	с его	5	2
162	и более	4	2
163	в жизни	4	2
164	вот в	2	2
165	еще раз	2	2
166	и к	4	2
167	разума и	2	2
168	из них	3	2
169	одной из	2	2
170	совершенно не	2	2
171	в сущности	8	2
172	по преимуществу	2	2
173	в мире	2	2
174	роль в	5	2
175	в другом	2	2
176	связи с	2	2
