N	2gram	Bakhtin_Fr_5	Narrotol
1	не только	14	31
2	но и	10	27
3	и не	15	23
4	при этом	2	19
5	может быть	2	15
6	в качестве	2	14
7	как и	10	13
8	а не	4	13
9	а в	4	13
10	только в	4	12
11	в этом	14	12
12	и в	45	11
13	в данном	2	11
14	своего рода	4	10
15	и его	13	10
16	то что	2	9
17	во времени	2	9
18	то есть	25	9
19	то же	11	8
20	в том	10	8
21	данном случае	2	8
22	и т.п	16	8
23	не может	5	8
24	у него	4	7
25	том что	7	7
26	но в	14	7
27	и т.д	2	6
28	к тому	2	6
29	об этом	4	6
30	а также	4	6
31	не в	7	6
32	и он	3	6
33	в самом	4	6
34	не мог	4	6
35	как бы	12	6
36	один из	2	6
37	жизни и	8	6
38	как раз	5	6
39	тому же	4	6
40	в его	13	6
41	в этой	6	6
42	перед нами	4	5
43	можно сказать	2	5
44	в своей	3	5
45	так и	6	5
46	и на	5	5
47	потому что	7	5
48	точки зрения	4	5
49	с его	7	4
50	о чем	3	4
51	из этих	3	4
52	что на	3	4
53	все же	2	4
54	для него	3	4
55	но не	4	4
56	же время	9	4
57	прежде всего	10	4
58	у нее	2	4
59	к нему	2	4
60	вплоть до	2	4
61	в ней	8	4
62	в нем	10	4
63	как в	3	4
64	так в	2	4
65	того что	3	4
66	того чтобы	6	4
67	хотя и	5	4
68	в то	11	4
69	о том	4	4
70	в эпизоде	9	4
71	в одном	3	4
72	не менее	3	3
73	но они	3	3
74	что в	12	3
75	в своем	11	3
76	это не	3	3
77	что он	6	3
78	и как	5	3
79	в начале	2	3
80	когда в	2	3
81	в целом	2	3
82	самом деле	5	3
83	но именно	2	3
84	для того	6	3
85	и о	4	3
86	он не	6	3
87	еще в	2	3
88	начиная с	2	3
89	не было	3	3
90	этом отношении	5	3
91	именно в	3	3
92	лишь в	2	3
93	мы не	4	3
94	также и	7	3
95	и с	10	3
96	этого эпизода	2	3
97	и все	7	3
98	как это	4	3
99	между тем	2	3
100	для них	2	2
101	не подлежит	2	2
102	не могло	3	2
103	в конце	7	2
104	в сущности	4	2
105	как мы	8	2
106	в романе	11	2
107	с ее	5	2
108	по своему	4	2
109	они и	2	2
110	до сих	3	2
111	в пределах	2	2
112	в первой	4	2
113	если в	2	2
114	не имеет	3	2
115	хотя бы	2	2
116	раз в	2	2
117	вместе с	3	2
118	сих пор	3	2
119	жизни в	2	2
120	в отличие	2	2
121	в связи	5	2
122	и только	2	2
123	в особенности	2	2
124	в году	3	2
125	и вот	3	2
126	и даже	4	2
127	и притом	2	2
128	и для	3	2
129	отличие от	2	2
130	роль в	2	2
131	ничего не	4	2
132	нас в	2	2
133	сказать что	4	2
134	мы можем	2	2
135	и от	4	2
136	он и	3	2
137	связи с	6	2
138	в наиболее	2	2
139	же самое	2	2
140	дело в	3	2
141	здесь не	6	2
142	в чем	2	2
143	с ним	5	2
144	это было	4	2
