N	2gram	Losev_Prob_4	Dialekti
1	не есть	12	47
2	и не	28	30
3	может быть	9	20
4	и в	20	19
5	не только	24	19
6	по себе	11	18
7	и т	4	17
8	в мифе	3	16
9	а не	7	16
10	т д	3	15
11	в себе	12	15
12	то что	15	14
13	что она	4	14
14	и даже	9	14
15	в том	20	14
16	как бы	4	14
17	так как	5	14
18	потому что	15	14
19	вовсе не	21	13
20	но и	14	12
21	то же	7	12
22	не просто	16	12
23	значит что	8	12
24	точки зрения	14	12
25	и все	8	12
26	что это	2	10
27	ни в	17	10
28	как и	6	10
29	и как	3	10
30	в нем	5	10
31	так и	10	10
32	том что	12	10
33	это не	7	10
34	сказать что	7	10
35	времени и	4	9
36	по крайней	6	9
37	крайней мере	6	9
38	не может	5	9
39	же и	3	9
40	прежде всего	11	8
41	это значит	10	8
42	есть нечто	9	8
43	с точки	11	8
44	не в	13	8
45	это есть	3	8
46	в этом	9	8
47	в своей	4	8
48	сама по	2	7
49	есть не	6	7
50	как это	3	7
51	но это	6	7
52	и к	3	7
53	совершенно не	3	7
54	что в	3	7
55	и притом	2	7
56	время как	2	7
57	и то	2	7
58	как будто	11	7
59	так что	6	7
60	что он	8	6
61	что не	4	6
62	да и	5	6
63	что они	2	6
64	отнюдь не	10	6
65	в то	4	6
66	но не	5	6
67	конечно не	3	6
68	есть ни	2	6
69	и может	2	6
70	миф есть	5	6
71	жизни и	5	6
72	чтобы не	2	6
73	и вообще	6	6
74	не обязательно	2	5
75	сознания и	3	5
76	с другой	7	5
77	не мешает	3	5
78	по своему	6	5
79	можно сказать	5	5
80	в самом	2	5
81	и потому	7	5
82	что и	3	5
83	и это	2	5
84	а именно	2	5
85	как раз	4	5
86	все равно	3	5
87	в одно	6	5
88	и что	2	5
89	в смысле	5	5
90	только что	2	5
91	и его	10	5
92	жизнь и	4	5
93	но как	3	5
94	говорить о	2	5
95	только в	23	5
96	о том	5	5
97	не то	2	5
98	и с	7	5
99	в виду	6	5
100	содержит в	8	4
101	уже в	4	4
102	нет никакой	4	4
103	независимо от	3	4
104	и есть	4	4
105	мифа в	2	4
106	в своем	3	4
107	ясно что	7	4
108	в одном	4	4
109	в ее	5	4
110	есть миф	3	4
111	все же	2	4
112	при этом	6	4
113	то время	2	4
114	еще не	7	4
115	и если	5	4
116	к нему	3	4
117	за пределы	2	4
118	в меру	2	4
119	той или	14	4
120	он не	2	4
121	хотя бы	7	4
122	связи с	3	4
123	ни с	4	4
124	без всякого	4	4
125	все это	9	4
126	другой стороны	6	4
127	в связи	3	4
128	и только	4	4
129	тут же	3	4
130	том смысле	2	4
131	таким образом	8	4
132	заключается в	2	4
133	самом деле	3	4
134	и по	2	4
135	есть только	2	4
136	а в	4	4
137	в таком	6	4
138	в каком	6	4
139	и когда	2	4
140	в другом	3	4
141	без этого	3	4
142	по одному	2	4
143	с ним	4	4
144	мифа и	2	4
145	сам по	6	3
146	не менее	10	3
147	всех этих	6	3
148	и более	3	3
149	иное как	2	3
150	все время	2	3
151	можно ли	3	3
152	в этих	5	3
153	в это	2	3
154	и от	6	3
155	была бы	2	3
156	как они	2	3
157	не что	2	3
158	а только	6	3
159	об этом	6	3
160	как мы	3	3
161	но только	2	3
162	что иное	2	3
163	уже не	5	3
164	это и	4	3
165	в этой	4	3
166	кроме того	4	3
167	было бы	14	3
168	в целях	5	3
169	себе и	3	3
170	может существовать	2	3
171	у меня	2	3
172	сами по	2	3
173	как же	2	3
174	из них	3	3
175	символ и	8	3
176	и тогда	2	3
177	чтобы все	2	3
178	с этим	4	3
179	в разных	4	3
180	не было	3	3
181	мы имеем	6	3
182	мы находим	2	3
183	в той	8	3
184	или другой	3	3
185	между собою	2	3
186	в данном	6	3
187	и где	2	3
188	будто бы	2	3
189	его в	2	3
190	когда мы	5	3
191	в чем	2	3
192	нет ни	4	3
193	это было	2	3
194	в вечном	4	2
195	уже и	3	2
196	только не	4	2
197	миф может	2	2
198	и можно	5	2
199	это уже	3	2
200	в частности	2	2
201	в зависимости	3	2
202	не очень	2	2
203	в какой	4	2
204	перед нами	13	2
205	сливаются в	3	2
206	всегда есть	4	2
207	об ее	2	2
208	у пушкина	3	2
209	в конце	2	2
210	на самом	5	2
211	именно в	7	2
212	и жизнь	2	2
213	если мы	5	2
214	то это	3	2
215	к тому	3	2
216	тем не	10	2
217	же в	4	2
218	и прочих	2	2
219	идея и	3	2
220	но все	3	2
221	однако это	2	2
222	зависимости от	3	2
223	так чтобы	2	2
224	в истории	3	2
225	не будет	2	2
226	с тем	4	2
227	или менее	2	2
228	с мифологией	2	2
229	и прежде	2	2
230	на его	2	2
231	ни о	4	2
232	несмотря на	4	2
233	в ней	7	2
234	каком случае	3	2
235	всяком случае	4	2
236	только к	3	2
237	нет никакого	3	2
238	говоря уже	2	2
239	все в	3	2
240	себя в	2	2
241	на все	2	2
242	во всех	4	2
243	каждая вещь	2	2
244	не говоря	3	2
245	дело не	3	2
246	был в	2	2
247	данном случае	5	2
248	или других	2	2
249	мы только	2	2
250	нельзя ли	2	2
251	так же	5	2
252	не раз	2	2
253	с ее	2	2
254	как в	5	2
255	не всякий	3	2
256	только и	5	2
257	это все	2	2
258	можно только	2	2
259	тех или	4	2
260	более или	2	2
261	человеческой жизни	5	2
262	надо уметь	2	2
263	бы и	3	2
264	или в	5	2
265	с ними	2	2
266	живое существо	4	2
267	и совершенно	2	2
268	также и	13	2
269	в результате	8	2
270	тем что	3	2
271	смысле не	2	2
272	в виде	22	2
273	что здесь	6	2
274	во все	2	2
275	что мы	3	2
276	или по	2	2
277	мы должны	3	2
278	же самое	6	2
279	того или	3	2
280	во всяком	8	2
281	явлений и	3	2
282	все эти	16	2
283	есть в	7	2
284	ни на	3	2
285	сразу и	2	2
286	в которой	2	2
287	в области	3	2
288	но в	8	2
289	в жизни	3	2
290	том как	2	2
291	вместе с	5	2
