N	3gram	Vygotskiy__5	Myshleni
1	с точки зрения	2	21
2	для того чтобы	19	18
3	в этом случае	2	14
4	в том что	14	13
5	не только не	4	9
6	с самого начала	3	7
7	по сравнению с	4	7
8	так же как	2	7
9	в учении о	3	6
10	к тому что	6	6
11	в данном случае	2	5
12	то же самое	3	5
13	с одной стороны	12	5
14	в самом деле	5	4
15	о том что	6	4
16	мы могли бы	4	4
17	то о чем	2	4
18	на то что	16	4
19	не может быть	2	4
20	вместе с тем	3	4
21	заключается в том	6	4
22	и то что	3	3
23	так же точно	5	3
24	одно и то	3	3
25	в том и	2	3
26	можно сказать что	2	3
27	по этому поводу	4	3
28	в этом отношении	3	3
29	состоит в том	2	3
30	до сих пор	5	3
31	и то же	3	3
32	и той же	2	2
33	нечто такое что	2	2
34	в сущности говоря	8	2
35	бы сказать что	2	2
36	мы говорили выше	2	2
37	о которых мы	2	2
38	в отличие от	2	2
39	друг от друга	2	2
40	в лучшем случае	3	2
41	могли бы сказать	2	2
42	одним и тем	3	2
43	из того что	3	2
44	и тем же	3	2
45	одной и той	2	2
46	что в этом	6	2
47	на самом деле	2	2
48	друг с другом	3	2
49	потому что он	2	2
