N	2gram	Propp_Morf_1	Myshleni
1	в этом	14	29
2	точки зрения	2	28
3	и в	13	26
4	не только	4	24
5	то что	8	24
6	таким образом	21	23
7	с точки	2	21
8	представляет собой	17	19
9	того чтобы	3	19
10	в том	6	18
11	и не	12	18
12	для того	2	18
13	том что	4	17
14	потому что	3	16
15	как и	3	15
16	этом случае	8	14
17	того что	3	14
18	так же	3	14
19	так как	16	14
20	как мы	6	14
21	в ходе	4	12
22	что в	8	12
23	в которой	3	11
24	но и	4	11
25	не может	14	11
26	что они	2	10
27	по своему	2	9
28	тому что	4	9
29	что мы	2	9
30	в сущности	3	9
31	тем что	4	9
32	то же	7	8
33	что она	2	8
34	сказать что	2	8
35	что он	4	8
36	только в	2	8
37	к тому	4	7
38	прежде всего	9	7
39	может быть	52	7
40	и к	4	7
41	мы не	8	7
42	в какой	3	6
43	вопрос о	7	6
44	и тем	2	6
45	по отношению	4	6
46	мы должны	3	6
47	как бы	3	6
48	между собой	4	6
49	и что	2	6
50	было бы	3	6
51	во всех	4	6
52	все эти	2	6
53	все же	7	6
54	самом деле	4	6
55	а не	11	6
56	что эта	2	6
57	на вопрос	2	5
58	можно сказать	2	5
59	если бы	2	5
60	чем это	2	5
61	в целом	3	5
62	и их	2	5
63	в начале	3	5
64	как это	3	5
65	с тем	2	5
66	в качестве	5	5
67	она не	2	5
68	отношению к	4	5
69	только что	2	5
70	если мы	5	5
71	и для	2	5
72	не менее	5	4
73	не могут	4	4
74	в нашем	3	4
75	перейти к	2	4
76	с другой	8	4
77	на то	2	4
78	если в	5	4
79	не по	2	4
80	целый ряд	3	4
81	друг друга	3	4
82	о том	2	4
83	но в	2	4
84	связи с	10	4
85	еще не	3	4
86	как в	3	4
87	приводит к	2	4
88	нами в	2	4
89	это и	2	4
90	не в	3	4
91	показать что	4	4
92	связана с	3	3
93	учение о	3	3
94	это не	6	3
95	в собственном	3	3
96	тем не	5	3
97	но это	6	3
98	совершается в	2	3
99	из двух	2	3
100	не является	3	3
101	но мы	3	3
102	на котором	3	3
103	во втором	3	3
104	и по	2	3
105	он не	3	3
106	что эти	2	3
107	в первом	3	3
108	нашей работы	2	3
109	состоит в	2	3
110	с собой	3	3
111	первом случае	3	3
112	об этом	4	3
113	в другую	2	3
114	в то	3	3
115	но не	4	3
116	что и	7	3
117	собственном смысле	3	3
118	так и	6	3
119	на самом	4	3
120	к нему	3	3
121	это положение	2	3
122	мы видим	13	3
123	мы можем	2	3
124	в этой	2	3
125	перед нами	10	2
126	прежде чем	3	2
127	себя и	2	2
128	в этих	13	2
129	его и	2	2
130	никто не	3	2
131	то время	3	2
132	что при	2	2
133	входит в	2	2
134	а по	3	2
135	для нас	2	2
136	что его	2	2
137	вывод что	2	2
138	в большинстве	3	2
139	случае не	3	2
140	на его	4	2
141	несмотря на	4	2
142	или в	4	2
143	но для	2	2
144	но если	7	2
145	не исключает	2	2
146	один из	5	2
147	то как	2	2
148	время как	3	2
149	не имеет	2	2
150	а в	7	2
151	также и	4	2
152	в которых	2	2
153	и есть	2	2
154	его в	2	2
155	большинстве случаев	3	2
156	к целому	2	2
157	во время	6	2
158	с этим	11	2
159	к этому	3	2
160	вовсе не	4	2
161	и здесь	5	2
162	а затем	4	2
163	у нас	2	2
164	то в	3	2
165	иначе чем	2	2
166	нельзя было	2	2
167	наряду с	5	2
168	другу и	2	2
169	благодаря этому	3	2
170	к другу	2	2
171	что же	2	2
172	того как	2	2
173	она в	2	2
174	из которых	3	2
175	можно было	2	2
176	во всяком	2	2
177	могут быть	16	2
178	и ее	3	2
179	ту же	2	2
180	если же	5	2
181	ничего не	4	2
