N	2gram	Propp_Isto_7	StatiiOP
1	и в	24	44
2	в том	7	36
3	и т	17	30
4	что в	13	30
5	том что	10	29
6	т д	16	21
7	в этом	12	21
8	вовсе не	4	19
9	то что	7	18
10	не только	21	18
11	было бы	2	17
12	а в	10	17
13	о том	9	17
14	и не	4	16
15	а не	8	16
16	т е	16	15
17	может быть	14	15
18	в данном	4	14
19	как в	12	13
20	не в	9	12
21	точки зрения	4	11
22	что он	21	10
23	но и	11	10
24	но в	5	10
25	только в	6	10
26	с другой	9	9
27	в то	2	9
28	как и	6	9
29	того что	6	9
30	так и	5	9
31	например в	3	8
32	во всех	7	8
33	все же	9	8
34	из них	2	8
35	не может	14	8
36	и его	3	8
37	это не	10	8
38	прежде всего	2	7
39	так например	2	7
40	в самом	2	7
41	для нас	6	7
42	сих пор	3	7
43	до сих	2	7
44	другой стороны	8	7
45	таким образом	7	7
46	сказать что	2	7
47	что они	3	7
48	потому что	9	6
49	из этих	3	6
50	так что	3	6
51	но это	3	6
52	что и	8	6
53	данном случае	3	6
54	со стороны	2	6
55	не менее	5	5
56	никогда не	4	5
57	так же	6	5
58	вплоть до	2	5
59	что мы	3	5
60	в котором	2	5
61	в нем	6	5
62	все это	8	5
63	то же	8	5
64	и даже	3	5
65	и по	3	5
66	тем что	6	5
67	все эти	2	5
68	так как	8	5
69	там где	5	5
70	на вопрос	4	4
71	что это	6	4
72	что она	5	4
73	представление о	3	4
74	вопрос о	3	4
75	в ее	2	4
76	но все	4	4
77	тем более	2	4
78	и что	10	4
79	в качестве	3	4
80	как бы	4	4
81	на то	3	4
82	дело не	5	4
83	что у	4	4
84	не имеет	4	4
85	этот вопрос	2	4
86	как это	2	4
87	в которой	2	4
88	в основе	2	3
89	во время	6	3
90	по этому	2	3
91	тому что	2	3
92	с этой	6	3
93	и так	2	3
94	в конце	3	3
95	в тех	5	3
96	ни в	2	3
97	об этом	6	3
98	же как	4	3
99	но не	6	3
100	того же	2	3
101	еще не	8	3
102	кажется что	3	3
103	в чужую	2	3
104	что не	2	3
105	своего рода	4	3
106	не по	2	3
107	не все	3	3
108	и тем	2	3
109	то это	5	3
110	ни с	2	3
111	говорит о	2	3
112	а именно	6	3
113	с одной	5	3
114	возможно что	3	3
115	должны быть	3	3
116	на этот	2	3
117	в чем	5	3
118	видно что	5	3
119	связанные с	2	3
120	во многих	2	3
121	ответ на	6	3
122	если это	2	3
123	с этим	2	3
124	такие случаи	2	2
125	уже в	3	2
126	всех этих	6	2
127	в этих	13	2
128	что во	2	2
129	превращается в	3	2
130	вообще не	2	2
131	не всегда	4	2
132	не знаю	3	2
133	именно такое	2	2
134	по существу	4	2
135	если не	4	2
136	при этом	4	2
137	то время	2	2
138	что при	2	2
139	она не	2	2
140	одной стороны	5	2
141	между прочим	3	2
142	но для	2	2
143	должно было	2	2
144	если в	2	2
145	и такие	2	2
146	тем не	4	2
147	отношение к	5	2
148	в первую	7	2
149	конечно не	2	2
150	уже выше	6	2
151	на него	2	2
152	без всякого	2	2
153	вытекает из	2	2
154	и у	2	2
155	по его	2	2
156	в других	4	2
157	мы не	4	2
158	ничего не	5	2
159	что этот	2	2
160	думать что	2	2
161	можно найти	2	2
162	у него	10	2
163	он не	6	2
164	но он	2	2
165	что здесь	7	2
166	то не	4	2
167	все в	2	2
168	и все	6	2
169	его в	3	2
170	при помощи	3	2
171	и это	2	2
172	к нему	7	2
173	должен был	2	2
174	а если	2	2
175	мы имеем	12	2
176	время как	2	2
177	е в	2	2
