N	2gram	Vygotskiy__7	Komedia
1	и в	26	26
2	и не	18	14
3	едва ли	4	14
4	к тому	7	12
5	так и	3	12
6	и его	12	12
7	в том	18	11
8	может быть	7	11
9	но и	11	10
10	в этом	29	10
11	что в	12	9
12	столь же	2	9
13	том что	17	9
14	если бы	5	9
15	вместе с	12	9
16	было бы	6	8
17	не только	24	7
18	что и	3	7
19	ли не	2	7
20	во время	2	6
21	то что	24	6
22	еще не	4	6
23	наряду с	2	6
24	в нем	2	6
25	того чтобы	19	6
26	потому что	16	6
27	и здесь	2	6
28	в то	3	6
29	о том	4	6
30	таким образом	23	6
31	с тем	5	5
32	в которой	11	5
33	к этому	2	5
34	что он	8	5
35	а затем	2	5
36	в качестве	5	5
37	один из	2	5
38	ни в	2	5
39	на основании	2	5
40	с этим	2	5
41	для того	18	5
42	так что	4	5
43	и с	5	5
44	уже в	2	4
45	не менее	4	4
46	в этих	2	4
47	тому что	9	4
48	что у	4	4
49	и от	4	4
50	прежде всего	7	4
51	из этих	3	4
52	о его	3	4
53	как мы	14	4
54	как и	15	4
55	в целом	5	4
56	одной из	4	4
57	в его	4	4
58	все же	6	4
59	не по	4	4
60	в самом	9	4
61	в середине	2	4
62	и для	5	4
63	что для	2	4
64	можно было	2	4
65	точки зрения	28	4
66	в начале	5	4
67	только в	8	4
68	что это	6	4
69	так как	14	4
70	как это	5	4
71	его в	2	4
72	о чем	4	3
73	представить себе	3	3
74	с этой	5	3
75	вопрос о	6	3
76	то время	2	3
77	в период	2	3
78	что на	2	3
79	но если	2	3
80	мы знаем	2	3
81	что его	2	3
82	отношению к	5	3
83	связи с	4	3
84	но не	3	3
85	и столь	3	3
86	во всех	6	3
87	для нас	2	3
88	никто не	2	3
89	из которых	2	3
90	в ней	3	3
91	в котором	4	3
92	не имеет	2	3
93	друг другу	3	3
94	в своей	3	3
95	и их	5	3
96	в их	2	3
97	все это	3	3
98	по отношению	6	3
99	того как	2	3
100	той же	8	3
101	то же	8	3
102	ответ на	2	3
103	как в	4	3
104	в самой	3	3
105	к нему	3	3
106	друг друга	4	3
107	а в	2	3
108	или в	2	3
109	тем что	9	3
110	не может	11	3
111	в этой	3	3
112	но в	4	3
113	мы можем	3	3
114	если в	4	2
115	и есть	2	2
116	в нашем	4	2
117	в какой	6	2
118	с другой	4	2
119	это не	3	2
120	признать что	2	2
121	в одной	3	2
122	в конце	4	2
123	представление о	7	2
124	с собой	3	2
125	вовсе не	2	2
126	нет и	3	2
127	и к	7	2
128	в пользу	4	2
129	об этом	3	2
130	в ее	6	2
131	идет о	2	2
132	не в	4	2
133	до сих	3	2
134	в силу	5	2
135	является не	2	2
136	чем в	4	2
137	по своему	9	2
138	а из	2	2
139	как известно	2	2
140	что по	2	2
141	только потому	3	2
142	одной стороны	5	2
143	у нее	5	2
144	в действительности	2	2
145	каждой из	3	2
146	одним из	2	2
147	наконец в	2	2
148	он не	3	2
149	друг с	2	2
150	как бы	6	2
151	которые в	2	2
152	от ее	2	2
153	чем это	5	2
154	время как	2	2
155	даже в	2	2
156	не является	3	2
157	в развитии	10	2
158	отношение к	2	2
159	сих пор	3	2
160	всего в	2	2
161	что она	8	2
162	целый ряд	4	2
163	в отличие	2	2
164	все больше	3	2
165	видно из	2	2
166	с одной	5	2
167	мы находим	3	2
168	в той	4	2
169	и что	6	2
170	с самого	7	2
171	самом начале	3	2
172	отличие от	2	2
173	мы не	7	2
174	в любви	2	2
175	имеет в	3	2
176	во всяком	2	2
177	и во	4	2
178	одно из	5	2
179	и ее	2	2
180	к его	2	2
181	с другом	2	2
182	в первом	3	2
183	из этого	2	2
184	с которыми	2	2
185	бы в	5	2
186	в виду	5	2
