N	2gram	Bakhtin_sl_1	Psycholo
1	и в	41	33
2	в этом	12	28
3	как бы	12	25
4	все время	3	24
5	потому что	2	24
6	для того	2	23
7	может быть	14	22
8	том что	2	22
9	в том	3	21
10	о том	3	20
11	таким образом	9	13
12	и не	16	13
13	так же	2	13
14	сказать что	2	13
15	то есть	26	13
16	все это	5	13
17	к тому	3	12
18	в самом	5	12
19	и все	4	12
20	так как	3	12
21	было бы	3	12
22	если мы	2	12
23	что все	2	11
24	он не	3	11
25	не может	14	10
26	в его	13	10
27	как раз	2	9
28	то же	14	9
29	в своем	3	7
30	для нас	2	7
31	до конца	12	7
32	так что	2	7
33	в нем	30	7
34	не только	16	7
35	перед нами	4	6
36	тому что	2	6
37	это не	6	6
38	что они	2	6
39	в ней	4	6
40	и т	28	6
41	все эти	9	6
42	но он	2	6
43	точки зрения	16	6
44	у него	3	6
45	мы видим	2	6
46	в сущности	13	6
47	на самом	2	6
48	а не	15	6
49	в себе	3	6
50	никогда не	3	5
51	нисколько не	2	5
52	в целом	2	5
53	мы не	2	5
54	и на	14	5
55	вовсе не	7	5
56	с ним	7	5
57	с этим	3	5
58	связь с	2	5
59	как и	4	5
60	и может	3	5
61	мы уже	2	5
62	и его	14	5
63	все же	7	5
64	из этого	3	5
65	смысла и	3	4
66	в частности	2	4
67	друг с	2	4
68	совершенно не	2	4
69	из них	3	4
70	а в	6	4
71	и других	3	4
72	того что	3	4
73	с этой	3	4
74	к этому	2	4
75	у нас	2	4
76	одна из	2	4
77	и о	2	4
78	о нем	4	4
79	себя в	9	4
80	в своей	7	4
81	как мы	8	4
82	с точки	8	4
83	заставляет его	2	4
84	той же	2	4
85	можно было	2	4
86	с другом	2	4
87	только в	6	4
88	слова и	13	4
89	в которой	4	4
90	же как	2	3
91	с одной	4	3
92	в самых	2	3
93	должно быть	2	3
94	на этом	2	3
95	в пределах	14	3
96	одной стороны	4	3
97	например в	2	3
98	всяком случае	5	3
99	был бы	2	3
100	с ее	4	3
101	но и	16	3
102	конечно не	3	3
103	не было	3	3
104	и здесь	3	3
105	в то	14	3
106	его в	3	3
107	в основе	5	3
108	всех этих	4	3
109	бы его	2	3
110	в одном	2	3
111	но не	2	3
112	к своей	2	3
113	здесь в	4	3
114	до сих	2	3
115	она не	3	3
116	сих пор	2	3
117	так и	11	3
118	как в	8	3
119	слова как	6	3
120	и для	4	3
121	во всяком	7	3
122	от этого	2	3
123	мы все	2	3
124	в виде	2	3
125	эти слова	2	3
126	т п	23	3
127	далеко не	5	3
128	в той	10	3
129	как только	3	2
130	есть как	3	2
131	бы и	3	2
132	его и	3	2
133	столь же	2	2
134	с другой	5	2
135	и от	4	2
136	из этих	3	2
137	на все	2	2
138	прежде всего	8	2
139	для понимания	2	2
140	такое понимание	2	2
141	же время	12	2
142	при этом	6	2
143	и той	2	2
144	в котором	2	2
145	не является	2	2
146	точка зрения	8	2
147	один из	4	2
148	все они	7	2
149	в их	4	2
150	другой стороны	4	2
151	т д	5	2
152	именно в	3	2
153	те же	2	2
154	образом в	3	2
155	и наконец	4	2
156	время как	2	2
157	и формы	4	2
158	в результате	3	2
159	и с	4	2
160	именно как	2	2
161	конца и	3	2
162	также и	3	2
163	не в	7	2
164	и потому	4	2
165	слово в	10	2
166	но в	8	2
167	а как	2	2
168	с его	4	2
169	он может	2	2
170	в них	6	2
171	лежит в	4	2
172	и к	5	2
173	и эти	2	2
174	ли он	4	2
175	в ее	2	2
176	по существу	3	2
177	а на	2	2
178	тем и	2	2
179	можно сказать	2	2
180	во всех	17	2
181	даже в	2	2
182	и другим	2	2
183	не на	5	2
184	нами в	2	2
185	а с	2	2
186	то время	2	2
187	и эта	2	2
188	хотя бы	3	2
189	почти всегда	3	2
190	и то	2	2
191	и ее	3	2
192	связи с	2	2
193	автор не	4	2
194	ничего не	4	2
