N	2gram	Ircho_Kome_2	FransuaR
1	и в	26	56
2	в его	4	18
3	таким образом	6	17
4	в этом	10	14
5	в том	11	13
6	так и	12	13
7	и его	12	12
8	он был	2	12
9	в то	6	12
10	в этих	4	11
11	как бы	2	11
12	в них	4	11
13	то же	3	11
14	же время	3	10
15	еще не	6	10
16	только в	4	9
17	в самом	4	9
18	но и	10	9
19	и не	14	9
20	том что	9	8
21	по своему	2	8
22	не только	7	8
23	в нем	6	8
24	во всех	3	8
25	сих пор	2	8
26	и их	3	8
27	все это	3	8
28	до сих	2	8
29	и с	5	8
30	в частности	4	7
31	у него	4	7
32	как мы	4	7
33	и на	7	7
34	прежде всего	4	6
35	вовсе не	2	6
36	в ее	2	6
37	в этой	3	6
38	своего времени	2	6
39	в той	2	6
40	той же	3	6
41	потому что	6	6
42	точки зрения	4	6
43	связи с	3	6
44	и все	2	6
45	но в	3	6
46	но не	3	5
47	с его	5	5
48	как и	4	5
49	и другие	2	5
50	одним из	2	5
51	он не	2	5
52	один из	5	5
53	что в	9	5
54	не было	3	5
55	роль в	2	5
56	во время	6	5
57	что это	4	4
58	в духе	2	4
59	того времени	3	4
60	и ее	2	4
61	в качестве	5	4
62	например в	3	4
63	и к	2	4
64	наконец в	2	4
65	в ней	3	4
66	даже в	2	4
67	с одной	2	4
68	того чтобы	6	4
69	в изображении	2	4
70	о том	6	4
71	так как	4	4
72	одна из	2	4
73	в которой	5	4
74	том числе	3	3
75	в своем	6	3
76	в образе	3	3
77	и был	2	3
78	и здесь	6	3
79	так что	5	3
80	здесь в	3	3
81	может быть	11	3
82	одной из	4	3
83	что и	7	3
84	то что	6	3
85	в их	3	3
86	в связи	3	3
87	что для	4	3
88	мы находим	2	3
89	времени в	2	3
90	не в	2	3
91	рядом с	2	3
92	между тем	4	3
93	к его	2	3
94	бы в	2	3
95	если бы	9	2
96	в нашем	2	2
97	друг другу	3	2
98	по всему	3	2
99	с другой	2	2
100	это не	2	2
101	уже в	4	2
102	и во	2	2
103	в других	2	2
104	в одном	2	2
105	к этому	5	2
106	что он	5	2
107	бы и	2	2
108	интерес к	3	2
109	v в	14	2
110	похож на	2	2
111	ни было	2	2
112	и еще	2	2
113	ни в	5	2
114	мы найдем	3	2
115	и хотя	2	2
116	многие из	3	2
117	к концу	3	2
118	а на	2	2
119	то время	3	2
120	когда в	2	2
121	с их	4	2
122	одной стороны	2	2
123	было бы	8	2
124	и сам	3	2
125	в действительности	2	2
126	из них	7	2
127	а в	3	2
128	хотя и	4	2
129	что на	3	2
130	в котором	3	2
131	комедии в	6	2
132	в развитии	2	2
133	все же	4	2
134	действующих лиц	5	2
135	в своей	3	2
136	в мире	2	2
137	вместе с	9	2
138	что она	2	2
139	целый ряд	2	2
140	не может	3	2
141	того как	3	2
142	то ни	2	2
143	нового времени	2	2
144	возможно что	3	2
145	с собой	2	2
146	для того	5	2
147	из которых	3	2
148	к нему	3	2
149	и для	4	2
150	его в	4	2
151	бы то	2	2
152	мы не	2	2
153	от всех	2	2
154	с этой	3	2
155	с тем	5	2
