N	2gram	Bakhtin_Fr_1	Myshleni
1	в процессе	2	27
2	и в	65	25
3	в том	16	23
4	том что	6	20
5	что в	3	17
6	в основе	8	16
7	как и	5	15
8	то что	3	15
9	в его	9	15
10	в этом	15	14
11	может быть	6	13
12	в целом	2	13
13	так как	6	12
14	по своему	8	11
15	как бы	22	10
16	и не	22	10
17	того что	2	10
18	только в	7	10
19	связи с	4	9
20	как в	5	9
21	не является	3	8
22	как мы	6	8
23	речи и	2	8
24	все эти	10	7
25	что мы	2	7
26	по своей	3	7
27	в области	7	7
28	с другой	3	6
29	не в	4	6
30	и у	6	6
31	не может	3	6
32	и на	11	6
33	потому что	5	6
34	в основном	2	6
35	что он	3	6
36	в отношении	6	6
37	но не	2	6
38	не только	10	6
39	все же	6	6
40	в отличие	4	6
41	точки зрения	7	6
42	все это	9	6
43	отличие от	5	6
44	так и	10	5
45	но это	3	5
46	для него	5	5
47	одной стороны	2	5
48	при этом	6	5
49	одним из	2	5
50	уже говорили	7	5
51	на этой	3	5
52	с одной	2	5
53	и по	2	5
54	мы уже	12	5
55	и к	4	5
56	о том	2	5
57	входит в	4	5
58	могут быть	2	5
59	в этой	4	5
60	не могут	3	4
61	в частности	5	4
62	никогда не	6	4
63	в своем	8	4
64	из этих	2	4
65	прежде всего	11	4
66	к тому	2	4
67	из них	4	4
68	но и	10	4
69	от того	2	4
70	друг друга	3	4
71	сказать что	6	4
72	с ним	3	4
73	и все	5	4
74	речевого общения	3	4
75	еще не	6	4
76	он не	2	4
77	приводит к	2	4
78	и это	2	4
79	но на	3	3
80	в себя	3	3
81	связаны с	3	3
82	в самом	4	3
83	и их	3	3
84	его развития	5	3
85	этом отношении	3	3
86	их в	2	3
87	между тем	5	3
88	во всем	2	3
89	его в	7	3
90	в жизни	4	3
91	но как	3	3
92	его к	2	3
93	мы видим	2	3
94	или иной	5	3
95	из основных	2	3
96	наряду с	2	3
97	связь с	5	3
98	между ними	4	3
99	этот вопрос	2	3
100	мы будем	3	2
101	в этих	2	2
102	и одновременно	5	2
103	и от	2	2
104	в тех	3	2
105	исторического развития	2	2
106	для нас	4	2
107	но все	3	2
108	мы и	3	2
109	в новое	3	2
110	хотя и	2	2
111	той или	5	2
112	эти формы	3	2
113	в нем	13	2
114	в свете	2	2
115	где они	3	2
116	поэтому в	2	2
117	и других	3	2
118	от всех	3	2
119	в своих	5	2
120	на его	2	2
121	и здесь	3	2
122	ни на	2	2
123	бы быть	2	2
124	в чисто	2	2
125	с его	5	2
126	всех этих	8	2
127	к жизни	2	2
128	главным образом	6	2
129	в них	5	2
130	на котором	3	2
131	представления о	2	2
132	и во	3	2
133	в одном	5	2
134	конечно в	2	2
135	же в	2	2
136	мы остановимся	4	2
137	в таком	2	2
138	с их	5	2
139	и потому	10	2
140	и особенно	2	2
141	в своей	5	2
142	уже не	3	2
143	и эта	3	2
144	на этот	2	2
145	и для	2	2
146	и его	10	2
147	или в	2	2
148	связан с	3	2
149	говорили что	2	2
150	в себе	3	2
151	они являются	2	2
152	в чем	2	2
