N	3gram	Losev_Prob_1	Vladivir
1	в том что	5	10
2	тем не менее	18	9
3	о том что	5	8
4	с точки зрения	3	6
5	а также и	2	6
6	не может быть	2	6
7	как раз и	7	5
8	в конце концов	4	5
9	и в этом	2	5
10	дело в том	3	5
11	что же касается	3	5
12	более или менее	3	5
13	необходимо сказать что	2	5
14	точно так же	4	4
15	содержит в себе	7	4
16	и то что	2	4
17	также и то	2	3
18	в этом смысле	6	3
19	у нас выше	2	3
20	в истории философии	2	3
21	в то же	4	3
22	во всяком случае	3	3
23	в настоящее время	3	3
24	то что в	3	3
25	вовсе не есть	6	2
26	в данном случае	8	2
27	свидетельствует о том	2	2
28	так же как	2	2
29	не имеет ничего	2	2
30	и не есть	3	2
31	даже и не	2	2
32	в связи с	4	2
33	иметь в виду	3	2
34	сам по себе	7	2
35	в таком случае	6	2
36	ни в каком	3	2
37	ничего общего с	7	2
38	на то что	8	2
39	с другой стороны	3	2
40	а не только	2	2
41	имеет ничего общего	2	2
42	так или иначе	2	2
