N	2gram	Propp_Russ_1	Problema
1	и не	6	28
2	то есть	3	27
3	не только	22	24
4	только в	4	23
5	в виде	6	22
6	в том	17	20
7	и в	36	20
8	не просто	2	16
9	все эти	2	16
10	то что	6	15
11	потому что	10	15
12	у нас	8	14
13	но и	16	14
14	точки зрения	3	14
15	в нашем	2	12
16	том что	19	12
17	с точки	3	11
18	как будто	5	11
19	не менее	3	10
20	тем не	3	10
21	отнюдь не	2	10
22	в качестве	3	10
23	так и	7	10
24	может быть	8	9
25	все это	6	9
26	в этом	12	9
27	таким образом	6	8
28	но в	2	8
29	значит что	2	8
30	это не	10	7
31	еще не	4	7
32	мы не	6	7
33	и потому	2	7
34	то же	3	7
35	а не	2	7
36	и с	2	7
37	в ней	2	7
38	об этом	9	6
39	всех этих	2	6
40	так что	2	6
41	а также	3	6
42	для нас	6	6
43	как и	10	6
44	но это	4	6
45	при этом	6	6
46	как символ	2	6
47	мы имеем	4	6
48	но не	2	5
49	на самом	2	5
50	хотя и	2	5
51	в нем	2	5
52	в целях	3	5
53	вместе с	10	5
54	как в	5	5
55	так же	3	5
56	не может	4	5
57	в них	6	5
58	так как	15	5
59	уже не	6	5
60	или в	2	5
61	в этих	3	5
62	ничего общего	2	5
63	о том	8	5
64	с тем	8	4
65	но даже	2	4
66	в какой	2	4
67	и для	2	4
68	в одном	3	4
69	несмотря на	3	4
70	что она	2	4
71	как бы	5	4
72	не имеет	6	4
73	и т	10	4
74	во всех	4	4
75	с этим	2	4
76	в разных	3	4
77	а в	9	4
78	с ним	2	4
79	в связи	4	3
80	к тому	4	3
81	и более	2	3
82	независимо от	2	3
83	в жизни	2	3
84	с собой	4	3
85	и к	3	3
86	как мы	10	3
87	он был	2	3
88	и как	2	3
89	но все	3	3
90	связи с	4	3
91	между прочим	2	3
92	вплоть до	4	3
93	в его	2	3
94	но она	2	3
95	только для	2	3
96	что и	7	3
97	что в	19	3
98	в своем	3	3
99	т д	9	3
100	не было	2	3
101	всякого рода	3	3
102	тут же	2	3
103	и на	10	3
104	тем что	4	3
105	из них	8	3
106	мы должны	2	3
107	как это	8	3
108	в области	3	3
109	мы можем	2	3
110	но они	3	2
111	до того	2	2
112	в частности	2	2
113	по этому	3	2
114	и непосредственно	2	2
115	между собой	2	2
116	для этого	2	2
117	на все	2	2
118	что именно	2	2
119	что они	7	2
120	они и	2	2
121	не что	2	2
122	для них	3	2
123	в это	3	2
124	что это	3	2
125	к ней	2	2
126	все же	5	2
127	на этой	2	2
128	не будем	3	2
129	с ней	2	2
130	только на	3	2
131	там же	5	2
132	она в	3	2
133	и что	4	2
134	и по	8	2
135	в других	11	2
136	с ними	5	2
137	как они	2	2
138	что иное	2	2
139	далеко не	3	2
140	будто бы	6	2
141	иное как	2	2
142	по содержанию	3	2
