N	2gram	Vygotskiy__3	Istorich
1	и в	38	24
2	что он	11	21
3	не только	12	21
4	и т	14	17
5	т д	4	16
6	может быть	19	14
7	не может	7	14
8	в этих	2	13
9	что в	20	13
10	как в	4	12
11	в этом	13	12
12	и здесь	6	12
13	но и	5	11
14	у него	4	10
15	том что	14	10
16	а в	7	10
17	и что	18	10
18	мы видим	12	10
19	и другие	2	9
20	этот случай	2	9
21	с другой	7	9
22	не в	12	9
23	все же	8	9
24	о том	6	9
25	потому что	14	9
26	показывает что	2	8
27	что и	4	8
28	все это	3	8
29	другой стороны	5	8
30	то же	10	8
31	а не	7	8
32	или в	5	8
33	так как	6	8
34	один из	6	7
35	в том	25	7
36	мы видели	6	7
37	одна из	4	7
38	во всех	4	7
39	то что	35	7
40	вместе с	5	7
41	что здесь	2	7
42	таким образом	12	7
43	тем что	3	6
44	всех этих	2	6
45	с этой	2	6
46	для нас	8	6
47	как и	8	6
48	так же	2	6
49	мы увидим	12	6
50	в нем	4	6
51	он не	6	6
52	и все	10	6
53	того что	4	6
54	только в	4	6
55	что это	10	6
56	в тех	4	5
57	одной стороны	5	5
58	представляют собой	2	5
59	то это	2	5
60	дело не	2	5
61	с одной	6	5
62	что она	16	5
63	здесь мы	4	5
64	с ним	2	5
65	ничего не	2	5
66	в русской	2	5
67	там где	6	5
68	но в	3	5
69	никогда не	4	4
70	что у	7	4
71	вовсе не	8	4
72	он может	2	4
73	по существу	2	4
74	представляет собой	2	4
75	при этом	4	4
76	мы уже	7	4
77	как бы	14	4
78	то и	3	4
79	и не	10	4
80	совершенно ясно	13	4
81	не имеет	6	4
82	мы не	5	4
83	точки зрения	16	4
84	в данном	2	4
85	мы можем	7	4
86	из одного	3	3
87	в качестве	2	3
88	в них	3	3
89	но они	2	3
90	если он	4	3
91	на то	16	3
92	видим что	8	3
93	так что	8	3
94	что они	4	3
95	превратилась в	2	3
96	и если	6	3
97	например в	2	3
98	его в	3	3
99	при помощи	4	3
100	когда он	4	3
101	сих пор	5	3
102	ее в	4	3
103	данном случае	2	3
104	как мы	7	3
105	что за	2	3
106	должны были	2	3
107	мы рассмотрим	2	3
108	она в	3	3
109	и наконец	2	3
110	и даже	4	3
111	и по	2	3
112	и его	6	3
113	но это	3	3
114	к себе	2	3
115	из этих	3	3
116	в конце	2	3
117	того как	3	3
118	как только	3	2
119	перед нами	8	2
120	согласиться с	4	2
121	тому что	6	2
122	думать что	2	2
123	того же	3	2
124	та же	3	2
125	лежит в	2	2
126	к этому	3	2
127	не могут	2	2
128	не можем	4	2
129	и ее	2	2
130	в то	3	2
131	ни в	3	2
132	в ее	7	2
133	что его	2	2
134	говорит о	2	2
135	такое же	3	2
136	в силу	2	2
137	из всего	2	2
138	то время	2	2
139	так например	2	2
140	она не	6	2
141	тот же	3	2
142	было бы	12	2
143	когда она	3	2
144	со своей	2	2
145	в самом	25	2
146	не имеют	2	2
147	он говорит	6	2
148	и о	3	2
149	к ним	3	2
150	к ней	2	2
151	ее так	2	2
152	и когда	5	2
153	в котором	6	2
154	и начал	2	2
155	и тем	3	2
156	из анализа	2	2
157	со стороны	2	2
158	вытекает из	2	2
159	здесь не	3	2
160	уже не	2	2
161	нами в	2	2
162	образом мы	4	2
163	не просто	2	2
164	что не	3	2
165	не так	3	2
166	по его	3	2
167	в которой	5	2
168	как это	6	2
169	увидим что	9	2
170	время как	4	2
171	что по	3	2
172	что этот	4	2
173	сказать что	4	2
174	в основе	3	2
175	из них	6	2
176	в одной	2	2
177	он в	2	2
178	с этим	8	2
179	но он	2	2
180	и на	6	2
181	они не	2	2
182	и другое	4	2
183	в один	3	2
184	что эти	4	2
185	случай из	2	2
186	все эти	4	2
187	и это	8	2
188	конечно не	4	2
189	должен был	2	2
190	до сих	6	2
