N	2gram	Vygotskiy__5	Mirosoze
1	может быть	11	30
2	не только	16	29
3	и в	30	28
4	не может	9	28
5	но и	6	25
6	а не	8	25
7	он не	3	24
8	в этом	14	20
9	у него	3	17
10	не в	8	16
11	потому что	23	16
12	в ней	4	15
13	в своей	4	15
14	и есть	5	14
15	никогда не	9	14
16	он был	2	14
17	до конца	2	14
18	в нем	7	13
19	человека в	3	13
20	и он	2	12
21	и это	8	12
22	для него	3	11
23	в самом	14	11
24	и не	6	11
25	что в	24	10
26	в своем	6	10
27	был бы	5	10
28	прежде всего	4	10
29	и все	4	10
30	что он	17	10
31	было бы	5	10
32	и потому	5	10
33	но он	3	9
34	с тем	8	9
35	в его	4	9
36	не есть	4	9
37	и его	6	9
38	из самых	2	8
39	но не	7	8
40	в котором	2	8
41	того что	8	7
42	в конце	4	7
43	но в	5	7
44	в себе	5	7
45	должна быть	2	6
46	в том	27	6
47	в этой	5	6
48	все это	2	6
49	и на	3	6
50	вместе с	12	6
51	только в	5	6
52	в которой	3	6
53	не могут	3	5
54	это не	3	5
55	весь в	2	5
56	у нас	4	5
57	как и	6	5
58	то что	37	5
59	что есть	2	5
60	на поверхности	2	5
61	уже в	6	4
62	в этих	3	4
63	с этой	2	4
64	не знает	2	4
65	нет в	2	4
66	мог бы	2	4
67	в их	3	4
68	отношения к	2	4
69	а в	4	4
70	увидим что	9	4
71	в которых	2	4
72	точки зрения	7	4
73	чем у	3	4
74	должен был	4	4
75	в них	4	4
76	не как	3	4
77	один из	5	4
78	которых он	2	4
79	это и	2	4
80	от него	4	4
81	что и	3	4
82	есть не	4	4
83	тем что	6	4
84	себя и	2	3
85	заложено в	2	3
86	и вот	2	3
87	к тому	8	3
88	для нас	3	3
89	это есть	3	3
90	это значит	2	3
91	в него	4	3
92	заключает в	4	3
93	должно быть	2	3
94	с этим	2	3
95	так как	9	3
96	это очень	2	3
97	то есть	13	3
98	и с	2	3
99	на этом	6	3
100	с его	2	3
101	он должен	8	3
102	в ее	3	3
103	том что	21	3
104	ничего не	2	3
105	мы увидим	9	3
106	на том	2	3
107	когда он	5	3
108	хотя бы	3	3
109	вопрос о	3	2
110	в свою	3	2
111	о чем	4	2
112	для того	20	2
113	и мы	16	2
114	на этот	3	2
115	в виду	4	2
116	себе и	2	2
117	его с	2	2
118	жизни и	6	2
119	могут быть	8	2
120	отличается от	2	2
121	по отношению	2	2
122	все эти	2	2
123	и что	23	2
124	ему удалось	2	2
125	есть только	2	2
126	время как	2	2
127	сказать что	9	2
128	даже и	2	2
129	как бы	19	2
130	о том	10	2
131	как он	2	2
132	когда мы	6	2
133	бы в	5	2
134	не существует	3	2
135	в основе	7	2
136	с которой	2	2
137	а как	2	2
138	если бы	11	2
139	к этому	3	2
140	мы видим	8	2
141	в то	2	2
142	чем в	2	2
143	как будто	6	2
144	до сих	5	2
145	и к	4	2
146	и когда	9	2
147	еще в	2	2
148	должен быть	2	2
149	все же	7	2
150	по сравнению	4	2
151	сих пор	5	2
152	как в	3	2
153	приводит к	2	2
154	в центре	2	2
155	и самый	2	2
156	в той	3	2
157	того чтобы	20	2
158	и как	7	2
159	и для	6	2
160	к этим	2	2
161	конце концов	2	2
162	он в	2	2
163	в каком	3	2
