N	2gram	Vygotskiy__6	Psycholo
1	то что	28	37
2	и в	28	30
3	в том	28	27
4	что в	17	24
5	и что	6	23
6	потому что	22	23
7	том что	19	21
8	все время	3	20
9	для того	8	20
10	таким образом	18	20
11	того чтобы	10	20
12	как бы	11	19
13	что он	18	17
14	на то	4	17
15	если мы	2	16
16	не только	16	16
17	в самом	8	14
18	в этом	27	14
19	так же	15	13
20	как раз	6	13
21	в сущности	7	12
22	вместе с	7	12
23	показать что	5	12
24	если бы	7	11
25	может быть	13	11
26	как на	3	11
27	что мы	11	11
28	никогда не	8	9
29	с другой	2	9
30	для этого	2	9
31	не может	19	9
32	и то	4	9
33	сказать что	13	9
34	так как	10	9
35	с тем	5	8
36	тому что	11	8
37	мы имеем	4	8
38	он должен	4	8
39	к тому	10	8
40	не в	4	8
41	а не	3	8
42	при этом	3	8
43	того что	24	8
44	сущности говоря	4	8
45	заключается в	7	8
46	самом деле	2	8
47	мы видим	7	8
48	могут быть	5	8
49	по себе	3	7
50	в нем	7	7
51	и как	6	7
52	зависимости от	5	7
53	но не	10	7
54	мы можем	9	7
55	все же	2	7
56	то же	7	7
57	точки зрения	13	7
58	как это	3	7
59	в основе	3	7
60	ясно что	4	6
61	в зависимости	5	6
62	в своем	7	6
63	именно в	4	6
64	как и	6	6
65	что если	2	6
66	что с	3	6
67	же точно	3	6
68	и тем	5	6
69	но и	10	6
70	в совершенно	2	6
71	что все	5	6
72	что оно	7	6
73	и не	11	6
74	и его	3	6
75	и здесь	3	6
76	тем что	8	6
77	мы уже	2	6
78	когда мы	6	6
79	на этом	4	6
80	дело с	2	5
81	только не	3	5
82	совершенно очевидно	3	5
83	в целом	3	5
84	что именно	2	5
85	несмотря на	2	5
86	как мы	10	5
87	в этой	5	5
88	что они	2	5
89	еще не	8	5
90	до сих	3	5
91	было бы	9	5
92	когда он	2	5
93	один из	3	5
94	сих пор	3	5
95	другой стороны	2	5
96	во внимание	2	5
97	в своих	3	5
98	в себе	4	5
99	но в	5	5
100	только в	18	5
101	же самое	6	5
102	бы в	3	5
103	как только	2	4
104	казалось бы	2	4
105	в частности	4	4
106	от него	2	4
107	сравнению с	14	4
108	друг к	3	4
109	и все	5	4
110	этот вопрос	3	4
111	прежде всего	2	4
112	мы могли	12	4
113	у нас	2	4
114	и к	6	4
115	в своей	2	4
116	от того	10	4
117	в его	3	4
118	что всякое	2	4
119	в них	3	4
120	на примере	3	4
121	исходит из	2	4
122	по сравнению	15	4
123	к другу	4	4
124	только на	2	4
125	только что	2	4
126	внимание на	2	4
127	а в	2	4
128	которых мы	2	4
129	там где	7	4
130	действия и	3	4
131	на одном	2	4
132	это противоречие	2	4
133	могли бы	9	4
134	в конце	2	4
135	что эта	2	4
136	должен был	3	4
137	не могли	5	4
138	не могут	5	3
139	и составляет	3	3
140	и другие	2	3
141	была бы	2	3
142	у него	2	3
143	думается что	5	3
144	что у	2	3
145	в состоянии	4	3
146	это не	5	3
147	из этих	3	3
148	именно потому	2	3
149	это в	2	3
150	состоит в	2	3
151	вопрос о	5	3
152	показывает что	7	3
153	самого начала	7	3
154	что на	4	3
155	для нас	2	3
156	с самого	7	3
157	так что	6	3
158	это есть	3	3
159	для него	6	3
160	друг с	5	3
161	имеет место	2	3
162	он не	7	3
163	и между	2	3
164	что и	4	3
165	на его	3	3
166	так и	6	3
167	что при	4	3
168	как в	3	3
169	в их	3	3
170	и только	3	3
171	которое мы	2	3
172	этом отношении	3	3
173	из того	5	3
174	но только	2	3
175	в той	4	3
176	с другом	5	3
177	и наконец	2	3
178	на этот	4	3
179	целый ряд	4	3
180	той же	4	3
181	мы не	6	3
182	можно было	7	3
183	в силу	17	3
184	в психологии	3	3
185	но он	2	3
186	и на	5	3
187	в данном	2	3
188	мы нашли	3	3
189	в другом	2	3
190	мы должны	3	3
191	что нам	2	3
192	в этих	2	3
193	верно что	2	3
194	в каждой	4	3
195	в которой	7	3
196	образом мы	2	3
197	с этой	2	2
198	в отношении	10	2
199	с его	3	2
200	показали что	4	2
201	же как	6	2
202	связи с	3	2
203	знаем что	4	2
204	именно поэтому	2	2
205	представить себе	3	2
206	между собой	9	2
207	нечто такое	2	2
208	отношения между	4	2
209	в одной	4	2
210	с этим	4	2
211	мы называем	2	2
212	в одном	2	2
213	в каждом	3	2
214	этом смысле	2	2
215	это означает	3	2
216	видим в	2	2
217	с помощью	13	2
218	можно сказать	6	2
219	мы знаем	4	2
220	этом случае	2	2
221	до конца	3	2
222	для нашей	2	2
223	и того	4	2
224	по существу	2	2
225	всякий раз	3	2
226	каким образом	2	2
227	чем в	2	2
228	этот закон	2	2
229	очевидно что	3	2
230	бы сказать	2	2
231	того же	7	2
232	одного и	4	2
233	если я	4	2
234	слов и	3	2
235	в нашей	3	2
236	что их	3	2
237	к другому	4	2
238	по самому	2	2
239	на том	2	2
240	как они	2	2
241	и следовательно	4	2
242	в качестве	4	2
243	мог бы	3	2
244	еще в	2	2
245	в котором	2	2
246	нам думается	5	2
247	себе и	2	2
248	но мы	3	2
249	не с	2	2
250	речь в	2	2
251	из них	2	2
252	представляют собой	3	2
253	во всех	4	2
254	входят в	2	2
255	и той	3	2
256	отношения к	3	2
257	все это	2	2
258	отличается от	3	2
259	по отношению	10	2
260	же самую	2	2
261	того как	5	2
262	оба эти	3	2
263	это и	3	2
264	одной и	3	2
265	в себя	3	2
266	приводит к	6	2
267	и другое	2	2
268	с точки	10	2
269	между ними	7	2
270	принять во	2	2
271	время как	5	2
272	в сферу	3	2
273	в которых	2	2
274	в нашем	4	2
275	остается еще	2	2
276	в то	6	2
277	входящий в	2	2
278	ту же	3	2
279	не знает	3	2
280	с несомненностью	4	2
281	которые он	2	2
282	все эти	2	2
283	в прежней	2	2
284	из этого	2	2
285	оказывается совершенно	2	2
286	связь между	4	2
