N	2gram	Bakhtin_Pr_2	Psycholo
1	то что	5	32
2	и в	45	31
3	в том	8	30
4	то есть	50	26
5	что в	6	23
6	может быть	18	22
7	таким образом	11	20
8	при этом	2	19
9	так как	5	18
10	не может	24	17
11	как и	14	16
12	том что	7	16
13	и не	42	16
14	точки зрения	19	15
15	только в	9	14
16	а не	10	13
17	не только	16	13
18	что и	5	13
19	так же	5	12
20	в этом	20	12
21	в самом	13	11
22	могут быть	4	11
23	не в	8	11
24	в области	2	11
25	на то	2	10
26	в сущности	7	10
27	того что	3	10
28	потому что	8	10
29	по себе	8	9
30	ни в	2	9
31	как в	4	9
32	самом деле	4	9
33	никогда не	17	8
34	все это	5	8
35	показать что	2	8
36	и что	2	8
37	что он	7	7
38	есть в	8	7
39	и его	8	7
40	тому как	2	7
41	сказать что	5	7
42	о том	3	7
43	вовсе не	7	6
44	зависимости от	3	6
45	до конца	7	6
46	было бы	4	6
47	если бы	2	6
48	а в	3	6
49	что она	4	6
50	и даже	3	6
51	в его	22	6
52	само по	2	5
53	этой точки	2	5
54	не является	3	5
55	в ее	3	5
56	все же	4	5
57	так что	2	5
58	мы видим	2	5
59	х годов	2	5
60	она не	5	5
61	как бы	15	5
62	в зависимости	3	5
63	в целом	5	5
64	в процессе	2	5
65	и для	2	5
66	то же	5	5
67	подобно тому	2	5
68	в то	5	5
69	в которой	2	4
70	в котором	7	4
71	все время	3	4
72	и другие	4	4
73	в виду	2	4
74	прежде всего	11	4
75	в себе	5	4
76	же как	4	4
77	одна из	3	4
78	у него	6	4
79	формы в	2	4
80	у нас	2	4
81	и о	2	4
82	точка зрения	7	4
83	один из	2	4
84	в этих	4	4
85	со стороны	4	4
86	к этому	4	4
87	те же	2	4
88	и у	2	4
89	в своих	4	4
90	в результате	3	4
91	мы можем	4	4
92	этого слова	2	4
93	там где	6	4
94	как это	2	4
95	мы имеем	2	4
96	уже в	4	3
97	как на	2	3
98	его и	3	3
99	в своем	5	3
100	точку зрения	5	3
101	что у	4	3
102	что все	3	3
103	в каждом	4	3
104	представление о	2	3
105	должна быть	3	3
106	а потому	2	3
107	и к	2	3
108	точек зрения	3	3
109	но это	2	3
110	но не	6	3
111	все что	3	3
112	до сих	2	3
113	из которых	2	3
114	например в	2	3
115	хотя и	2	3
116	он не	9	3
117	сих пор	2	3
118	не есть	2	3
119	жизни и	15	3
120	в своей	6	3
121	и той	3	3
122	так и	3	3
123	и другими	2	3
124	им в	4	3
125	не было	2	3
126	и других	3	3
127	от того	2	3
128	и вот	2	3
129	но только	2	3
130	и по	2	3
131	в таком	3	3
132	в одной	5	3
133	слова в	4	3
134	у меня	3	3
135	может стать	2	3
136	все то	2	3
137	в конце	4	3
138	в художественном	3	3
139	в произведении	5	3
140	что эта	2	3
141	конце концов	3	3
142	но в	6	3
143	в основе	2	2
144	не менее	2	2
145	по самой	2	2
146	сама по	5	2
147	что образ	2	2
148	этом смысле	5	2
149	и как	2	2
150	в них	4	2
151	целом ряде	2	2
152	и от	3	2
153	одного и	2	2
154	человека и	2	2
155	в жизни	3	2
156	с ним	8	2
157	и здесь	2	2
158	быть в	2	2
159	смысле этого	2	2
160	а только	2	2
161	или не	2	2
162	уже не	6	2
163	мы считаем	2	2
164	и потому	6	2
165	себя и	2	2
166	что они	3	2
167	тот же	2	2
168	и их	6	2
169	из которого	2	2
170	и следовательно	7	2
171	далеко не	4	2
172	на почве	4	2
173	даже в	6	2
174	в нем	20	2
175	мы видели	3	2
176	отношение к	8	2
177	из них	9	2
178	зрения на	5	2
179	но и	15	2
180	что же	4	2
181	мысли и	3	2
182	как мы	8	2
183	только что	2	2
184	как раз	6	2
185	нигде не	6	2
186	этом отношении	2	2
187	в голове	2	2
188	этой области	2	2
189	идет о	2	2
190	на основе	2	2
191	тем самым	2	2
192	в науке	2	2
193	к нему	11	2
194	есть только	4	2
195	с точки	9	2
196	от него	3	2
197	что для	2	2
198	отметить что	2	2
199	в чем	2	2
200	ничего не	3	2
201	к ним	3	2
202	как к	2	2
203	их в	7	2
204	и с	7	2
205	бы и	3	2
206	но как	2	2
207	в сознании	2	2
208	бы в	5	2
209	его в	3	2
210	как он	4	2
211	к этой	2	2
212	к идее	3	2
213	в одном	6	2
214	стало быть	3	2
