N	2gram	Bakhtin_fo_2	Psycholo
1	то что	7	44
2	и в	46	33
3	в этом	22	28
4	как бы	10	25
5	потому что	8	24
6	для того	8	23
7	может быть	7	22
8	том что	4	22
9	того чтобы	8	22
10	что в	5	21
11	в том	10	21
12	о том	4	20
13	что он	3	20
14	как это	2	14
15	таким образом	3	13
16	и не	9	13
17	так же	2	13
18	то есть	10	13
19	все это	6	13
20	к тому	3	12
21	и все	6	12
22	так как	6	12
23	было бы	2	12
24	что все	2	11
25	он не	5	11
26	не может	2	10
27	в его	8	10
28	в этой	2	9
29	по себе	2	9
30	то же	8	9
31	в конце	2	8
32	вместе с	9	8
33	в своем	5	7
34	до конца	2	7
35	так что	4	7
36	в нем	5	7
37	и только	2	7
38	не только	11	7
39	это не	2	6
40	в самой	2	6
41	что они	4	6
42	и т	14	6
43	после этого	2	6
44	все эти	5	6
45	и вот	2	6
46	но он	2	6
47	точки зрения	10	6
48	же самое	3	6
49	во время	10	6
50	как на	2	6
51	у него	9	6
52	мы видим	2	6
53	в сущности	2	6
54	а не	4	6
55	в себе	4	6
56	мы будем	3	5
57	никогда не	6	5
58	и как	3	5
59	целый ряд	3	5
60	и на	7	5
61	вовсе не	13	5
62	и совершенно	3	5
63	как он	2	5
64	с ним	4	5
65	с этим	5	5
66	как и	8	5
67	мы уже	9	5
68	и его	12	5
69	о смерти	2	5
70	все же	6	5
71	и это	2	5
72	смысла и	2	4
73	и есть	2	4
74	в частности	5	4
75	друг с	4	4
76	из них	8	4
77	жизни и	8	4
78	для чего	2	4
79	а в	3	4
80	и других	2	4
81	того что	3	4
82	с этой	4	4
83	с тем	2	4
84	на нас	3	4
85	и так	2	4
86	к этому	3	4
87	у нас	2	4
88	утверждает что	2	4
89	и о	2	4
90	ее в	3	4
91	в двух	2	4
92	как мы	6	4
93	с точки	8	4
94	жизнь и	3	4
95	с другом	4	4
96	только в	11	4
97	слова и	3	4
98	и затем	2	3
99	с одной	2	3
100	в мире	4	3
101	тот же	3	3
102	должно быть	5	3
103	на этом	2	3
104	в пределах	5	3
105	но и	9	3
106	и до	2	3
107	конечно не	4	3
108	в уста	2	3
109	не было	3	3
110	не для	2	3
111	здесь мы	3	3
112	в которых	3	3
113	их в	4	3
114	в то	5	3
115	во все	2	3
116	его в	6	3
117	та же	3	3
118	том как	3	3
119	в основе	6	3
120	всех этих	7	3
121	значение имеет	2	3
122	в одном	7	3
123	говорить о	2	3
124	но не	5	3
125	здесь в	6	3
126	до сих	2	3
127	она не	2	3
128	сами по	2	3
129	что и	3	3
130	сих пор	2	3
131	так и	7	3
132	как в	4	3
133	и он	4	3
134	и для	9	3
135	во всяком	2	3
136	от этого	2	3
137	тем что	3	3
138	т п	11	3
139	далеко не	2	3
140	в той	2	3
141	место в	4	2
142	уже в	4	2
143	не был	2	2
144	с другой	2	2
145	в одной	2	2
146	и от	2	2
147	из этих	4	2
148	прежде всего	14	2
149	ее и	2	2
150	одна и	2	2
151	без всякого	2	2
152	же время	4	2
153	при этом	6	2
154	и та	2	2
155	нас это	3	2
156	в виду	3	2
157	в котором	4	2
158	не является	3	2
159	точка зрения	3	2
160	один из	2	2
161	все они	3	2
162	в их	3	2
163	т д	3	2
164	именно в	2	2
165	те же	6	2
166	и наконец	6	2
167	и с	6	2
168	также и	4	2
169	не в	9	2
170	человеческой природы	2	2
171	и потому	2	2
172	почти все	3	2
173	мы имеем	2	2
174	но в	10	2
175	в них	7	2
176	лежит в	2	2
177	и к	2	2
178	по существу	5	2
179	а на	2	2
180	можно сказать	2	2
181	в это	3	2
182	во всех	11	2
183	всего романа	2	2
184	принадлежит к	2	2
185	не на	3	2
186	почти всегда	2	2
187	связи с	8	2
