N	2gram	Vygotskiy__4	Komedia
1	и в	20	22
2	том что	35	12
3	в том	42	11
4	но и	9	11
5	не только	15	10
6	из них	4	10
7	как и	9	9
8	может быть	12	9
9	таким образом	25	8
10	и не	8	8
11	и его	5	8
12	о том	5	8
13	едва ли	2	7
14	в этой	3	7
15	и других	3	7
16	что в	19	6
17	в отношении	10	6
18	что он	6	6
19	к тому	6	6
20	ни в	3	6
21	тому же	6	6
22	такого рода	6	6
23	то же	16	6
24	не в	4	6
25	а в	2	6
26	в которой	3	6
27	уже в	6	5
28	с другой	12	5
29	прежде всего	2	5
30	при этом	12	5
31	мы встречаем	2	5
32	в его	11	5
33	один из	3	5
34	на его	3	5
35	в истории	10	5
36	так и	5	5
37	как в	5	5
38	другой стороны	9	5
39	потому что	12	5
40	между тем	9	5
41	именно в	3	4
42	в их	12	4
43	к этому	4	4
44	ясно что	2	4
45	как мы	13	4
46	что они	14	4
47	в качестве	21	4
48	а также	2	4
49	в нем	2	4
50	что и	9	4
51	тем что	7	4
52	в результате	8	4
53	точки зрения	24	4
54	ли не	2	4
55	так как	10	4
56	но в	3	4
57	мы можем	5	4
58	место в	2	3
59	же как	6	3
60	не менее	3	3
61	все более	2	3
62	идет о	3	3
63	на то	5	3
64	как из	2	3
65	и как	9	3
66	по своему	4	3
67	первую очередь	4	3
68	тот же	9	3
69	одной стороны	9	3
70	одной из	3	3
71	в начале	2	3
72	и у	2	3
73	в частности	5	3
74	у него	2	3
75	речь идет	5	3
76	даже в	2	3
77	все же	5	3
78	в целом	11	3
79	к этим	2	3
80	так же	11	3
81	того как	2	3
82	этом отношении	7	3
83	с одной	9	3
84	здесь мы	2	3
85	и на	6	3
86	в этом	24	3
87	и с	4	3
88	в виде	3	3
89	могут быть	7	3
90	только в	10	3
91	его в	6	3
92	в чем	3	3
93	как это	9	3
94	в сознании	4	3
95	к которому	3	3
96	в известном	2	2
97	и здесь	2	2
98	столь же	3	2
99	и во	3	2
100	на все	3	2
101	указывает на	2	2
102	в свою	2	2
103	в следующем	2	2
104	мы найдем	2	2
105	раз в	2	2
106	мы видели	6	2
107	в действии	5	2
108	такой же	2	2
109	на этом	3	2
110	собой и	2	2
111	но не	3	2
112	того же	9	2
113	как известно	3	2
114	по одному	3	2
115	еще не	2	2
116	было бы	8	2
117	в действительности	5	2
118	в самом	6	2
119	в первую	4	2
120	которую он	2	2
121	всяком случае	3	2
122	и тем	8	2
123	видеть в	2	2
124	то что	15	2
125	наряду с	3	2
126	вместе с	8	2
127	со стороны	3	2
128	вслед за	2	2
129	только что	4	2
130	в настоящем	3	2
131	в сущности	4	2
132	не может	6	2
133	которую можно	2	2
134	к нему	2	2
135	в силу	6	2
136	почти всегда	3	2
137	нас в	3	2
138	тем как	3	2
139	во всяком	4	2
140	в себе	10	2
141	по своей	6	2
142	ту же	2	2
143	же самое	7	2
144	на нем	2	2
145	отличие от	2	2
146	в области	4	2
