N	2gram	Vinokur_St_1	Tvorches
1	и в	44	21
2	как бы	4	17
3	в то	9	15
4	в его	9	13
5	то же	5	13
6	что в	30	12
7	как и	9	12
8	же время	4	12
9	то есть	2	12
10	том что	29	11
11	все это	5	10
12	как в	13	8
13	он не	2	8
14	то что	18	8
15	у него	2	7
16	в том	36	7
17	тем самым	2	7
18	при этом	2	7
19	не только	18	7
20	и не	16	7
21	но в	10	7
22	что он	10	6
23	и все	2	6
24	не менее	5	6
25	для него	6	6
26	в котором	5	6
27	а в	17	6
28	и его	8	6
29	в этом	21	6
30	о том	17	6
31	вовсе не	19	5
32	а не	16	5
33	но это	6	5
34	может быть	15	5
35	в этой	11	5
36	все же	8	5
37	таким образом	7	5
38	хотя бы	6	5
39	в своих	2	5
40	потому что	6	5
41	как будто	4	5
42	только в	10	5
43	в своем	2	4
44	прежде всего	7	4
45	в целом	5	4
46	своего рода	3	4
47	в своей	6	4
48	не может	8	4
49	это не	8	4
50	на эту	4	4
51	не существует	3	3
52	уже в	2	3
53	никогда не	5	3
54	с другой	9	3
55	что все	2	3
56	в каждом	3	3
57	представление о	4	3
58	я не	7	3
59	это в	4	3
60	говорит о	3	3
61	это и	4	3
62	но не	3	3
63	со всеми	2	3
64	в самом	7	3
65	той же	5	3
66	но если	4	3
67	даже в	3	3
68	в нем	5	3
69	и т	30	3
70	жизни и	5	3
71	не по	3	3
72	но и	10	3
73	дело не	4	3
74	по мнению	3	3
75	на самом	6	3
76	того что	9	3
77	и даже	5	3
78	и по	5	3
79	так же	5	3
80	в которой	4	3
81	и с	3	3
82	в виде	3	3
83	в россии	4	3
84	дело в	6	3
85	так как	5	3
86	ни на	2	3
87	в основе	3	2
88	может не	2	2
89	такой же	5	2
90	на эти	7	2
91	а как	2	2
92	в частности	4	2
93	в этих	2	2
94	в качестве	4	2
95	по крайней	2	2
96	у пушкина	8	2
97	стремление к	3	2
98	второй части	2	2
99	что и	6	2
100	крайней мере	2	2
101	об этом	3	2
102	так что	6	2
103	не в	12	2
104	то в	3	2
105	того же	3	2
106	из них	8	2
107	в первой	12	2
108	следовало бы	2	2
109	в ней	3	2
110	же и	4	2
111	ли в	2	2
112	если в	2	2
113	гораздо более	4	2
114	и тем	3	2
115	тем не	2	2
116	во второй	9	2
117	данном случае	6	2
118	так и	9	2
119	вряд ли	5	2
120	говорит что	3	2
121	как к	3	2
122	что для	3	2
123	именно в	6	2
124	еще более	4	2
125	в двух	3	2
126	мы находим	4	2
127	что она	4	2
128	справедливо указывает	2	2
129	самом деле	11	2
130	что не	3	2
131	и у	2	2
132	за то	3	2
133	что как	2	2
134	свидетельствует о	2	2
135	сказать что	7	2
136	больше чем	2	2
137	в первом	2	2
138	могут быть	5	2
139	но он	2	2
140	в данном	14	2
141	в себе	2	2
142	т п	9	2
143	о котором	2	2
144	не знает	2	2
145	при помощи	2	2
146	в чем	3	2
147	говорит об	2	2
148	нет ни	2	2
149	значит что	3	2
