N	2gram	Bakhtin_Pr_3	Myslijsy
1	потому что	5	46
2	то есть	48	34
3	в том	14	32
4	и в	53	30
5	может быть	12	28
6	то же	6	23
7	не только	4	21
8	только в	4	21
9	но и	7	19
10	том что	5	18
11	то что	9	18
12	что в	2	17
13	в себе	5	16
14	в сознании	2	15
15	не в	2	15
16	и не	15	15
17	а не	11	15
18	таким образом	6	14
19	что и	3	13
20	так как	7	13
21	вместе с	2	12
22	а в	2	12
23	так и	6	11
24	как и	11	10
25	как в	7	10
26	в этом	8	10
27	в то	5	10
28	было бы	5	9
29	в нем	10	9
30	мы не	4	9
31	между тем	2	9
32	в самом	2	8
33	в ней	7	8
34	смысле этого	2	7
35	и без	3	7
36	с другой	2	7
37	вовсе не	3	7
38	как мы	5	7
39	но не	5	7
40	тем что	2	7
41	что он	4	6
42	но это	3	6
43	с этим	2	6
44	из них	4	6
45	например в	5	6
46	не может	2	6
47	с ним	2	6
48	уже в	2	5
49	в них	2	5
50	человека и	7	5
51	же время	5	5
52	еще не	5	5
53	если б	7	5
54	и тем	2	5
55	не менее	3	5
56	по отношению	2	5
57	к одному	2	5
58	с другими	3	5
59	сказать что	10	5
60	что я	2	5
61	слова и	3	5
62	что это	2	4
63	и от	3	4
64	мы видели	2	4
65	для понимания	2	4
66	что именно	2	4
67	в смысле	2	4
68	все это	8	4
69	в его	8	4
70	себя и	2	4
71	тем более	2	4
72	один из	6	4
73	и его	10	4
74	он не	3	4
75	не было	4	4
76	все равно	4	4
77	с какою	2	4
78	и по	3	4
79	быть только	2	4
80	мы должны	4	4
81	в один	2	4
82	далеко не	2	4
83	и это	3	4
84	и потому	5	4
85	слово в	2	4
86	место в	2	3
87	могут быть	4	3
88	прежде всего	15	3
89	и все	10	3
90	в образе	3	3
91	к этому	4	3
92	связь с	2	3
93	тем не	2	3
94	именно в	2	3
95	есть в	3	3
96	более или	3	3
97	мы можем	5	3
98	до сих	5	3
99	можно сказать	8	3
100	при этом	3	3
101	действительности и	2	3
102	как бы	14	3
103	или менее	3	3
104	человеческой жизни	3	3
105	в таком	2	3
106	в каждом	4	3
107	и на	18	3
108	образом в	2	3
109	говорить о	2	3
110	в начале	2	3
111	и вообще	3	3
112	не знает	4	3
113	его в	2	3
114	здесь как	3	3
115	в которой	2	3
116	не то	3	3
117	это было	3	3
118	сих пор	5	3
119	во многом	2	2
120	перед нами	5	2
121	прежде чем	2	2
122	каждого из	2	2
123	так например	2	2
124	между людьми	3	2
125	на все	2	2
126	в собственном	2	2
127	отношение к	6	2
128	одной из	4	2
129	идеи и	3	2
130	в ее	3	2
131	мы видим	2	2
132	от него	3	2
133	по своему	6	2
134	в большей	2	2
135	и тот	3	2
136	уже на	2	2
137	несмотря на	2	2
138	и если	3	2
139	или на	2	2
140	на его	3	2
141	и той	2	2
142	мысли о	2	2
143	мы уже	5	2
144	жизни и	9	2
145	в своей	3	2
146	образов и	4	2
147	что уже	2	2
148	и до	5	2
149	собственном смысле	2	2
150	в их	2	2
151	в форме	6	2
152	в разных	4	2
153	и наконец	2	2
154	ко всем	2	2
155	и даже	2	2
156	идеи в	2	2
157	и чувствовать	2	2
158	той же	5	2
159	их в	2	2
160	точки зрения	4	2
161	еще раз	5	2
162	а между	2	2
163	о том	2	2
164	так сказать	5	2
165	внешнюю форму	2	2
166	в области	3	2
167	нет ни	2	2
168	и с	6	2
