N	2gram	Propp_Isto_1	formyVre
1	и в	28	46
2	в этом	8	22
3	прежде всего	10	14
4	и т	25	14
5	вовсе не	2	13
6	и его	3	12
7	только в	11	11
8	не только	12	11
9	во всех	2	11
10	во время	3	10
11	в том	9	10
12	как бы	2	10
13	но в	8	10
14	не в	9	9
15	вместе с	6	9
16	но и	10	9
17	и не	9	9
18	и для	4	9
19	в связи	4	8
20	смерть и	2	8
21	связи с	4	8
22	как и	4	8
23	в его	5	8
24	то же	12	8
25	потому что	4	8
26	из них	3	8
27	в основном	2	8
28	всех этих	2	7
29	в одном	5	7
30	может быть	25	7
31	то что	9	7
32	так и	9	7
33	и на	4	7
34	никогда не	14	6
35	при этом	3	6
36	как мы	3	6
37	здесь в	2	6
38	еще не	7	6
39	его в	6	6
40	все же	10	6
41	все это	4	6
42	в особенности	2	6
43	в основе	4	6
44	так как	6	6
45	и с	4	6
46	в частности	2	5
47	в своем	5	5
48	с этим	4	5
49	связанные с	2	5
50	по существу	5	5
51	в дальнейшем	5	5
52	в пределах	4	5
53	в то	3	5
54	но не	5	5
55	он не	2	5
56	и др	7	5
57	в нем	2	5
58	что в	12	5
59	все эти	4	5
60	должно быть	2	5
61	в образе	3	4
62	с ним	2	4
63	значение и	2	4
64	том что	7	4
65	так что	4	4
66	что они	5	4
67	с другом	3	4
68	друг с	4	4
69	в котором	3	4
70	и их	3	4
71	конечно не	2	4
72	как в	2	4
73	в эпоху	2	4
74	отношения к	2	4
75	а не	15	4
76	и он	3	4
77	также и	3	4
78	их в	5	4
79	в себе	2	4
80	о том	9	4
81	мы будем	5	3
82	мы еще	3	3
83	к этому	2	3
84	как уже	2	3
85	к тому	6	3
86	на первый	2	3
87	ему в	3	3
88	что он	10	3
89	а затем	2	3
90	и как	2	3
91	в качестве	5	3
92	в большинстве	4	3
93	для него	2	3
94	тот же	2	3
95	том как	2	3
96	точка зрения	2	3
97	что и	6	3
98	ее в	5	3
99	всего в	2	3
100	в форме	3	3
101	т д	22	3
102	не на	2	3
103	и другие	4	3
104	таким образом	8	3
105	в их	3	3
106	уже не	3	3
107	здесь мы	7	3
108	того что	4	3
109	и даже	4	3
110	и по	3	3
111	а в	7	3
112	на основе	5	3
113	тем что	3	3
114	в другом	3	3
115	же самое	3	3
116	в этих	7	3
117	большинстве случаев	4	3
118	на смерть	2	3
119	на этом	3	2
120	только для	2	2
121	на котором	3	2
122	с другой	6	2
123	это не	7	2
124	эти формы	3	2
125	их не	2	2
126	по себе	3	2
127	очень часто	3	2
128	именно в	3	2
129	мы видим	11	2
130	в этой	6	2
131	с тем	4	2
132	между ними	2	2
133	и пр	4	2
134	было бы	7	2
135	наряду с	3	2
136	к ним	4	2
137	и потому	2	2
138	один из	4	2
139	сих пор	5	2
140	мы видели	2	2
141	в некоторых	2	2
142	находится в	4	2
143	не может	15	2
144	здесь не	4	2
145	и только	2	2
146	с одной	4	2
147	и вот	2	2
148	так же	7	2
149	представлений о	3	2
150	в иной	4	2
151	о смерти	6	2
152	но это	4	2
153	от этого	2	2
154	и от	2	2
155	мы имеем	13	2
156	могут быть	4	2
157	что здесь	5	2
158	не знает	5	2
159	как он	2	2
160	там где	4	2
161	как это	3	2
162	и должно	3	2
163	до сих	5	2
