N	2gram	Voloshinov_2	Hudozhes
1	том что	10	16
2	и в	19	14
3	так и	10	13
4	а не	9	12
5	в том	7	12
6	не только	13	12
7	при этом	9	12
8	о том	3	12
9	прежде всего	7	11
10	в этом	15	11
11	в себе	4	11
12	для него	9	10
13	в своей	3	10
14	у него	2	9
15	что он	4	9
16	как и	9	9
17	в качестве	3	9
18	то же	16	9
19	то что	4	8
20	же время	8	8
21	отношению к	8	8
22	по отношению	8	8
23	между тем	6	8
24	в этой	3	8
25	в то	8	8
26	в его	5	8
27	ничего не	4	8
28	это не	4	7
29	к тому	6	7
30	не в	10	7
31	еще не	3	7
32	как бы	19	7
33	не может	18	7
34	именно в	2	7
35	а в	3	7
36	никогда не	7	6
37	что в	2	6
38	было бы	4	6
39	перед нами	3	5
40	с его	8	5
41	в этих	3	5
42	может быть	28	5
43	только в	8	5
44	и он	2	5
45	но и	10	5
46	жизни и	2	5
47	самом деле	9	5
48	друг друга	2	5
49	и его	16	5
50	ни в	6	5
51	точки зрения	17	5
52	но в	7	5
53	связи с	13	4
54	тому что	4	4
55	в своем	2	4
56	столь же	3	4
57	к другому	5	4
58	и от	3	4
59	и все	6	4
60	на то	4	4
61	мы уже	6	4
62	в самом	6	4
63	и о	2	4
64	в ней	3	4
65	себя в	2	4
66	первой главы	2	4
67	этой связи	4	4
68	как раз	4	4
69	не было	3	4
70	того что	4	4
71	только что	3	4
72	он не	3	4
73	и это	3	4
74	и с	2	4
75	но не	2	3
76	если бы	11	3
77	отнюдь не	8	3
78	в следующей	2	3
79	с этим	3	3
80	как мы	15	3
81	в ее	3	3
82	от него	2	3
83	в пределах	10	3
84	не имеют	3	3
85	для себя	4	3
86	в нем	11	3
87	все же	5	3
88	следующей главе	2	3
89	приводит к	2	3
90	в связи	7	3
91	и для	7	3
92	все эти	3	3
93	лишь в	14	3
94	того чтобы	6	3
95	и даже	2	3
96	с точки	13	3
97	в таком	7	3
98	тем что	2	3
99	однако и	2	3
100	и на	5	3
101	его в	7	3
102	уже знаем	2	2
103	установкой на	2	2
104	в одной	2	2
105	и потому	2	2
106	вопрос о	2	2
107	или иного	2	2
108	по себе	3	2
109	мы знаем	2	2
110	для всего	3	2
111	да и	3	2
112	в другом	3	2
113	одна из	7	2
114	об одном	2	2
115	до конца	2	2
116	в данной	4	2
117	внутреннего мира	2	2
118	одной из	3	2
119	только на	4	2
120	в начале	2	2
121	значительной степени	2	2
122	для других	3	2
123	слова как	2	2
124	каждого человека	2	2
125	сих пор	3	2
126	в форме	5	2
127	в их	5	2
128	влияние на	4	2
129	а с	2	2
130	не знает	2	2
131	и не	19	2
132	на самом	7	2
133	они не	2	2
134	в значительной	2	2
135	в системе	2	2
136	что не	2	2
137	в речи	2	2
138	того или	2	2
139	не имеет	3	2
140	должно быть	3	2
141	речь в	4	2
142	той же	3	2
143	на основе	3	2
144	с ними	4	2
145	как от	2	2
146	слова в	8	2
147	не следует	2	2
148	но как	2	2
149	так сказать	14	2
150	мы не	2	2
151	до сих	3	2
