N	2gram	Tiupa_Vved_1	Narrotol
1	не только	20	31
2	но и	19	27
3	и не	12	23
4	при этом	26	19
5	может быть	18	15
6	в частности	13	14
7	в качестве	8	14
8	в тексте	10	13
9	как и	11	13
10	а не	15	13
11	а в	6	13
12	только в	6	12
13	в этом	21	12
14	и в	13	11
15	в данном	13	11
16	состоит в	10	10
17	такого рода	16	10
18	своего рода	10	10
19	и его	5	10
20	тогда как	10	10
21	времени и	7	9
22	то что	6	9
23	во времени	2	9
24	то есть	8	9
25	то же	5	8
26	в том	10	8
27	событийного опыта	4	8
28	данном случае	6	8
29	со стороны	5	8
30	и т.п	9	8
31	не может	7	8
32	уже не	5	8
33	иначе говоря	6	8
34	в рассказе	6	8
35	представляет собой	15	8
36	если бы	7	7
37	том что	7	7
38	но в	6	7
39	и т.д	5	6
40	одного из	3	6
41	к тому	6	6
42	об этом	4	6
43	а также	8	6
44	не в	6	6
45	в самом	2	6
46	как бы	4	6
47	один из	3	6
48	жизни и	7	6
49	как раз	2	6
50	тому же	4	6
51	вольф шмид	4	6
52	во втором	2	6
53	современной нарратологии	4	6
54	в себе	5	6
55	в его	4	6
56	действующих лиц	2	5
57	перед нами	6	5
58	несобственно-прямой речи	2	5
59	можно сказать	4	5
60	в соответствии	6	5
61	той или	3	5
62	точка зрения	3	5
63	событийный статус	6	5
64	в своей	5	5
65	так и	8	5
66	тем самым	5	5
67	и на	3	5
68	потому что	5	5
69	между двумя	3	5
70	как правило	6	5
71	повествуемого мира	6	5
72	слова в	2	4
73	рассказываемой истории	4	4
74	о чем	2	4
75	никогда не	4	4
76	из этих	3	4
77	с позиции	2	4
78	в литературе	2	4
79	или иной	3	4
80	кадры ментального	2	4
81	что на	2	4
82	соответствии с	6	4
83	и судия	2	4
84	все же	6	4
85	для него	3	4
86	но не	5	4
87	же время	3	4
88	нарративного текста	5	4
89	прежде всего	7	4
90	еще не	7	4
91	у нее	2	4
92	имеет место	4	4
93	в ней	4	4
94	и тем	2	4
95	в нем	5	4
96	в мире	8	4
97	этом и	2	4
98	в первом	2	4
99	статус события	3	4
100	по себе	2	4
101	как в	4	4
102	внимание на	3	4
103	так в	4	4
104	эпизоды и	2	4
105	того что	6	4
106	истории в	5	4
107	в речи	2	4
108	чужого слова	3	4
109	являет собой	2	4
110	или не	2	4
111	хотя и	7	4
112	однако и	2	4
113	в то	4	4
114	ментального видения	4	4
115	о том	5	4
116	нарративных структур	2	4
117	одна из	4	4
118	в сознании	4	4
119	мира в	8	4
120	не существует	2	3
121	не менее	4	3
122	тому как	2	3
123	по мысли	5	3
124	но они	2	3
125	повествования и	3	3
126	что в	3	3
127	однако в	4	3
128	в нашем	6	3
129	по большей	3	3
130	в своем	5	3
131	текста в	3	3
132	нарративной истории	2	3
133	это не	6	3
134	повествования в	2	3
135	в нарратологии	2	3
136	создает эффект	2	3
137	вольфа шмида	3	3
138	в жизни	4	3
139	не всегда	2	3
140	большей части	3	3
141	художественного письма	7	3
142	повествовательного текста	3	3
143	сводится к	4	3
144	тем не	3	3
145	начало и	2	3
146	различного рода	3	3
147	в начале	3	3
148	когда в	2	3
149	в противовес	3	3
150	в целом	3	3
151	событийности в	4	3
152	самом деле	3	3
153	человеческого опыта	6	3
154	картины мира	5	3
155	может служить	4	3
156	при всей	2	3
157	он не	3	3
158	еще в	2	3
159	при которой	3	3
160	из участников	2	3
161	не является	3	3
162	повествуемой истории	4	3
163	отношению к	7	3
164	начала и	2	3
165	в ходе	2	3
166	современная нарратология	4	3
167	в современной	3	3
168	свидетель и	2	3
169	или напротив	2	3
170	текста персонажа	3	3
171	по отношению	7	3
172	в центре	2	3
173	быть не	4	3
174	начиная с	3	3
175	не было	2	3
176	этом отношении	4	3
177	о них	3	3
178	лишь в	2	3
179	но при	5	3
180	нарративных кадров	4	3
181	едва ли	3	3
182	и конец	2	3
183	нарративные практики	3	3
184	в слове	3	3
185	мы не	4	3
186	о ней	4	3
187	также и	4	3
188	их в	2	3
189	и с	2	3
190	подобно тому	2	3
191	презентация наррации	3	3
192	в финале	2	3
193	исходя из	2	3
194	как будто	4	3
195	и все	4	3
196	представляют собой	3	3
197	присутствия в	7	3
198	в состав	4	3
199	всего лишь	5	3
200	могло бы	3	3
201	мы имеем	5	3
202	стало быть	7	3
203	несколькими социально-языковыми	2	2
204	художественного высказывания	2	2
205	в едином	3	2
206	первобытного человека	2	2
207	зависит от	2	2
208	вокруг нас	2	2
209	главное действующее	2	2
210	форма речи	2	2
211	отрезка жизни	2	2
212	персонажа или	3	2
213	и составляет	3	2
214	второй эпизод	2	2
215	изменение состояния	2	2
216	для них	3	2
