N	2gram	Losev_Prob_4	Formalny
1	и не	28	30
2	вовсе не	21	28
3	и в	20	27
4	может быть	9	25
5	не может	5	24
6	так и	10	21
7	и его	10	19
8	таким образом	8	18
9	в этом	9	18
10	а не	7	17
11	точки зрения	14	16
12	самом деле	3	16
13	в нем	5	15
14	то же	7	15
15	на самом	5	14
16	как и	6	14
17	с точки	11	14
18	не в	13	12
19	если бы	8	12
20	и от	6	11
21	в самом	2	11
22	в жизни	3	11
23	и т	4	11
24	но и	14	10
25	так как	5	9
26	не только	24	9
27	так же	5	9
28	что в	3	8
29	ни в	17	8
30	при этом	6	8
31	в пределах	2	8
32	как бы	4	8
33	отнюдь не	10	8
34	и все	8	8
35	то что	15	8
36	как раз	4	8
37	как мы	3	8
38	только в	23	8
39	не менее	10	7
40	в том	20	7
41	все это	9	7
42	потому что	15	7
43	в то	4	7
44	его в	2	7
45	с тем	4	7
46	для них	2	7
47	совершенно не	3	7
48	в его	3	7
49	если мы	5	7
50	все время	2	6
51	с другой	7	6
52	всяком случае	4	6
53	т д	3	6
54	все эти	16	6
55	но в	8	6
56	в литературе	2	6
57	что он	8	6
58	еще не	7	6
59	было бы	14	6
60	действительности и	5	6
61	все же	2	6
62	в своей	4	6
63	хотя бы	7	6
64	и для	4	6
65	в данном	6	6
66	во всяком	8	6
67	и ее	4	6
68	вместе с	5	6
69	независимо от	3	5
70	что именно	2	5
71	зависимости от	3	5
72	ни было	2	5
73	что они	2	5
74	того чтобы	2	5
75	не является	10	5
76	друг друга	2	5
77	другой стороны	6	5
78	в ней	7	5
79	в результате	8	5
80	в истории	3	5
81	в художественном	4	5
82	в зависимости	3	5
83	но не	5	5
84	и потому	7	5
85	тем что	3	5
86	связи с	3	5
87	уже в	4	4
88	прежде всего	11	4
89	в смысле	5	4
90	к тому	3	4
91	он был	3	4
92	да и	5	4
93	и как	3	4
94	для того	3	4
95	же и	3	4
96	и является	3	4
97	жизни и	5	4
98	данном случае	5	4
99	в связи	3	4
100	о том	5	4
101	как это	3	4
102	мы можем	3	4
103	между собой	2	4
104	по себе	11	4
105	не есть	12	4
106	в ее	5	4
107	том что	12	4
108	в корне	2	4
109	конечно не	3	4
110	ориентации в	3	4
111	как в	5	4
112	только на	2	4
113	мы не	7	4
114	из этого	3	4
115	бы и	3	3
116	что это	2	3
117	в этих	5	3
118	в какой	4	3
119	столь же	2	3
120	это не	7	3
121	в конце	2	3
122	можно сказать	5	3
123	является для	3	3
124	для нас	6	3
125	в виду	6	3
126	и тем	7	3
127	и что	2	3
128	и на	3	3
129	никак не	4	3
130	сказать что	7	3
131	и с	7	3
132	к его	3	3
133	и более	3	3
134	жизни в	2	3
135	в них	5	3
136	сливаются в	3	3
137	ясно что	7	3
138	в условиях	3	3
139	у нас	14	3
140	они и	2	3
141	того же	2	3
142	же самое	6	3
143	во всех	4	3
144	нет и	2	3
145	дело с	2	3
146	в той	8	3
147	уже не	5	3
148	всех других	2	3
149	жизнь и	4	3
150	функции в	2	3
151	то мы	2	3
152	то он	2	3
153	в себе	12	3
154	для этого	2	2
155	в отношении	4	2
156	но так	2	2
157	вообще не	3	2
158	же деле	2	2
159	была бы	2	2
160	на все	2	2
161	или иной	13	2
162	всех этих	6	2
163	находятся в	2	2
164	но это	6	2
165	в этой	4	2
166	является не	2	2
167	как о	3	2
168	смысле слова	15	2
169	и очень	5	2
170	но если	6	2
171	не являются	2	2
172	в котором	2	2
173	только один	2	2
174	учение о	3	2
175	нам кажется	2	2
176	из них	3	2
177	дело не	3	2
178	что она	4	2
179	отличается от	4	2
180	в своем	3	2
181	и только	4	2
182	можно только	2	2
183	но эта	2	2
184	в самой	4	2
185	весь этот	2	2
186	и даже	9	2
187	чем же	3	2
188	бы быть	2	2
189	том как	2	2
190	с его	2	2
191	сознания и	3	2
192	только не	4	2
193	этом смысле	3	2
194	перестает быть	2	2
195	однако в	2	2
196	и во	4	2
197	стороны и	2	2
198	является и	3	2
199	с ее	2	2
200	говорить о	2	2
201	и притом	2	2
202	обойтись без	2	2
203	то в	2	2
204	самом же	2	2
205	так чтобы	2	2
206	и тогда	2	2
207	мы должны	3	2
208	кажется что	2	2
209	одной из	4	2
210	в целях	5	2
211	за пределы	2	2
212	ни с	4	2
213	мы ни	2	2
214	существуют в	2	2
215	сами по	2	2
216	что и	3	2
217	тем не	10	2
218	совсем другое	2	2
219	на земле	2	2
220	это и	4	2
221	человека в	3	2
222	чтобы не	2	2
223	в таком	6	2
224	художественной структуры	2	2
225	это можно	2	2
226	это значит	10	2
227	правда в	3	2
228	в каком	6	2
229	ни взяли	2	2
230	и это	2	2
231	дело в	2	2
232	без всякой	2	2
233	здесь не	7	2
234	в области	3	2
