N	2gram	Voloshinov_1	Tvorches
1	и в	13	20
2	не только	6	13
3	никогда не	3	11
4	как бы	6	11
5	в его	7	10
6	таким образом	6	10
7	и его	12	9
8	и не	8	9
9	прежде всего	9	8
10	в том	2	8
11	при этом	2	8
12	но и	3	8
13	может быть	8	8
14	в этом	2	8
15	что в	3	7
16	не может	8	7
17	то же	4	7
18	как и	3	6
19	в целом	2	6
20	в своей	4	6
21	так и	3	6
22	все это	4	6
23	а не	2	6
24	все же	5	5
25	так же	2	5
26	мы не	4	4
27	том что	2	4
28	мы видим	2	4
29	соответствии с	2	4
30	что они	2	4
31	как в	2	4
32	все эти	2	4
33	не в	3	4
34	а в	2	4
35	в чем	2	4
36	если бы	2	4
37	но в	4	4
38	превращается в	3	3
39	с этой	2	3
40	отношению к	3	3
41	и отчасти	2	3
42	для него	2	3
43	своего рода	2	3
44	в самом	2	3
45	и др	2	3
46	не является	4	3
47	в нем	2	3
48	то что	6	3
49	в их	3	3
50	по отношению	3	3
51	так как	3	3
52	тем что	2	3
53	в своих	2	3
54	в себе	3	3
55	нет ничего	2	3
56	между тем	2	3
57	уже в	2	2
58	не менее	2	2
59	точку зрения	3	2
60	с другой	2	2
61	в одном	3	2
62	вовсе не	2	2
63	в этот	2	2
64	и ее	2	2
65	в ее	3	2
66	в искусстве	3	2
67	более того	2	2
68	в которую	2	2
69	в процессе	5	2
70	к анализу	2	2
71	самом деле	3	2
72	и наконец	5	2
73	другой стороны	2	2
74	роль в	2	2
75	с ними	2	2
76	не столько	3	2
77	могут быть	2	2
78	в которой	3	2
79	говорить о	3	2
80	только в	6	2
81	но ведь	5	2
82	героя и	2	2
