N	2gram	Bakhtin_Pr_3	Problema
1	и в	53	30
2	в своей	3	22
3	то есть	48	21
4	то что	9	18
5	не только	4	18
6	том что	5	17
7	в этом	8	17
8	и даже	2	14
9	но и	7	13
10	таким образом	6	13
11	потому что	5	13
12	в том	14	12
13	в его	8	12
14	и не	15	12
15	также и	4	12
16	о том	2	12
17	точки зрения	4	10
18	на земле	14	9
19	сказать что	10	9
20	но в	5	9
21	и вообще	3	9
22	только в	4	9
23	и все	10	9
24	в конце	3	8
25	вовсе не	3	8
26	хотя и	4	8
27	с точки	2	8
28	никогда не	2	7
29	что он	4	7
30	как и	11	7
31	в дальнейшем	7	7
32	но не	5	7
33	может быть	12	7
34	вместе с	2	7
35	на землю	4	7
36	так и	6	7
37	говорит о	2	7
38	до нас	2	7
39	в связи	2	7
40	мы находим	2	7
41	не в	2	7
42	здесь не	4	7
43	с другой	2	6
44	прежде всего	15	6
45	можно сказать	8	6
46	уже у	3	6
47	несмотря на	2	6
48	и для	4	6
49	как бы	14	6
50	в нем	10	6
51	что и	3	6
52	а в	2	6
53	и его	10	6
54	и на	18	6
55	его в	2	6
56	так как	7	6
57	не менее	3	5
58	что в	2	5
59	в которой	2	5
60	тем не	2	5
61	в самом	2	5
62	и их	2	5
63	не может	2	5
64	а не	11	5
65	и у	7	5
66	но он	2	5
67	и с	6	5
68	мы можем	5	5
69	жизни в	3	4
70	нового времени	8	4
71	человека и	7	4
72	все еще	3	4
73	в смысле	2	4
74	при этом	3	4
75	того же	2	4
76	было бы	5	4
77	и к	5	4
78	даже и	2	4
79	в себе	5	4
80	в то	5	4
81	далеко не	2	4
82	он сам	4	3
83	именно в	2	3
84	и другие	9	3
85	еще более	5	3
86	в духе	8	3
87	перейти к	2	3
88	в ее	3	3
89	в начале	2	3
90	тот же	2	3
91	как будто	2	3
92	еще не	5	3
93	новое время	4	3
94	он не	3	3
95	в новое	4	3
96	а также	4	3
97	и тем	2	3
98	жизнь в	2	3
99	в эпоху	10	3
100	быть только	2	3
101	в ней	7	3
102	он в	2	3
103	что касается	2	3
104	с ним	2	3
105	я не	4	2
106	прежде чем	2	2
107	и более	2	2
108	и без	3	2
109	в них	2	2
110	том числе	11	2
111	хотя бы	2	2
112	как в	7	2
113	это не	6	2
114	уже в	2	2
115	один из	6	2
116	к этому	4	2
117	значение и	2	2
118	что именно	2	2
119	здесь в	10	2
120	то же	6	2
121	как мы	5	2
122	да и	2	2
123	по существу	5	2
124	мы и	2	2
125	и другой	3	2
126	кроме того	3	2
127	до сих	5	2
128	и человека	4	2
129	в большей	2	2
130	со всеми	8	2
131	жизни и	9	2
132	на его	3	2
133	конечно не	4	2
134	в заключение	2	2
135	за него	2	2
136	характерное для	2	2
137	проявляется в	4	2
138	из них	4	2
139	наряду с	5	2
140	себя самого	3	2
141	и до	5	2
142	ее в	3	2
143	человеческой жизни	3	2
144	отношение к	6	2
145	по отношению	2	2
146	здесь конечно	4	2
147	все эти	9	2
148	и они	2	2
149	мы не	4	2
150	всякого рода	3	2
151	они не	3	2
152	здесь как	3	2
153	в таком	2	2
154	власти и	2	2
155	между тем	2	2
156	тем что	2	2
157	в одной	2	2
158	всей своей	2	2
159	о себе	2	2
160	у вольтера	2	2
161	по своей	9	2
162	есть в	3	2
163	мира и	2	2
164	в области	3	2
165	ничего не	6	2
166	это конечно	2	2
167	человек и	2	2
168	не то	3	2
169	и которые	2	2
170	сих пор	5	2
