N	2gram	Voloshinov_1	Analitik
1	литературного произведения	2	41
2	может быть	8	29
3	в том	2	27
4	не может	8	22
5	и не	8	21
6	и в	13	18
7	а не	2	17
8	но и	3	17
9	не только	6	15
10	не в	3	14
11	как и	3	13
12	в его	7	13
13	в этом	2	13
14	литературное произведение	2	12
15	том что	2	12
16	при этом	2	12
17	в себе	3	11
18	эстетического объекта	5	11
19	то же	4	9
20	а в	2	9
21	есть не	2	8
22	нуждается в	2	8
23	но в	4	8
24	к тому	2	7
25	произведения как	4	7
26	прежде всего	9	6
27	в самом	2	6
28	то что	6	6
29	в своей	4	6
30	по отношению	3	6
31	точки зрения	7	6
32	только в	6	6
33	эстетический объект	7	6
34	художественного произведения	5	5
35	что в	3	5
36	имеет место	2	5
37	как бы	6	5
38	отношению к	3	5
39	в целом	2	5
40	художественное произведение	2	5
41	в их	3	5
42	и т.п	7	5
43	лишь в	4	5
44	и его	12	5
45	между тем	2	5
46	что иное	2	5
47	в произведении	2	5
48	иное как	2	5
49	истории литературы	2	4
50	могут быть	2	4
51	с другой	2	4
52	не что	2	4
53	в области	2	4
54	все же	5	4
55	так и	3	4
56	во времени	2	4
57	собственно говоря	2	4
58	с точки	5	4
59	в другом	2	4
60	хотя бы	5	3
61	и все	3	3
62	или иного	2	3
63	в нем	2	3
64	и к	2	3
65	одной стороны	2	3
66	таким образом	6	3
67	с одной	2	3
68	того или	2	3
69	более того	2	3
70	вопроса о	4	3
71	а также	2	3
72	если бы	2	3
73	своего рода	2	3
74	может иметь	2	2
75	и то	3	2
76	на фоне	4	2
77	никогда не	3	2
78	все эти	2	2
79	не столько	3	2
80	не является	4	2
81	вовсе не	2	2
82	а как	2	2
83	в искусстве	3	2
84	соответствии с	2	2
85	для него	2	2
86	от своего	2	2
87	в пределах	3	2
88	было бы	4	2
89	несмотря на	2	2
90	за пределы	3	2
91	и является	2	2
92	еще в	2	2
93	к предмету	2	2
94	в процессе	5	2
95	данном случае	2	2
96	что же	3	2
97	другой стороны	2	2
98	в двух	4	2
99	самом деле	3	2
100	роль в	2	2
101	ни одно	2	2
102	для себя	2	2
103	в данном	2	2
104	нет ничего	2	2
105	так как	3	2
106	думать что	2	2
107	в которой	3	2
108	в сознании	4	2
