N	3gram	Vinokur_Ku_3	Problema
1	о том что	3	14
2	тем не менее	9	12
3	в таком случае	2	10
4	в этом случае	4	7
5	и т д	8	6
6	в данном случае	4	5
7	с одной стороны	4	5
8	того или иного	3	5
9	с другой стороны	3	5
10	в связи с	4	5
11	более или менее	2	4
12	не говоря уже	2	4
13	до тех пор	4	4
14	только в том	2	4
15	до сих пор	8	4
16	сама по себе	2	4
17	как раз и	2	4
18	тот или иной	2	4
19	в том что	8	4
20	говоря уже о	2	4
21	и в этом	4	3
22	только тогда когда	4	3
23	только то что	2	3
24	если бы не	2	3
25	не может быть	3	3
26	в том числе	2	2
27	для того чтобы	11	2
28	то или иное	2	2
29	в самом деле	11	2
30	не только в	3	2
31	а не просто	2	2
32	и тот же	2	2
33	можно было бы	10	2
34	можно говорить о	3	2
35	один и тот	2	2
36	в том случае	4	2
37	на самом деле	3	2
