N	2gram	Voloshinov_1	DiskursI
1	в себе	3	19
2	при этом	6	17
3	и в	12	16
4	может быть	14	16
5	как и	5	16
6	в этом	4	16
7	и не	10	15
8	а не	5	14
9	но и	3	11
10	но в	5	11
11	том что	5	10
12	не только	4	10
13	так и	4	9
14	не может	16	9
15	в том	6	8
16	как в	5	8
17	не менее	3	7
18	прежде всего	8	7
19	в нем	6	7
20	ни в	3	7
21	но не	2	7
22	в данном	2	7
23	с его	2	6
24	отнюдь не	5	6
25	еще не	3	6
26	все же	4	6
27	в своей	3	6
28	данном случае	2	6
29	то же	5	6
30	что в	2	5
31	в своем	2	5
32	с другой	4	5
33	для него	3	5
34	то что	5	5
35	и на	4	5
36	в то	2	5
37	к этому	2	4
38	к его	2	4
39	в пределах	3	4
40	одной стороны	2	4
41	как бы	13	4
42	отношению к	11	4
43	по отношению	11	4
44	с одной	2	4
45	точки зрения	14	4
46	и то	2	4
47	о том	3	4
48	могут быть	2	3
49	в этих	2	3
50	в них	3	3
51	это не	2	3
52	и все	2	3
53	уже не	4	3
54	не в	4	3
55	можно сказать	5	3
56	он не	2	3
57	в его	2	3
58	в котором	3	3
59	жизни и	4	3
60	и ее	3	3
61	все эти	3	3
62	внутренней речи	3	3
63	и наконец	3	3
64	как на	2	3
65	и его	13	3
66	но это	2	3
67	только в	6	3
68	его в	4	3
69	в творчестве	3	3
70	место в	2	2
71	никогда не	5	2
72	как уже	2	2
73	стороны и	2	2
74	а к	2	2
75	такой же	2	2
76	должна быть	5	2
77	одно и	2	2
78	отношение к	4	2
79	в формах	2	2
80	общения и	2	2
81	в ней	6	2
82	частной жизни	2	2
83	что и	2	2
84	с точки	2	2
85	не к	3	2
86	лежит на	2	2
87	вместе с	2	2
88	жизнью и	2	2
89	в себя	2	2
90	все это	3	2
91	по природе	2	2
92	другой стороны	2	2
93	речи в	2	2
94	и для	3	2
95	совпадает с	2	2
96	и с	3	2
97	дело в	4	2
98	на примере	2	2
99	здесь не	3	2
100	мы имеем	2	2
101	между тем	3	2
