N	2gram	Tiupa_Disk_2	Literetu
1	не только	10	24
2	при этом	17	19
3	в качестве	16	17
4	но и	11	17
5	а не	14	16
6	в том	8	16
7	в частности	12	15
8	том что	10	14
9	может быть	16	13
10	тогда как	11	13
11	и не	15	12
12	в этом	16	12
13	состоит в	16	11
14	прежде всего	7	11
15	в своем	5	11
16	своего рода	10	11
17	такого рода	9	10
18	то что	5	10
19	в русской	3	10
20	художественного письма	7	9
21	не в	3	8
22	в целом	2	8
23	и в	16	8
24	в тексте	3	8
25	только в	3	8
26	не менее	7	7
27	коммуникативного события	5	7
28	в его	3	7
29	как бы	4	7
30	уже не	3	7
31	в себе	19	7
32	я и	4	7
33	в рамках	7	6
34	как и	16	6
35	себя в	6	6
36	точки зрения	4	6
37	то есть	12	6
38	с его	6	5
39	что он	2	5
40	же время	5	5
41	я в	5	5
42	а также	8	5
43	для себя	2	5
44	русской литературе	2	5
45	как в	8	5
46	не может	9	5
47	то же	6	5
48	в отличие	12	5
49	тем самым	6	5
50	в данном	7	5
51	не столько	3	5
52	в то	5	5
53	отличие от	12	5
54	столь же	3	4
55	это не	3	4
56	представляет собой	11	4
57	и адресата	2	4
58	но не	7	4
59	еще не	6	4
60	в формах	2	4
61	еще в	3	4
62	все же	6	4
63	из них	3	4
64	по преимуществу	2	4
65	в своей	6	4
66	коммуникативное событие	3	4
67	данном случае	6	4
68	со стороны	10	4
69	так и	9	4
70	и т.п	12	4
71	никогда не	2	4
72	лирический герой	3	4
73	и его	3	4
74	ведет к	3	4
75	в своих	6	4
76	в этой	4	4
77	в основе	4	3
78	не было	3	3
79	на рубеже	3	3
80	что в	5	3
81	с другой	5	3
82	одного из	4	3
83	при всей	7	3
84	сводится к	2	3
85	не сводится	4	3
86	с их	2	3
87	в пределах	4	3
88	и прежде	2	3
89	например в	3	3
90	в повестях	2	3
91	своего другого	2	3
92	этом в	2	3
93	жизни и	3	3
94	приводит к	3	3
95	по отношению	4	3
96	а в	2	3
97	другого в	2	3
98	более чем	2	3
99	в принципе	2	3
100	той же	2	3
101	потому что	4	3
102	одно из	4	3
103	но в	11	3
104	по своей	6	3
105	также и	3	3
106	далеко не	2	3
107	его в	3	3
108	дело в	2	3
109	в области	2	3
110	мира в	3	3
111	в лирике	7	3
112	жизни не	2	2
113	как все	2	2
114	на роль	2	2
115	должна быть	2	2
116	отнюдь не	6	2
117	которая в	2	2
118	по мысли	6	2
119	из этих	3	2
120	подобно тому	2	2
121	но при	2	2
122	повестях белкина	2	2
123	в себя	2	2
124	в мире	11	2
125	но одновременно	3	2
126	вследствие которого	2	2
127	и того	3	2
128	в другом	3	2
129	или иной	3	2
130	того же	2	2
131	с.с аверинцева	2	2
132	отношения между	2	2
133	для него	5	2
134	объекта и	2	2
135	одной стороны	4	2
136	адресата в	3	2
137	несет в	2	2
138	на почве	2	2
139	не является	4	2
140	в нем	7	2
141	отношению к	4	2
142	не к	2	2
143	не на	2	2
144	этом отношении	4	2
145	с одной	4	2
146	все эти	3	2
147	художественного целого	4	2
148	с точки	2	2
149	роль в	4	2
150	тому как	2	2
151	и то	4	2
152	оказывается не	2	2
153	между тем	2	2
154	нового времени	5	2
155	могут быть	3	2
156	с позиции	4	2
157	как будто	3	2
158	о том	4	2
159	с читателем	3	2
160	литературного письма	2	2
