N	2gram	Bakhtin_Pr_2	Dialekti
1	не есть	2	40
2	и не	42	30
3	по себе	8	25
4	и в	45	18
5	ничего не	3	17
6	может быть	18	17
7	точки зрения	19	17
8	в нем	20	16
9	ни в	2	15
10	так что	2	15
11	не имеет	3	15
12	а не	10	14
13	потому что	8	14
14	что в	6	13
15	то что	5	13
16	не только	16	13
17	и даже	3	13
18	если бы	2	12
19	было бы	4	12
20	и что	2	12
21	с точки	9	12
22	в этом	20	12
23	не может	24	12
24	что он	7	11
25	как бы	15	11
26	все это	5	11
27	в себе	5	11
28	так как	5	11
29	прежде всего	11	10
30	то же	5	10
31	сказать что	5	10
32	никогда не	17	9
33	это не	3	9
34	в том	8	9
35	так и	3	9
36	том что	7	9
37	стало быть	3	9
38	сама по	5	8
39	но это	2	8
40	к нему	11	8
41	вовсе не	7	7
42	и как	2	7
43	но и	15	7
44	что она	4	7
45	что не	5	7
46	той или	3	7
47	можно сказать	2	6
48	хотя бы	5	6
49	она не	5	6
50	ни с	2	6
51	не было	2	6
52	и вот	2	6
53	не в	8	6
54	в то	5	6
55	в чем	2	6
56	с ним	8	6
57	но в	6	6
58	я не	6	5
59	он сам	6	5
60	в этих	4	5
61	в своем	5	5
62	на то	2	5
63	идеи и	4	5
64	как же	2	5
65	в дальнейшем	2	5
66	есть и	3	5
67	и пр	2	5
68	все же	4	5
69	отношение к	8	5
70	в особенности	2	5
71	и он	3	5
72	есть только	4	5
73	а в	3	5
74	само по	2	5
75	можно было	2	5
76	и с	7	5
77	или не	2	5
78	мы должны	4	5
79	в виду	2	5
80	и более	2	4
81	по крайней	2	4
82	в конце	4	4
83	что эта	2	4
84	об этом	3	4
85	крайней мере	2	4
86	мы видим	2	4
87	но не	6	4
88	от него	3	4
89	же время	3	4
90	тут не	2	4
91	хотя и	2	4
92	не о	2	4
93	в котором	7	4
94	а есть	3	4
95	так же	5	4
96	как раз	6	4
97	как мы	8	4
98	мы можем	4	4
99	он есть	2	4
100	ничего общего	2	4
101	о том	3	4
102	как он	4	4
103	как это	2	4
104	для меня	2	4
105	а лишь	3	3
106	сознания и	6	3
107	в них	4	3
108	точку зрения	5	3
109	этом смысле	5	3
110	должна быть	3	3
111	не является	3	3
112	или иной	3	3
113	что и	5	3
114	а только	2	3
115	точек зрения	3	3
116	что они	3	3
117	конечно не	6	3
118	и о	2	3
119	он не	9	3
120	в его	22	3
121	не значит	2	3
122	и потому	6	3
123	даже в	6	3
124	его с	2	3
125	один из	2	3
126	жизни и	15	3
127	но только	2	3
128	отношения к	2	3
129	что же	4	3
130	мысли и	3	3
131	в их	4	3
132	в самом	13	3
133	но все	4	3
134	но с	3	3
135	самом деле	4	3
136	была бы	3	3
137	в науке	2	3
138	только что	2	3
139	должно быть	4	3
140	что для	2	3
141	всегда и	2	3
142	жизнь и	3	3
143	конце концов	3	3
144	ничем не	2	3
145	в основе	2	3
146	в ней	7	3
147	могут быть	4	3
148	даже и	2	3
149	и вы	2	3
150	только в	9	3
151	бы в	5	3
152	в сознании	2	3
153	как у	2	2
154	не менее	2	2
155	поэтому и	3	2
156	не был	2	2
157	того что	3	2
158	же как	4	2
159	бы и	3	2
160	именно в	3	2
161	а о	3	2
162	не знает	4	2
163	были бы	2	2
164	сравнению с	2	2
165	мифа и	2	2
166	как в	4	2
167	не как	6	2
168	и от	3	2
169	точка зрения	7	2
170	три основные	2	2
171	с другими	7	2
172	в каждом	4	2
173	к этому	4	2
174	себе самом	3	2
175	этой точки	2	2
176	быть в	2	2
177	со всей	2	2
178	в мире	3	2
179	как и	14	2
180	мы и	3	2
181	что если	3	2
182	не должна	3	2
183	здесь в	2	2
184	для него	9	2
185	до сих	2	2
186	еще не	9	2
187	по сравнению	2	2
188	к ним	3	2
189	и следовательно	7	2
190	друг к	3	2
191	относится к	2	2
192	каждом из	2	2
193	как не	5	2
194	но уже	2	2
195	другими словами	2	2
196	из них	9	2
197	в своей	6	2
198	и их	6	2
199	к другу	3	2
200	сих пор	2	2
201	формулы и	2	2
202	со стороны	4	2
203	для этого	3	2
204	и эта	3	2
205	а с	3	2
206	этом отношении	2	2
207	все эти	4	2
208	мы имеем	2	2
209	уже не	6	2
210	и у	2	2
211	можем сказать	2	2
212	и для	2	2
213	с ними	4	2
214	он и	4	2
215	но как	2	2
216	можно найти	2	2
217	в идее	2	2
218	которая не	2	2
219	нет ни	3	2
220	тоже не	2	2
221	это было	2	2
