N	3gram	Vygotskiy__1	KulturaY
1	с точки зрения	18	16
2	в самом деле	2	11
3	для того чтобы	15	11
4	можно было бы	3	10
5	в том что	15	8
6	до сих пор	4	8
7	в зависимости от	2	7
8	в данном случае	2	4
9	с одной стороны	8	4
10	только тогда когда	2	4
11	бы сказать что	2	3
12	с другой стороны	9	3
13	сам по себе	3	3
14	не может быть	5	3
15	в том чтобы	3	3
16	о том что	6	3
17	а с другой	2	3
18	в первую очередь	3	3
19	ни в какой	2	2
20	в какой мере	2	2
21	смысле этого слова	3	2
22	в известном смысле	2	2
23	так как он	2	2
24	по отношению к	7	2
25	от того что	2	2
