N	2gram	Losev_Prob_2	Dialekti
1	не есть	33	54
2	и не	37	27
3	а не	10	26
4	точки зрения	2	25
5	это значит	4	24
6	и в	35	24
7	и т	6	24
8	значит что	4	24
9	не только	24	23
10	есть нечто	7	23
11	т д	6	23
12	что такое	18	21
13	по себе	8	20
14	не может	13	19
15	не просто	11	18
16	ничего не	10	17
17	и есть	4	16
18	допустим что	2	16
19	и что	13	15
20	что все	6	14
21	в таком	11	14
22	то что	38	14
23	может быть	18	13
24	таким образом	4	13
25	и даже	11	13
26	что он	4	13
27	вовсе не	37	13
28	того что	12	12
29	есть только	8	12
30	не менее	13	11
31	не имеет	7	11
32	что же	9	11
33	тем не	12	10
34	отнюдь не	5	10
35	таком случае	10	10
36	не существует	6	10
37	только не	3	10
38	ни в	6	9
39	то это	3	9
40	но и	16	9
41	что она	4	9
42	нет ничего	2	9
43	есть не	6	9
44	учение о	2	8
45	прежде всего	11	8
46	так что	11	8
47	и как	4	8
48	отличается от	2	8
49	что мы	14	8
50	том что	19	8
51	в этом	17	8
52	в виде	6	8
53	если же	3	8
54	что в	11	7
55	в самом	5	7
56	другими словами	6	7
57	что оно	2	7
58	потому что	13	7
59	даже и	18	7
60	в виду	8	7
61	ясно что	8	7
62	это и	3	7
63	как и	5	7
64	только на	9	7
65	как раз	8	7
66	ничем не	2	7
67	иное как	3	6
68	есть то	5	6
69	что существует	2	6
70	кроме того	5	6
71	но если	4	6
72	все это	4	6
73	и только	4	6
74	и с	10	6
75	что иное	3	6
76	о том	18	6
77	так как	7	6
78	возможно только	2	6
79	если бы	4	6
80	и все	5	6
81	утверждать что	2	6
82	не что	3	6
83	об этом	2	6
84	есть именно	5	6
85	оно не	3	6
86	что и	2	6
87	от всего	3	6
88	даже не	3	6
89	то же	5	6
90	самом деле	4	6
91	можно ли	6	5
92	как же	4	5
93	в том	12	5
94	но это	6	5
95	только как	3	5
96	хотя и	3	5
97	как на	2	5
98	что для	3	5
99	или не	2	5
100	в то	6	5
101	само по	2	5
102	в них	2	5
103	от чего	2	5
104	по крайней	6	5
105	вопрос о	3	5
106	тогда когда	3	5
107	не отличается	3	5
108	и к	3	5
109	было бы	8	5
110	он не	2	5
111	крайней мере	6	5
112	так и	7	5
113	уже не	8	5
114	что не	5	5
115	и притом	3	5
116	мы не	7	5
117	от всякого	2	5
118	только в	14	5
119	и никакого	2	4
120	тому что	3	4
121	с другой	6	4
122	первый план	3	4
123	не могут	4	4
124	или иной	5	4
125	сама по	4	4
126	к тому	3	4
127	как о	3	4
128	хотя бы	12	4
129	можно только	2	4
130	но только	4	4
131	так же	5	4
132	есть просто	2	4
133	сказать что	24	4
134	нет никакой	2	4
135	сознания и	2	4
136	нет и	3	4
137	же тут	2	4
138	и ничего	2	4
139	на первый	4	4
140	у нас	18	4
141	говорить о	10	4
142	в истории	3	4
143	конечно не	2	4
144	о нем	2	4
145	это будет	3	4
146	если оно	3	4
147	собственно говоря	2	4
148	тому как	3	4
149	и то	10	4
150	мы и	6	4
151	подобно тому	2	4
152	и это	5	4
153	ни от	2	4
154	из самых	2	3
155	перед нами	2	3
156	не было	3	3
157	все же	8	3
158	но даже	3	3
159	и без	5	3
160	в своем	4	3
161	может ли	3	3
162	и от	3	3
163	не в	2	3
164	есть в	4	3
165	она не	3	3
166	одной стороны	5	3
167	случае не	4	3
168	в основе	3	3
169	тем более	10	3
170	и тут	4	3
171	это было	2	3
172	то и	4	3
173	с одной	5	3
174	все эти	7	3
175	того или	7	3
176	на свете	4	3
177	должно быть	2	3
178	и на	5	3
179	мере в	2	3
180	с этим	5	3
181	именно как	4	3
182	мы уже	3	3
183	при помощи	8	3
184	и ни	3	3
185	тем что	4	3
186	уже и	3	3
187	сознание и	2	3
188	только тогда	3	3
189	только о	8	3
190	на то	6	3
191	зависимости от	2	3
192	одна из	3	3
193	все что	3	3
194	есть ни	3	3
195	ни о	4	3
196	и о	4	3
197	не значит	2	3
198	при условии	6	3
199	сами по	2	3
200	не будет	11	3
201	как бы	4	3
202	быть и	2	3
203	и прежде	2	3
204	если не	4	3
205	абстрактная метафизика	2	3
206	имеется в	3	3
207	тем самым	7	3
208	для того	3	3
209	из которых	2	3
210	раз и	5	3
211	к нему	2	3
212	той же	2	3
213	в слове	3	3
214	и всякий	3	3
215	в каком	4	3
216	и ее	2	3
217	не знает	3	3
218	что их	2	2
219	что если	4	2
220	она должна	2	2
221	в частности	5	2
222	вообще не	4	2
223	из этих	3	2
224	если что-нибудь	2	2
225	точно так	3	2
226	то тем	2	2
227	как таковой	4	2
228	и можно	3	2
229	для нас	9	2
230	оказалось что	2	2
231	еще не	10	2
232	не можем	4	2
233	при этом	3	2
234	несмотря на	3	2
235	и если	3	2
236	не о	6	2
237	и следовательно	4	2
238	той или	5	2
239	и является	3	2
240	не вполне	4	2
241	всяком случае	10	2
242	совершенно не	2	2
243	так или	6	2
244	говоря уже	4	2
245	и тем	4	2
246	не говоря	4	2
247	а именно	6	2
248	другой стороны	5	2
249	для этого	3	2
250	мы говорим	4	2
251	еще и	5	2
252	только и	3	2
253	и по	3	2
254	а в	4	2
255	от самого	2	2
