N	3gram	Propp_Isto_1	Problema
1	и т д	22	13
2	тем не менее	6	10
3	в том что	4	9
4	то же самое	3	7
5	в связи с	3	7
6	с другой стороны	5	5
7	не может быть	7	5
8	в то время	3	4
9	бы то ни	2	4
10	то время как	3	4
11	как будто бы	2	3
12	то ни было	2	3
13	что это за	3	3
14	дело в том	3	3
15	для нас не	2	3
16	точно так же	3	3
17	можно было бы	3	3
18	о том что	3	3
19	само по себе	2	3
20	и тем не	2	3
21	мы не будем	3	2
22	на первый взгляд	2	2
23	в таких случаях	2	2
24	в отличие от	2	2
25	в чистом виде	2	2
26	до сих пор	5	2
27	но и в	2	2
