N	2gram	Tiupa_Narr_2	Istorich
1	и в	13	26
2	мы имеем	3	14
3	никогда не	6	13
4	потому что	2	13
5	что в	4	12
6	таким образом	5	12
7	в том	14	12
8	в этом	13	12
9	может быть	10	11
10	с другой	5	10
11	том что	13	10
12	и т	2	10
13	представления о	2	10
14	и не	14	10
15	не только	26	10
16	что он	5	9
17	еще не	2	9
18	но и	15	9
19	в нем	5	8
20	все же	6	8
21	на том	3	8
22	все эти	3	8
23	с ним	4	8
24	превращается в	2	7
25	уже не	4	7
26	с одной	5	7
27	одной стороны	5	7
28	и его	3	7
29	у него	6	7
30	о том	5	7
31	но в	6	7
32	то что	8	6
33	как в	5	6
34	не может	8	6
35	в виде	2	6
36	как он	2	6
37	мы не	2	6
38	у нас	2	5
39	как и	4	5
40	в ней	2	5
41	в его	6	5
42	не будет	2	5
43	так и	9	5
44	то же	4	5
45	и что	2	5
46	как это	4	5
47	в то	5	5
48	только в	11	5
49	это не	3	4
50	из этих	2	4
51	прежде всего	6	4
52	зависит от	2	4
53	с его	3	4
54	но это	2	4
55	все что	4	4
56	как бы	6	4
57	и тем	5	4
58	что и	2	4
59	том свете	2	4
60	и он	2	4
61	и по	3	4
62	а также	6	4
63	в других	2	4
64	если бы	4	3
65	в частности	11	3
66	должна быть	2	3
67	не в	8	3
68	же как	2	3
69	они не	2	3
70	в качестве	14	3
71	том как	2	3
72	не происходит	2	3
73	в него	2	3
74	один из	3	3
75	в своей	4	3
76	во сне	2	3
77	данном случае	6	3
78	что она	2	3
79	со стороны	6	3
80	а в	9	3
81	при этом	14	3
82	к своему	2	3
83	как на	2	3
84	в своих	2	3
85	в данном	10	3
86	сказать что	3	3
87	в себе	8	3
88	далеко не	5	3
89	с этой	3	2
90	перед нами	4	2
91	о чем	2	2
92	однако в	2	2
93	а потом	2	2
94	в своем	6	2
95	что у	2	2
96	но он	2	2
97	вовсе не	2	2
98	на то	2	2
99	можно сказать	6	2
100	говорилось выше	3	2
101	к тому	9	2
102	сводится к	9	2
103	для нас	2	2
104	по отношению	5	2
105	эти два	2	2
106	что они	3	2
107	одна из	3	2
108	как у	4	2
109	но не	3	2
110	так же	2	2
111	героя в	6	2
112	было бы	2	2
113	и сам	3	2
114	но для	2	2
115	не могло	2	2
116	отношению к	5	2
117	не имеет	2	2
118	жизни и	4	2
119	своего рода	9	2
120	на него	5	2
121	в форме	5	2
122	то и	3	2
123	точно так	2	2
124	тогда как	15	2
125	он не	5	2
126	только что	2	2
127	а с	2	2
128	тем самым	5	2
129	а не	17	2
130	того что	6	2
131	можно было	2	2
132	с ними	3	2
133	к себе	7	2
134	представляет собой	16	2
135	о котором	3	2
136	видно что	2	2
137	в этой	4	2
138	что это	4	2
139	здесь не	2	2
140	мира и	3	2
141	не вполне	2	2
142	ничего не	6	2
143	но при	4	2
