N	2gram	Propp_Russ_1	Problemy
1	и в	36	35
2	как бы	5	31
3	и не	6	27
4	в его	2	21
5	но в	2	19
6	не может	4	18
7	как и	10	18
8	в нем	2	16
9	то есть	3	16
10	к другому	2	16
11	то же	3	15
12	но и	16	14
13	может быть	8	14
14	все это	6	14
15	в этом	12	14
16	и с	2	12
17	и к	3	12
18	не только	22	10
19	то что	6	10
20	на самом	2	9
21	так и	7	8
22	себя и	2	8
23	потому что	10	8
24	все же	5	8
25	как мы	10	8
26	и для	2	8
27	так же	3	7
28	а в	9	7
29	точки зрения	3	7
30	с ним	2	7
31	еще не	4	7
32	в виде	6	7
33	там где	2	7
34	таким образом	6	7
35	слова в	3	6
36	что в	19	6
37	в каждом	2	6
38	к тому	4	6
39	но это	4	6
40	что они	7	6
41	и что	4	6
42	что у	2	6
43	и на	10	6
44	в одном	3	6
45	но не	2	6
46	только в	4	6
47	в том	17	5
48	так что	2	5
49	с ними	5	5
50	во время	14	5
51	его с	4	5
52	этого слова	3	5
53	как в	5	5
54	та же	2	4
55	но все	3	4
56	до конца	2	4
57	между тем	7	4
58	так как	15	4
59	у него	2	4
60	в них	6	4
61	еще в	4	4
62	только на	3	4
63	а не	2	4
64	и у	5	4
65	тем что	4	4
66	как будто	5	4
67	что это	3	4
68	же не	2	4
69	его к	2	3
70	такой же	2	3
71	в целом	2	3
72	из них	8	3
73	его и	2	3
74	все эти	2	3
75	того что	4	3
76	это не	10	3
77	мы должны	2	3
78	с тем	8	3
79	друг к	2	3
80	с этим	2	3
81	том что	19	3
82	во всех	4	3
83	что и	7	3
84	когда он	2	3
85	к другу	2	3
86	а с	4	3
87	как символ	2	3
88	уже не	6	3
89	ничего не	3	3
90	не менее	3	2
91	в этих	3	2
92	тому что	4	2
93	для этого	2	2
94	что на	4	2
95	такое же	2	2
96	в дальнейшем	2	2
97	на этом	3	2
98	но ни	2	2
99	в большинстве	2	2
100	но что	2	2
101	она в	3	2
102	при этом	6	2
103	например в	2	2
104	хотя и	2	2
105	в эти	4	2
106	к слову	2	2
107	в своем	3	2
108	не просто	2	2
109	и по	8	2
110	в которых	5	2
111	их в	3	2
112	он так	2	2
113	в ней	2	2
114	к ней	2	2
115	о том	8	2
116	как он	2	2
117	большинстве случаев	2	2
118	в этот	10	2
119	всех этих	2	2
120	будто бы	6	2
121	в жизни	2	2
122	с собой	4	2
123	должна была	2	2
124	мы увидим	8	2
125	как можно	2	2
126	своего рода	3	2
127	вместе с	10	2
128	быть и	2	2
129	но эти	3	2
130	приводит к	3	2
131	так в	4	2
132	на этот	3	2
133	и как	2	2
134	с точки	3	2
135	или в	2	2
136	не случайно	2	2
137	мы можем	2	2
138	между двумя	2	2
139	еще до	2	2
