N	2gram	Bakhtin_Fr_1	StatiiOP
1	и в	65	44
2	в том	16	36
3	что в	3	30
4	том что	6	29
5	в этом	15	21
6	вовсе не	18	19
7	то что	3	18
8	не только	10	18
9	о том	2	17
10	и не	22	16
11	может быть	6	15
12	в области	7	14
13	как в	5	13
14	не в	4	12
15	в этой	4	11
16	самом деле	3	11
17	точки зрения	7	11
18	что он	3	10
19	но и	10	10
20	но в	14	10
21	только в	7	10
22	в отношении	6	9
23	с другой	3	9
24	как и	5	9
25	того что	2	9
26	во второй	2	9
27	так и	10	9
28	в его	9	9
29	например в	2	8
30	во всех	9	8
31	все же	6	8
32	из них	4	8
33	не может	3	8
34	и его	10	8
35	это не	3	8
36	с точки	3	8
37	прежде всего	11	7
38	так например	2	7
39	в самом	4	7
40	для нас	4	7
41	сих пор	4	7
42	до сих	4	7
43	этом отношении	3	7
44	сказать что	6	7
45	потому что	5	6
46	из этих	2	6
47	но это	3	6
48	для него	5	6
49	в своей	5	6
50	на самом	6	6
51	в той	5	6
52	дело в	2	6
53	никогда не	6	5
54	что мы	2	5
55	совершенно не	4	5
56	в нем	13	5
57	в целом	2	5
58	жизни и	7	5
59	все это	9	5
60	и даже	8	5
61	и по	2	5
62	нужно сказать	4	5
63	могут быть	2	5
64	все эти	10	5
65	так как	6	5
66	и очень	2	4
67	в частности	5	4
68	это в	4	4
69	в ее	3	4
70	но все	3	4
71	как раз	3	4
72	как бы	22	4
73	еще более	5	4
74	этот вопрос	2	4
75	в основе	8	3
76	во время	4	3
77	поэтому в	2	3
78	и с	3	3
79	и так	2	3
80	не является	3	3
81	в применении	3	3
82	стремление к	2	3
83	этих двух	2	3
84	в тех	3	3
85	он был	2	3
86	да и	2	3
87	но не	2	3
88	и без	2	3
89	еще не	6	3
90	что не	2	3
91	и для	2	3
92	в ней	6	3
93	даже в	3	3
94	ни с	2	3
95	с одной	2	3
96	но с	2	3
97	применении к	3	3
98	на этот	2	3
99	в таком	2	3
100	в чем	2	3
101	конечно и	3	3
102	это можно	2	3
103	культуры в	4	3
104	и вообще	3	3
105	во многих	2	3
106	это очень	2	3
107	между тем	5	3
108	том числе	10	2
109	всех этих	8	2
110	но на	3	2
111	при таком	2	2
112	в этих	2	2
113	даже и	3	2
114	в своем	8	2
115	превращается в	5	2
116	и во	3	2
117	литературы и	5	2
118	есть в	5	2
119	при этом	6	2
120	одной стороны	2	2
121	несмотря на	2	2
122	в сущности	16	2
123	знает и	2	2
124	между прочим	2	2
125	за пределы	8	2
126	но для	3	2
127	и потому	10	2
128	свое время	2	2
129	в свой	2	2
130	отношение к	4	2
131	подчеркнуть что	2	2
132	отношения к	2	2
133	на него	2	2
134	и их	3	2
135	в свое	2	2
136	начиная с	2	2
137	еще и	5	2
138	не для	2	2
139	в эпоху	9	2
140	и у	6	2
141	есть только	2	2
142	по его	3	2
143	не была	2	2
144	в других	3	2
145	ничего не	3	2
146	не знает	6	2
147	числе и	7	2
148	в своих	5	2
149	а иногда	2	2
150	их в	2	2
151	ни на	2	2
152	одно из	6	2
153	он не	2	2
154	в себе	3	2
155	по своей	3	2
156	и все	5	2
157	его в	7	2
158	и это	2	2
159	к нему	3	2
160	отметить что	2	2
161	то есть	45	2
