N	2gram	Ircho_Kome_2	Psycholo
1	то что	6	44
2	и в	26	33
3	в этом	10	28
4	как бы	2	25
5	и что	2	25
6	все время	2	24
7	потому что	6	24
8	для того	5	23
9	может быть	11	22
10	том что	9	22
11	того чтобы	6	22
12	что в	9	21
13	в том	11	21
14	о том	6	20
15	что он	5	20
16	как это	4	14
17	что это	4	13
18	таким образом	6	13
19	и не	14	13
20	все это	3	13
21	к тому	12	12
22	в самом	4	12
23	и все	2	12
24	так как	4	12
25	было бы	8	12
26	он не	2	11
27	что она	2	10
28	не может	3	10
29	в его	4	10
30	если бы	9	10
31	в этой	3	9
32	и если	2	9
33	то же	3	9
34	в конце	2	8
35	вместе с	9	8
36	как будто	4	8
37	в своем	6	7
38	для нас	3	7
39	так что	5	7
40	в нем	6	7
41	не только	7	7
42	тому что	4	6
43	это не	2	6
44	в самой	3	6
45	в ней	3	6
46	и т	2	6
47	после этого	2	6
48	точки зрения	4	6
49	во время	6	6
50	у него	4	6
51	в какой	2	5
52	с самого	2	5
53	в целом	4	5
54	целый ряд	2	5
55	мы не	2	5
56	что для	4	5
57	и на	7	5
58	вовсе не	2	5
59	как он	3	5
60	мы можем	3	5
61	ясно что	8	5
62	с этим	5	5
63	как и	4	5
64	и его	12	5
65	все же	4	5
66	и это	2	5
67	из этого	2	5
68	и есть	2	4
69	в частности	4	4
70	что у	4	4
71	друг с	2	4
72	из них	7	4
73	жизни и	3	4
74	а в	3	4
75	с этой	3	4
76	с тем	5	4
77	к этому	5	4
78	об этом	2	4
79	одна из	2	4
80	никто не	3	4
81	себя в	3	4
82	в своей	3	4
83	в двух	6	4
84	как мы	4	4
85	той же	3	4
86	можно было	4	4
87	по поводу	3	4
88	могла бы	3	4
89	с другом	2	4
90	только в	4	4
91	в которой	5	4
92	это было	4	4
93	с одной	2	3
94	больше того	4	3
95	что именно	2	3
96	в мире	2	3
97	ни в	5	3
98	что его	3	3
99	тому же	11	3
100	тот же	2	3
101	на этом	2	3
102	одной стороны	2	3
103	например в	3	3
104	вслед за	2	3
105	на сцене	2	3
106	но если	3	3
107	всяком случае	2	3
108	то это	2	3
109	и за	2	3
110	но и	10	3
111	пьесы и	2	3
112	в уста	2	3
113	не было	3	3
114	не для	2	3
115	и здесь	6	3
116	в то	6	3
117	его в	4	3
118	в одном	2	3
119	идет о	2	3
120	говорить о	2	3
121	но не	3	3
122	здесь в	3	3
123	до сих	2	3
124	речь идет	3	3
125	что и	7	3
126	или его	2	3
127	сих пор	2	3
128	так и	12	3
129	как в	3	3
130	да и	3	3
131	дело с	3	3
132	из которых	3	3
133	за то	4	3
134	и для	4	3
135	во всяком	2	3
136	от этого	2	3
137	тем что	3	3
138	т п	2	3
139	в той	2	3
140	на этот	4	3
141	место в	4	2
142	уже в	4	2
143	бы и	2	2
144	столь же	9	2
145	с другой	2	2
146	в одной	2	2
147	и от	4	2
148	из этих	4	2
149	прежде всего	4	2
150	вопрос о	3	2
151	в тех	3	2
152	мы знаем	3	2
153	но все	3	2
154	из его	2	2
155	же время	3	2
156	в действительности	2	2
157	и почему	2	2
158	и дает	2	2
159	в виду	2	2
160	в котором	3	2
161	не является	2	2
162	один из	5	2
163	с той	2	2
164	пьесы в	2	2
165	в их	3	2
166	не имеет	3	2
167	время как	2	2
168	больше чем	5	2
169	и с	5	2
170	одно из	2	2
171	в руках	4	2
172	не в	2	2
173	мы имеем	2	2
174	но в	3	2
175	что ни	2	2
176	с его	5	2
177	до тех	3	2
178	в них	4	2
179	что касается	3	2
180	надо было	3	2
181	это время	3	2
182	и к	2	2
183	в ее	2	2
184	меньше всего	4	2
185	по которым	2	2
186	а на	2	2
187	тех пор	3	2
188	в это	2	2
189	во всех	3	2
190	не по	4	2
191	начинает с	2	2
192	даже в	2	2
193	бы то	2	2
194	со стороны	2	2
195	даже не	3	2
196	то время	3	2
197	хотя бы	2	2
198	на пути	2	2
199	и ее	2	2
200	связи с	3	2
201	едва ли	14	2
