N	2gram	Bakhtin_Fr_3	Problemy
1	и в	40	46
2	то есть	18	40
3	и не	13	27
4	может быть	9	23
5	как бы	3	19
6	не может	3	19
7	в нем	5	17
8	в этом	15	16
9	не только	13	14
10	и т.п	10	14
11	слова в	2	13
12	но и	11	12
13	как и	11	12
14	как мы	10	12
15	и на	8	11
16	точки зрения	2	11
17	в одном	7	11
18	а не	5	11
19	между ними	3	10
20	прежде всего	16	9
21	в том	8	9
22	в самом	6	9
23	и все	9	9
24	вовсе не	12	9
25	и к	3	9
26	в его	13	9
27	до сих	4	8
28	конечно не	2	8
29	сих пор	4	8
30	и с	8	7
31	еще не	3	7
32	в сущности	9	7
33	как раз	5	7
34	в себе	3	7
35	слова и	2	7
36	ни в	4	6
37	но это	3	6
38	о нем	3	6
39	слово в	3	6
40	но в	8	6
41	что он	2	6
42	мы увидим	2	6
43	в романе	15	6
44	то же	7	6
45	все это	4	6
46	и его	17	6
47	только в	3	6
48	это не	2	5
49	же время	6	5
50	при этом	3	5
51	и сам	2	5
52	в котором	2	5
53	к нему	2	5
54	жизни и	4	5
55	по отношению	3	5
56	мы находим	3	5
57	особенно в	4	5
58	рядом с	2	5
59	в то	6	5
60	так как	4	5
61	с его	3	5
62	у него	8	5
63	на площади	7	5
64	о том	4	5
65	отношению к	2	5
66	во всех	6	5
67	так сказать	5	5
68	том числе	3	4
69	уже в	2	4
70	что в	12	4
71	в этих	6	4
72	очень часто	2	4
73	можно сказать	2	4
74	до конца	6	4
75	кроме того	3	4
76	например в	2	4
77	в виду	7	4
78	в их	4	4
79	таким образом	10	4
80	еще и	2	4
81	все эти	8	4
82	и других	6	4
83	и наконец	3	4
84	потому что	2	4
85	же и	3	4
86	он и	7	4
87	и здесь	4	4
88	во всем	3	4
89	мы слышим	4	4
90	мы не	2	4
91	как в	3	4
92	том что	4	4
93	но не	2	4
94	том же	2	4
95	он не	9	4
96	все же	2	4
97	то что	5	4
98	своего рода	2	4
99	так и	3	4
100	самом деле	3	4
101	здесь не	3	4
102	и другие	2	3
103	с другой	2	3
104	из этих	2	3
105	в мире	4	3
106	в своем	7	3
107	на этом	2	3
108	числе и	2	3
109	одним из	2	3
110	здесь нет	2	3
111	и для	5	3
112	не к	2	3
113	отношение к	8	3
114	и до	8	3
115	с помощью	2	3
116	жизнь в	3	3
117	и даже	4	3
118	также и	4	3
119	но он	2	3
120	в конце	3	3
121	как он	2	3
122	их в	3	3
123	если бы	3	3
124	в приведенном	3	3
125	друг в	2	3
126	здесь и	5	3
127	и во	4	3
128	но здесь	2	3
129	в условиях	2	3
130	даны в	2	3
131	того же	2	3
132	но именно	3	3
133	было бы	4	3
134	смех в	2	3
135	мы уже	13	3
136	в своей	6	3
137	и о	4	3
138	никак не	3	3
139	что и	3	3
140	только на	4	3
141	в отличие	3	3
142	еще более	4	3
143	в той	6	3
144	тем же	2	3
145	той же	8	3
146	тем что	3	3
147	в этой	3	3
148	далеко не	2	3
149	и это	2	3
150	дело в	2	3
151	отличие от	3	3
152	не менее	2	2
153	смех и	3	2
154	для этого	3	2
155	или меньшей	3	2
156	мы чувствуем	3	2
157	для понимания	3	2
158	его к	2	2
159	или иной	2	2
160	следовательно и	2	2
161	и как	3	2
162	но все	3	2
163	этого нельзя	3	2
164	времени и	2	2
165	большей или	3	2
166	смысле слова	4	2
167	в большей	2	2
168	эпохи возрождения	3	2
169	для него	5	2
170	односторонней серьезности	2	2
171	меньшей степени	2	2
172	и следовательно	3	2
173	той или	2	2
174	вернемся к	5	2
175	и мысли	3	2
176	в первой	2	2
177	вот как	2	2
178	он воспринимает	2	2
179	образов и	2	2
180	к жизни	2	2
181	но дело	3	2
182	влияние на	2	2
183	в других	3	2
184	не было	5	2
185	те же	5	2
186	они не	3	2
187	лишь в	2	2
188	в системе	2	2
189	а в	3	2
190	сказать что	3	2
191	и так	2	2
192	материал и	2	2
193	здесь только	2	2
194	прямо на	2	2
195	между тем	3	2
196	поэтому и	3	2
197	редуцированного смеха	2	2
198	с этим	2	2
199	с нею	2	2
200	в духе	7	2
201	но конечно	2	2
202	раз в	2	2
203	у нас	4	2
204	одна из	3	2
205	все что	2	2
206	есть и	2	2
207	здесь в	4	2
208	в корне	2	2
209	в заключение	4	2
210	об этом	3	2
211	но ведь	3	2
212	этого слова	2	2
213	вместе с	3	2
214	это вовсе	2	2
215	так в	4	2
216	в языке	2	2
217	и они	2	2
218	хотя бы	2	2
219	у рабле	16	2
220	можно было	3	2
221	в данном	4	2
222	в другом	3	2
223	там где	3	2
224	одном из	2	2
