N	2gram	Tiupa_Narr_2	DiskursI
1	в качестве	14	34
2	не только	26	28
3	в том	14	23
4	а не	17	22
5	то есть	9	20
6	том что	13	19
7	тогда как	15	19
8	может быть	10	17
9	представляет собой	16	17
10	и в	13	16
11	как и	4	16
12	в этом	13	15
13	еще не	2	14
14	но и	15	14
15	коммуникативного события	8	14
16	при этом	14	13
17	и т.п	6	12
18	прежде всего	6	11
19	но не	3	11
20	и не	14	11
21	по своей	3	11
22	с другой	5	10
23	как в	5	10
24	далеко не	5	10
25	в частности	11	9
26	состоит в	12	9
27	в нем	5	9
28	отношению к	5	9
29	одной стороны	5	9
30	по отношению	5	9
31	не может	8	9
32	с одной	5	9
33	а также	6	8
34	отнюдь не	4	8
35	своего рода	9	8
36	так и	9	8
37	о том	5	8
38	но в	6	8
39	художественного письма	2	7
40	в его	6	7
41	со стороны	6	7
42	то же	4	7
43	роль в	2	7
44	в себе	8	7
45	только в	11	7
46	не в	8	7
47	в своем	6	6
48	пока еще	3	6
49	в рамках	6	5
50	к тому	9	5
51	или иной	3	5
52	можно сказать	6	5
53	тому же	4	5
54	в силу	4	5
55	как бы	6	5
56	в котором	5	5
57	в своей	4	5
58	то что	8	5
59	в процессе	2	5
60	коммуникативное событие	6	5
61	в составе	2	5
62	в отличие	5	5
63	а с	2	5
64	а в	9	5
65	в себя	4	5
66	сводится к	9	5
67	отличие от	5	5
68	в данном	10	5
69	не обязательно	2	4
70	с его	3	4
71	что в	4	4
72	не является	4	4
73	для себя	3	4
74	и к	6	4
75	что он	5	4
76	уже не	4	4
77	для него	4	4
78	в целом	3	4
79	же время	3	4
80	такого рода	12	4
81	в нарративном	2	4
82	внимание на	3	4
83	потому что	2	4
84	между тем	3	4
85	и т.д	4	4
86	дискурса как	2	4
87	как правило	3	4
88	перед нами	4	3
89	очевидным образом	2	3
90	однако в	2	3
91	столь же	2	3
92	нарративного дискурса	8	3
93	это не	3	3
94	по мысли	5	3
95	но при	4	3
96	вследствие этого	2	3
97	как уже	2	3
98	не сводится	7	3
99	что и	2	3
100	дискурс в	2	3
101	самого рассказывания	2	3
102	в ее	4	3
103	и того	3	3
104	рассказывания в	4	3
105	времени и	4	3
106	по своему	2	3
107	в свою	2	3
108	в самом	2	3
109	имеет место	2	3
110	при всей	4	3
111	той или	3	3
112	картина мира	8	3
113	один из	3	3
114	хотя бы	2	3
115	все же	6	3
116	нарративный дискурс	2	3
117	в строгом	2	3
118	таким образом	5	3
119	именно в	2	3
120	события рассказывания	7	3
121	по слову	3	3
122	того что	6	3
123	и даже	3	3
124	ведет к	2	3
125	в своих	2	3
126	сказать что	3	3
127	точки зрения	5	3
128	в то	5	3
129	тому как	2	3
130	существенную роль	3	3
131	зрения на	2	3
132	в каждой	2	3
133	мира в	4	3
134	зависит от	2	2
135	не менее	4	2
136	по словам	2	2
137	никогда не	6	2
138	опыта в	3	2
139	принадлежности к	2	2
140	о котором	3	2
141	между собой	3	2
142	в какой	4	2
143	и слушающих	2	2
144	к себе	7	2
145	или даже	3	2
146	представления о	2	2
147	и все	4	2
148	имеем дело	2	2
149	однако на	2	2
150	в литературе	4	2
151	но одновременно	2	2
152	ему в	2	2
153	об этом	4	2
154	к его	3	2
155	но зато	2	2
156	дискурса в	2	2
157	в соответствии	3	2
158	строго говоря	3	2
159	что с	2	2
160	и представляет	3	2
161	своей природе	2	2
162	в начале	2	2
163	иначе говоря	7	2
164	в принципе	2	2
165	текста и	2	2
166	хотя и	5	2
167	как показывает	2	2
168	о нем	3	2
169	в равной	2	2
170	оно не	2	2
171	не могло	2	2
172	из наиболее	2	2
173	и тем	5	2
174	того или	3	2
175	себя в	2	2
176	в культуре	2	2
177	событийный статус	2	2
178	на том	3	2
179	героя и	2	2
180	в тексте	8	2
181	в форме	5	2
182	данном случае	6	2
183	а ван	2	2
184	собственно и	2	2
185	нарративная интрига	6	2
186	поль рикёр	2	2
187	дело с	2	2
188	жизни в	6	2
189	своей собственной	2	2
190	как к	3	2
191	и иные	2	2
192	и что	2	2
193	при встрече	3	2
194	более чем	2	2
195	свидетельствует о	4	2
196	и он	2	2
197	и по	3	2
198	к другому	2	2
199	и его	3	2
200	нарративного высказывания	3	2
201	не следует	3	2
202	в рассказе	4	2
203	мы имеем	3	2
204	героя в	6	2
205	следует признать	4	2
206	подобно тому	2	2
207	характер и	3	2
208	соответствии с	3	2
209	к которому	2	2
210	в другом	4	2
211	на протяжении	5	2
212	его характер	2	2
213	в этой	4	2
214	автора в	2	2
215	и адресата	2	2
216	внутренней речи	3	2
217	так сказать	3	2
218	они не	2	2
219	едва ли	3	2
220	о чем	2	2
