N	2gram	Voloshinov_1	Myshleni
1	в том	6	33
2	том что	3	27
3	точки зрения	34	26
4	то что	8	20
5	в этом	16	19
6	с точки	20	18
7	того что	3	17
8	и в	19	15
9	не только	8	15
10	речи и	3	15
11	что в	4	14
12	таким образом	17	14
13	и речи	2	13
14	говорит он	2	12
15	что он	2	12
16	того чтобы	5	12
17	и т.д	2	12
18	в самом	10	11
19	в процессе	14	11
20	но и	8	10
21	было бы	4	10
22	для того	4	10
23	мы не	6	10
24	мы можем	2	10
25	в своем	2	9
26	может быть	26	9
27	не является	4	9
28	не может	24	9
29	о том	2	9
30	в сущности	3	9
31	связи с	11	9
32	так и	11	8
33	никогда не	2	8
34	не в	5	8
35	если бы	2	8
36	к тому	2	7
37	мы знаем	5	7
38	высшей степени	3	7
39	и не	26	7
40	в высшей	3	7
41	как бы	15	7
42	по себе	4	7
43	тот же	4	7
44	он не	3	7
45	и т.п	10	7
46	во всяком	5	7
47	в частности	2	6
48	в отношении	4	6
49	точку зрения	2	6
50	как мы	13	6
51	мы уже	2	6
52	в виду	2	6
53	по отношению	3	6
54	в связи	7	6
55	с другой	5	6
56	сказать что	4	6
57	в истории	3	6
58	мы должны	3	6
59	как он	2	6
60	но в	7	6
61	вовсе не	5	6
62	и к	3	6
63	как и	12	6
64	зависимости от	2	6
65	если мы	11	6
66	самом деле	10	6
67	на этот	3	6
68	речи в	3	6
69	всяком случае	2	6
70	там где	2	6
71	вопрос о	4	5
72	эта проблема	2	5
73	социальной среде	3	5
74	и др	2	5
75	и их	2	5
76	с помощью	6	5
77	и даже	2	5
78	речь и	2	5
79	друг друга	8	5
80	отношению к	2	5
81	внутренней речи	9	5
82	то же	7	5
83	можно было	2	5
84	этот вопрос	5	5
85	связана с	2	4
86	независимо от	2	4
87	прежде всего	13	4
88	из этих	2	4
89	что все	2	4
90	переход от	4	4
91	все это	3	4
92	не имеет	3	4
93	так же	7	4
94	а в	4	4
95	и с	2	4
96	в начале	5	4
97	так как	2	4
98	для всех	2	4
99	к этому	5	4
100	все же	8	4
101	в качестве	2	4
102	в своей	3	4
103	как в	4	4
104	как раз	2	4
105	хотя бы	5	4
106	и его	19	4
107	только в	9	4
108	в которой	3	4
109	том числе	2	3
110	числе и	2	3
111	для него	9	3
112	при этом	8	3
113	смысле этого	3	3
114	точка зрения	7	3
115	из них	3	3
116	языка и	13	3
117	и только	2	3
118	этом отношении	3	3
119	все эти	7	3
120	те же	5	3
121	лишь в	9	3
122	с другими	3	3
123	в результате	9	3
124	в основе	2	3
125	к этой	2	3
126	и все	5	3
127	не существует	3	3
128	в объяснении	2	3
129	внутренняя речь	9	3
130	с этим	4	3
131	того же	6	3
132	действительности и	3	3
133	одной из	3	3
134	бы и	2	3
135	на самом	3	3
136	речи как	2	3
137	а не	7	3
138	из которых	2	3
139	или в	2	3
140	в данном	4	3
141	в отличие	5	3
142	и ее	3	3
143	этого слова	2	3
144	и это	3	3
145	отличие от	5	3
146	ничего не	6	3
147	он является	3	2
148	не могут	3	2
149	сама по	2	2
150	же как	2	2
151	и есть	3	2
152	понятно что	3	2
153	с этой	2	2
154	или иной	3	2
155	можно сказать	3	2
156	самый вопрос	2	2
157	ни в	2	2
158	и как	3	2
159	но все	3	2
160	и более	2	2
161	иными словами	2	2
162	логику и	2	2
163	имеет свою	3	2
164	не дает	3	2
165	и той	2	2
166	на язык	3	2
167	в котором	3	2
168	с ее	2	2
169	на этой	2	2
170	в первой	2	2
171	могут быть	2	2
172	от того	4	2
173	целый ряд	3	2
174	мысль и	2	2
175	этой проблемы	4	2
176	и других	2	2
177	о языке	8	2
178	должно быть	2	2
179	но для	2	2
180	из виду	2	2
181	но если	2	2
182	во все	2	2
183	же самое	3	2
184	мира и	2	2
185	от этого	2	2
186	отнюдь не	6	2
187	следует что	3	2
188	не могло	2	2
189	этом смысле	2	2
190	к его	2	2
191	для всего	3	2
192	именно в	5	2
193	общего с	3	2
194	за пределы	5	2
195	в его	6	2
196	нет и	4	2
197	что и	2	2
198	во всех	7	2
199	что же	4	2
200	для данного	2	2
201	и для	11	2
202	или к	2	2
203	и эта	4	2
204	той же	2	2
205	тем что	2	2
206	в себе	2	2
207	в другом	2	2
208	и вообще	2	2
209	ту же	2	2
210	психологии в	4	2
211	его к	2	2
