N	2gram	Voloshinov_1	Myshleni
1	в том	2	28
2	и в	13	28
3	то что	6	28
4	в этом	2	27
5	не может	8	19
6	том что	2	19
7	таким образом	6	18
8	только в	6	18
9	что в	3	17
10	не только	6	16
11	так же	2	15
12	может быть	8	13
13	с помощью	2	13
14	точки зрения	7	13
15	в школе	4	12
16	и не	8	11
17	как бы	6	11
18	в отношении	2	10
19	к тому	2	10
20	но и	3	10
21	отношений между	2	10
22	по отношению	3	10
23	так как	3	10
24	отношению к	3	10
25	с точки	5	10
26	было бы	4	9
27	в процессе	5	9
28	мы можем	4	9
29	никогда не	3	8
30	в самом	2	8
31	тем что	2	8
32	самого начала	2	7
33	с самого	2	7
34	если бы	2	7
35	в нем	2	7
36	мы видим	2	7
37	то же	4	7
38	там где	2	7
39	в которой	3	7
40	и к	2	6
41	для него	2	6
42	не имеет	2	6
43	как и	3	6
44	к предмету	2	6
45	так и	3	6
46	мы не	4	6
47	в чем	2	6
48	в области	2	6
49	в пределах	3	5
50	и тем	2	5
51	языка и	5	5
52	и все	3	5
53	но в	4	5
54	в зависимости	2	5
55	зависимости от	2	5
56	могут быть	2	5
57	не в	3	4
58	с этим	3	4
59	который мы	2	4
60	и следовательно	2	4
61	в сознании	4	4
62	и то	3	4
63	в себе	3	4
64	в каждом	4	3
65	слов и	4	3
66	при этом	2	3
67	мог бы	2	3
68	но мы	4	3
69	в целом	2	3
70	в их	3	3
71	те же	2	3
72	в своих	2	3
73	нуждается в	2	3
74	бы в	2	3
75	от этого	2	3
76	в них	2	3
77	на фоне	4	3
78	связанные с	2	3
79	мы должны	6	3
80	в его	7	3
81	как в	2	3
82	к анализу	2	3
83	а не	2	3
84	и его	12	3
85	и т.д	5	3
86	не менее	2	2
87	точку зрения	3	2
88	с другой	2	2
89	с этой	2	2
90	прежде всего	9	2
91	самом деле	3	2
92	несмотря на	2	2
93	к одному	3	2
94	имеет место	2	2
95	и является	2	2
96	и др	2	2
97	себе что	2	2
98	все это	4	2
99	другой стороны	2	2
100	в связи	2	2
101	все эти	2	2
102	форм и	2	2
103	и наконец	5	2
104	с ними	2	2
105	в одном	3	2
106	более того	2	2
107	мы уже	2	2
108	в своей	4	2
109	разрыв между	2	2
110	еще в	2	2
111	все же	5	2
112	ее в	2	2
113	не на	2	2
114	а в	2	2
115	в данном	2	2
116	в другом	2	2
117	что они	2	2
118	что эта	2	2
119	которое мы	2	2
