N	2gram	Losev_Vlad_1	Problemy
1	и в	31	35
2	и не	17	27
3	что он	12	24
4	в его	12	21
5	но в	12	19
6	не может	6	18
7	к себе	2	18
8	как и	4	18
9	в нем	4	16
10	то есть	3	16
11	то же	6	15
12	и все	4	15
13	но и	19	14
14	для него	7	14
15	может быть	6	14
16	все это	5	14
17	и его	7	14
18	в этом	14	14
19	к нему	4	13
20	что я	2	13
21	он не	10	13
22	и с	14	12
23	и к	6	12
24	в то	8	11
25	не в	5	10
26	же время	4	10
27	не только	24	10
28	то что	18	10
29	в отношении	3	9
30	я не	4	8
31	так и	6	8
32	потому что	11	8
33	мы уже	7	8
34	все же	3	8
35	как мы	9	8
36	и для	2	8
37	и сам	6	7
38	лишь в	2	7
39	а в	9	7
40	точки зрения	2	7
41	с ним	5	7
42	с его	11	7
43	вовсе не	5	7
44	еще не	2	7
45	для себя	2	7
46	что же	5	7
47	в виде	3	7
48	таким образом	3	7
49	он сам	2	6
50	что в	14	6
51	к тому	3	6
52	но это	3	6
53	что они	3	6
54	и что	6	6
55	у меня	2	6
56	отношение к	3	6
57	в самом	2	6
58	что у	4	6
59	и на	3	6
60	от него	2	6
61	но не	3	6
62	только в	9	6
63	в конце	9	5
64	в том	11	5
65	да и	4	5
66	так что	10	5
67	как к	2	5
68	и даже	15	5
69	с ними	2	5
70	во время	3	5
71	он и	6	5
72	даже в	2	5
73	на него	3	5
74	как в	3	5
75	к своему	3	5
76	и то	10	5
77	в себе	4	5
78	и это	2	5
79	но на	3	4
80	никогда не	9	4
81	с другой	3	4
82	но зато	2	4
83	на его	3	4
84	всяком случае	2	4
85	и вот	3	4
86	где он	2	4
87	и так	3	4
88	но он	5	4
89	но как	5	4
90	так как	8	4
91	у него	15	4
92	как раз	7	4
93	в них	2	4
94	он как	3	4
95	во всем	4	4
96	по своему	3	4
97	тот же	3	4
98	с которым	2	4
99	еще в	4	4
100	нет и	2	4
101	в своей	4	4
102	только на	3	4
103	и у	4	4
104	во всяком	2	4
105	тем что	2	4
106	он в	3	4
107	из своего	3	4
108	в чем	2	4
109	уже в	7	3
110	и от	5	3
111	его к	2	3
112	тому же	2	3
113	совсем не	4	3
114	в общем	3	3
115	отношением к	2	3
116	которого он	2	3
117	в целом	3	3
118	из них	2	3
119	другой стороны	3	3
120	все эти	3	3
121	но только	3	3
122	не мог	3	3
123	того что	2	3
124	сказать что	7	3
125	даже и	9	3
126	в начале	3	3
127	мы должны	2	3
128	под влиянием	3	3
129	в котором	6	3
130	с тем	2	3
131	раз и	3	3
132	этом смысле	4	3
133	это и	2	3
134	том что	14	3
135	к концу	2	3
136	было бы	2	3
137	за пределы	3	3
138	он уже	4	3
139	конце концов	3	3
140	что и	5	3
141	когда он	5	3
142	только что	2	3
143	а с	5	3
144	уже не	3	3
145	которой он	5	3
146	ничего не	3	3
147	не менее	2	2
148	что все	2	2
149	на всю	2	2
150	что на	2	2
151	мы знаем	2	2
152	ни в	2	2
153	что его	4	2
154	в дальнейшем	8	2
155	из его	4	2
156	на этом	2	2
157	но что	3	2
158	всю жизнь	3	2
159	что с	2	2
160	при этом	2	2
161	со своим	5	2
162	и кажется	2	2
163	хотя и	4	2
164	в эти	7	2
165	в своем	4	2
166	человека как	3	2
167	и тут	2	2
168	и по	8	2
169	он так	2	2
170	к ней	4	2
171	по своей	4	2
172	что сам	2	2
173	о том	11	2
174	как он	4	2
175	и ни	2	2
176	в этот	4	2
177	уже и	2	2
178	для его	2	2
179	в жизни	3	2
180	но я	3	2
181	мы увидим	3	2
182	кажется что	2	2
183	одной из	2	2
184	конечно не	2	2
185	о нем	7	2
186	себя в	4	2
187	вместе с	3	2
188	жизнь и	3	2
189	на этот	6	2
190	и он	3	2
191	и как	4	2
192	хотя бы	2	2
193	в которой	4	2
194	той же	2	2
195	пока еще	2	2
196	и вообще	4	2
197	из этого	2	2
198	этот раз	4	2
199	это было	6	2
