N	2gram	Propp_Isto_5	Myslijsy
1	потому что	7	46
2	в том	6	32
3	и в	25	30
4	может быть	17	28
5	то же	4	23
6	не только	13	21
7	только в	7	21
8	для нас	5	20
9	но и	13	19
10	том что	8	18
11	то что	7	18
12	того что	2	18
13	что в	8	17
14	по себе	2	16
15	не в	6	15
16	и не	11	15
17	а не	2	15
18	таким образом	9	14
19	что и	6	13
20	так как	11	13
21	вместе с	22	12
22	а в	3	12
23	если бы	2	12
24	как и	7	10
25	как в	6	10
26	и что	8	10
27	в этом	10	10
28	в то	3	10
29	только тогда	2	9
30	в нем	7	9
31	мы не	5	9
32	тогда когда	2	9
33	в ней	5	8
34	что мы	2	8
35	с другой	9	7
36	вовсе не	2	7
37	как мы	5	7
38	так что	2	7
39	с тем	8	7
40	но не	5	7
41	с одной	7	7
42	тем что	10	7
43	но оно	3	6
44	что он	22	6
45	но это	7	6
46	с этим	5	6
47	из них	2	6
48	например в	5	6
49	то это	3	6
50	не может	6	6
51	уже не	11	6
52	с ним	4	6
53	уже в	2	5
54	человека и	2	5
55	и как	3	5
56	очевидно что	2	5
57	еще не	8	5
58	и тем	4	5
59	отношению к	2	5
60	по которому	3	5
61	не менее	4	5
62	по отношению	2	5
63	с другими	4	5
64	сказать что	2	5
65	и т	20	5
66	что это	5	4
67	мы видели	7	4
68	по мере	2	4
69	все это	4	4
70	в его	12	4
71	один из	2	4
72	другой стороны	8	4
73	и его	9	4
74	или же	3	4
75	он не	4	4
76	если не	4	4
77	для того	3	4
78	но вместе	3	4
79	и по	2	4
80	того как	4	4
81	можно бы	3	4
82	мы должны	4	4
83	и это	4	4
84	и потому	2	4
85	и при	2	4
86	могут быть	6	3
87	в животном	2	3
88	прежде всего	6	3
89	и все	3	3
90	что все	4	3
91	в образе	5	3
92	к этому	2	3
93	связь с	8	3
94	и вместе	2	3
95	тем не	4	3
96	мы можем	2	3
97	что при	3	3
98	в свою	3	3
99	такое же	2	3
100	до сих	2	3
101	можно сказать	2	3
102	одной стороны	7	3
103	как бы	2	3
104	из двух	2	3
105	никто не	3	3
106	в целом	3	3
107	не знаем	3	3
108	время в	2	3
109	на него	8	3
110	со стороны	2	3
111	т д	18	3
112	в одно	2	3
113	того чтобы	3	3
114	к нему	3	3
115	друг друга	3	3
116	так же	5	3
117	на которой	2	3
118	или в	6	3
119	и на	8	3
120	образом в	2	3
121	за ним	4	3
122	и вообще	3	3
123	его в	9	3
124	там где	6	3
125	здесь как	2	3
126	в которой	4	3
127	это было	2	3
128	том как	2	3
129	сих пор	2	3
130	перед нами	2	2
131	во время	7	2
132	но все	5	2
133	об этом	2	2
134	из себя	4	2
135	бы мы	2	2
136	связи с	8	2
137	так например	2	2
138	не как	4	2
139	находит в	2	2
140	не всегда	4	2
141	а как	2	2
142	в некотором	2	2
143	показывает что	5	2
144	его к	3	2
145	на то	2	2
146	от них	2	2
147	ему в	3	2
148	в ее	4	2
149	мы видим	8	2
150	в этой	3	2
151	у него	2	2
152	она не	2	2
153	несмотря на	2	2
154	и мы	2	2
155	или на	2	2
156	выше мы	2	2
157	том чтобы	2	2
158	должно было	2	2
159	мы уже	4	2
160	в свое	2	2
161	даже в	2	2
162	только один	3	2
163	но мы	3	2
164	все же	10	2
165	же в	2	2
166	жизни и	2	2
167	в своей	2	2
168	в форме	3	2
169	так в	2	2
170	входит в	5	2
171	в других	2	2
172	в виде	9	2
173	самом деле	2	2
174	у царя	2	2
175	в которых	3	2
176	с этой	2	2
177	их в	3	2
178	от этого	4	2
179	точки зрения	2	2
180	входящий в	2	2
181	о том	7	2
182	и с	3	2
183	из него	2	2
