N	2gram	Tiupa_Disk_2	FransuaR
1	и в	16	29
2	то есть	12	21
3	и не	15	16
4	и все	3	13
5	в этой	4	13
6	как и	16	12
7	и т.п	12	12
8	но в	11	12
9	так и	9	11
10	и на	5	11
11	в этом	16	11
12	то же	6	10
13	в то	5	10
14	не только	10	10
15	но и	11	9
16	все эти	3	9
17	и с	2	9
18	его в	3	9
19	же время	5	8
20	прежде всего	7	8
21	в его	3	8
22	и его	3	8
23	как бы	4	8
24	в них	3	7
25	в том	8	7
26	из них	3	6
27	в большинстве	2	6
28	здесь в	3	6
29	своего рода	10	6
30	это не	3	5
31	того же	2	5
32	далеко не	2	5
33	в нем	7	5
34	в своей	6	5
35	перед нами	3	4
36	с его	6	4
37	что он	2	4
38	но это	3	4
39	еще не	6	4
40	то что	5	4
41	жизни и	3	4
42	все это	2	4
43	и одновременно	2	4
44	с другой	5	4
45	также и	3	4
46	в результате	2	4
47	точки зрения	4	4
48	мира и	4	4
49	тому как	2	3
50	в частности	12	3
51	в качестве	16	3
52	в своем	5	3
53	в пределе	3	3
54	с ее	2	3
55	все же	6	3
56	том что	10	3
57	и как	3	3
58	такой же	2	3
59	этой традиции	2	3
60	той же	2	3
61	по преимуществу	2	3
62	он не	3	3
63	здесь не	2	3
64	другой стороны	2	3
65	при этом	17	3
66	на языке	2	3
67	там же	2	3
68	роль в	4	3
69	в ней	2	3
70	подобно тому	2	3
71	в себе	19	3
72	по своей	6	3
73	место в	2	2
74	времени и	2	2
75	к этому	4	2
76	в этих	3	2
77	жизни в	3	2
78	нового времени	5	2
79	но здесь	2	2
80	это в	2	2
81	на первый	2	2
82	ни в	7	2
83	соответствии с	3	2
84	есть в	2	2
85	именно в	2	2
86	но не	7	2
87	перед лицом	2	2
88	в себя	2	2
89	одной стороны	4	2
90	было в	3	2
91	не может	9	2
92	о чем	2	2
93	может быть	16	2
94	никогда не	2	2
95	уже не	3	2
96	а также	8	2
97	в котором	3	2
98	со стороны	10	2
99	с таким	2	2
100	и для	2	2
101	себя в	6	2
102	но она	3	2
103	как в	8	2
104	не на	2	2
105	с одной	4	2
106	в той	2	2
107	и наконец	3	2
108	с точки	2	2
109	не столько	3	2
110	как на	3	2
111	в своих	6	2
112	и то	4	2
113	их в	2	2
114	в основе	4	2
115	как будто	3	2
116	только в	3	2
117	о том	4	2
118	и это	2	2
119	дело в	2	2
