N	2gram	Potebnia_M_1	Marksizm
1	может быть	27	28
2	и в	39	19
3	как бы	6	19
4	и не	18	19
5	не может	22	18
6	точки зрения	8	17
7	то же	6	16
8	и его	5	16
9	языка и	17	15
10	как мы	2	15
11	в этом	15	15
12	таким образом	13	14
13	в сущности	2	14
14	так сказать	2	14
15	не только	21	13
16	с точки	3	13
17	речи и	10	13
18	связи с	3	13
19	в нем	20	11
20	если бы	14	11
21	вовсе не	5	11
22	не в	15	10
23	но и	20	10
24	том что	16	10
25	так и	13	10
26	для него	4	9
27	при этом	6	9
28	языка как	5	9
29	как и	9	9
30	а не	21	9
31	слова в	2	8
32	же время	4	8
33	по отношению	13	8
34	в то	4	8
35	отношению к	13	8
36	только в	25	8
37	никогда не	4	7
38	в том	26	7
39	но в	9	7
40	и более	2	7
41	прежде всего	4	7
42	в языке	33	7
43	и для	5	7
44	в таком	5	7
45	язык как	7	6
46	в смысле	4	6
47	к тому	4	6
48	и как	6	6
49	в свою	4	6
50	того чтобы	2	6
51	в самом	3	6
52	и следовательно	2	6
53	ни было	2	6
54	и все	3	6
55	между тем	5	6
56	во всех	5	6
57	слова и	4	6
58	если мы	3	6
59	для того	3	6
60	хотя бы	2	6
61	мы можем	2	6
62	свою очередь	4	5
63	самого начала	3	5
64	то ни	3	5
65	в их	2	5
66	так же	5	5
67	и того	2	5
68	того же	3	5
69	в его	5	5
70	все же	6	5
71	с самого	3	5
72	тем более	2	5
73	в душе	11	4
74	должна быть	3	4
75	тому что	3	4
76	это не	7	4
77	одного и	2	4
78	на то	2	4
79	по мере	6	4
80	то что	10	4
81	и тем	3	4
82	мы видели	4	4
83	бы то	2	4
84	и их	3	4
85	влияние на	2	4
86	того что	8	4
87	речь и	2	4
88	сказать что	3	4
89	бы в	4	4
90	а как	2	4
91	в единстве	2	4
92	из одного	3	4
93	было бы	12	4
94	для себя	3	4
95	связь с	2	4
96	только на	3	4
97	тем же	2	4
98	в слове	8	4
99	в себе	13	4
100	не существует	2	3
101	каждый раз	4	3
102	в этих	7	3
103	язык не	5	3
104	столь же	3	3
105	с другой	7	3
106	и от	3	3
107	в этой	3	3
108	одной стороны	3	3
109	не имеют	5	3
110	в ней	7	3
111	за пределы	2	3
112	если б	2	3
113	истории языка	2	3
114	в каком	6	3
115	а в	5	3
116	с этим	7	3
117	с одной	3	3
118	что оно	2	3
119	не имеет	5	3
120	должно быть	7	3
121	мы постараемся	2	3
122	языка в	6	3
123	не было	4	3
124	в истории	7	3
125	о том	2	3
126	так как	21	3
127	таком случае	2	3
128	слова для	4	3
129	по себе	10	3
130	у нас	2	3
131	слов и	4	3
132	еще не	6	3
133	он не	3	3
134	относится к	3	3
135	что и	6	3
136	не есть	10	3
137	не будет	2	3
138	в своей	3	3
139	мысли и	9	3
140	только что	2	3
141	той же	3	3
142	и то	3	3
143	языка не	5	3
144	во всяком	3	3
145	могут быть	9	3
146	и это	3	3
147	независимо от	6	2
148	что в	22	2
149	что это	3	2
150	все более	3	2
151	происхождении языка	7	2
152	иное как	2	2
153	на все	2	2
154	в противном	3	2
155	вопрос о	4	2
156	в собственном	2	2
157	его к	2	2
158	следовательно и	2	2
159	находятся в	3	2
160	во внутренней	3	2
161	не так	3	2
162	значительной степени	2	2
163	одним из	2	2
164	жизни и	2	2
165	в своем	3	2
166	восприятия и	3	2
167	история языка	3	2
168	и даже	4	2
169	друг друга	5	2
170	как на	3	2
171	не следует	5	2
172	в более	4	2
173	и с	3	2
174	о происхождении	8	2
175	по крайней	2	2
176	даже и	2	2
177	но как	3	2
178	противном случае	3	2
179	в начале	2	2
180	которых и	2	2
181	все то	2	2
182	б мы	2	2
183	сравнительно с	2	2
184	это будет	2	2
185	то есть	42	2
186	в определении	2	2
187	в жизни	3	2
188	языка а	3	2
189	значение и	2	2
190	стороны и	2	2
191	но не	8	2
192	мы увидим	3	2
193	и о	2	2
194	и потому	5	2
195	крайней мере	2	2
196	в живой	2	2
197	бы не	6	2
198	или же	3	2
199	еще более	2	2
200	что не	10	2
201	должны быть	7	2
202	ко всем	2	2
203	мы не	10	2
204	или в	2	2
205	то мы	2	2
206	тем что	9	2
207	более и	2	2
208	если же	5	2
209	там где	4	2
210	совершенно справедливо	2	2
211	от него	4	2
212	из него	2	2
213	вместе с	8	2
