N	2gram	Losev_Dial_2	Myshleni
1	в том	14	28
2	и в	19	28
3	то что	14	28
4	в этом	8	27
5	того что	6	24
6	потому что	14	22
7	не может	9	19
8	том что	10	19
9	таким образом	4	18
10	что он	6	18
11	только в	5	18
12	что в	7	17
13	в силу	5	17
14	не только	19	16
15	так же	2	15
16	может быть	20	13
17	сказать что	10	13
18	точки зрения	12	13
19	в сфере	2	12
20	тому что	2	11
21	и не	30	11
22	как бы	14	11
23	что мы	2	11
24	к тому	2	10
25	как мы	3	10
26	но и	12	10
27	от того	4	10
28	так как	14	10
29	но не	6	10
30	с точки	8	10
31	было бы	3	9
32	никогда не	9	8
33	в самом	5	8
34	еще не	4	8
35	тем что	2	8
36	самого начала	2	7
37	с самого	2	7
38	в нем	10	7
39	в сущности	2	7
40	в своем	4	7
41	заключается в	4	7
42	что оно	4	7
43	мы видим	2	7
44	как известно	2	7
45	он не	4	7
46	вместе с	2	7
47	то же	12	7
48	в которой	2	7
49	и к	7	6
50	же как	3	6
51	так что	7	6
52	и как	10	6
53	и что	5	6
54	в то	6	6
55	же самое	2	6
56	когда мы	3	6
57	тогда когда	6	6
58	его в	3	6
59	как и	10	6
60	то время	4	6
61	можно сказать	5	6
62	так и	10	6
63	как раз	5	6
64	в чем	3	6
65	в области	2	6
66	не могут	4	5
67	это не	10	5
68	вопрос о	3	5
69	в разных	3	5
70	время как	7	5
71	и все	12	5
72	но в	2	5
73	с тем	2	5
74	в зависимости	2	5
75	зависимости от	2	5
76	того как	2	5
77	могут быть	4	5
78	в этой	3	5
79	я не	6	4
80	именно в	2	4
81	в частности	2	4
82	что на	2	4
83	не в	8	4
84	на этом	2	4
85	но что	7	4
86	например в	2	4
87	с этим	3	4
88	в состоянии	2	4
89	они не	3	4
90	в одной	4	4
91	и следовательно	5	4
92	мы имеем	3	4
93	ясно что	4	4
94	только тогда	7	4
95	своей природе	2	4
96	что и	5	4
97	во всех	2	4
98	в той	3	4
99	не умеет	2	4
100	и то	7	4
101	в себе	15	4
102	зависит от	2	3
103	независимо от	4	3
104	в каждом	2	3
105	это мы	2	3
106	все время	3	3
107	как это	7	3
108	очевидно что	2	3
109	это есть	8	3
110	есть в	2	3
111	что с	2	3
112	при этом	4	3
113	на его	2	3
114	но мы	2	3
115	в их	2	3
116	и только	4	3
117	в системе	2	3
118	и по	4	3
119	в сферу	2	3
120	в своих	2	3
121	нуждается в	3	3
122	но как	5	3
123	по своей	4	3
124	только то	4	3
125	от этого	3	3
126	только не	2	3
127	по себе	18	3
128	раз в	2	3
129	это и	3	3
130	связи с	4	3
131	если принять	2	3
132	до сих	2	3
133	мы должны	2	3
134	не по	2	3
135	только к	2	3
136	сих пор	2	3
137	как в	2	3
138	а не	16	3
139	что такое	3	3
140	и его	5	3
141	как только	3	2
142	не менее	3	2
143	в меру	4	2
144	в этих	3	2
145	он мог	2	2
146	с другой	5	2
147	в конце	2	2
148	была бы	3	2
149	прежде всего	8	2
150	а только	3	2
151	определенного рода	2	2
152	но это	7	2
153	и более	3	2
154	самом деле	4	2
155	несмотря на	2	2
156	как они	3	2
157	и от	3	2
158	себе и	3	2
159	принять во	3	2
160	из них	3	2
161	если мы	2	2
162	все это	4	2
163	другой стороны	4	2
164	в связи	4	2
165	мы говорим	3	2
166	все эти	2	2
167	форм и	2	2
168	можно только	2	2
169	но только	3	2
170	может существовать	3	2
171	с ними	2	2
172	но он	4	2
173	необходимо чтобы	2	2
174	что у	2	2
175	в любой	2	2
176	том смысле	4	2
177	с ним	4	2
178	том как	2	2
179	он может	2	2
180	когда оно	2	2
181	в одном	4	2
182	что уже	2	2
183	смысле что	3	2
184	по своему	5	2
185	она не	8	2
186	мы уже	8	2
187	во внимание	3	2
188	в своей	8	2
189	что если	3	2
190	все же	4	2
191	ее в	2	2
192	не на	2	2
193	а в	4	2
194	хотя в	2	2
195	мы начинаем	2	2
196	только что	5	2
197	в данном	3	2
198	в новую	2	2
199	что я	2	2
200	в другом	4	2
201	и вообще	6	2
202	что они	6	2
203	нами выше	2	2
